record_id,vehicle_vin,day_idx,sample_idx,timestamp,speed_kmh,motor_rpm,battery_soc,battery_voltage,battery_current,battery_temp_c,state_at_sample,assigned_day_index,ved_reference_veh_id,synthetic_gap_indicator,event_sequence_index,latitude,longitude,accel_z,telemetry_coverage,subject_zone
EV_REC_6137,VF8VNF_0005,3,89,2026-01-04T22:15:00,0.0,0,40.88,280.0,-31.87,26.15,CHARGING,3,398,False,89,52.499709,13.379360,0.0,full,EU
EV_REC_6138,VF8VNF_0005,3,90,2026-01-04T22:30:00,0.0,0,40.12,280.0,-18.09,36.82,CHARGING,3,398,False,90,52.502290,13.371963,0.0,full,EU
EV_REC_6139,VF8VNF_0005,3,91,2026-01-04T22:45:00,0.0,0,42.57,280.0,-39.71,32.52,CHARGING,3,398,False,91,52.498805,13.383233,0.0,full,EU
EV_REC_6140,VF8VNF_0005,3,92,2026-01-04T23:00:00,0.0,0,45.8,280.0,-37.27,36.58,CHARGING,3,398,False,92,52.495656,13.375614,0.0,full,EU
EV_REC_6141,VF8VNF_0005,3,93,2026-01-04T23:15:00,0.0,0,46.92,280.0,-44.03,26.01,CHARGING,3,398,False,93,52.500847,13.381675,0.0,full,EU
EV_REC_6142,VF8VNF_0005,3,94,2026-01-04T23:30:00,0.0,0,48.48,280.0,-35.58,21.98,CHARGING,3,398,False,94,52.501095,13.370105,0.0,full,EU
EV_REC_6143,VF8VNF_0005,3,95,2026-01-04T23:45:00,0.0,0,50.93,280.0,-23.38,22.5,CHARGING,3,398,False,95,52.494859,13.368553,0.0,full,EU
EV_REC_6144,VF8VNF_0005,4,0,2026-01-05T00:00:00,0.0,0,69.92,280.0,-37.8,37.05,CHARGING,4,398,False,0,52.500843,13.382282,0.0,full,EU
EV_REC_6145,VF8VNF_0005,4,1,2026-01-05T00:15:00,0.0,0,72.48,280.0,-45.17,35.68,CHARGING,4,398,False,1,52.500771,13.372552,0.0,full,EU
EV_REC_6146,VF8VNF_0005,4,2,2026-01-05T00:30:00,0.0,0,74.68,280.0,-49.3,30.01,CHARGING,4,398,False,2,52.503508,13.382760,0.0,full,EU
EV_REC_6147,VF8VNF_0005,4,3,2026-01-05T00:45:00,0.0,0,79.02,280.0,-42.3,34.42,CHARGING,4,398,False,3,52.499687,13.370240,0.0,full,EU
EV_REC_6148,VF8VNF_0005,4,4,2026-01-05T01:00:00,0.0,0,80.59,280.0,-21.17,36.54,CHARGING,4,398,False,4,52.494728,13.373545,0.0,full,EU
EV_REC_6149,VF8VNF_0005,4,5,2026-01-05T01:15:00,0.0,0,80.96,280.0,-23.16,31.53,CHARGING,4,398,False,5,52.498533,13.373529,0.0,full,EU
EV_REC_6150,VF8VNF_0005,4,6,2026-01-05T01:30:00,0.0,0,85.76,280.0,-40.09,32.2,CHARGING,4,398,False,6,52.507434,13.370812,0.0,full,EU
EV_REC_6151,VF8VNF_0005,4,7,2026-01-05T01:45:00,0.0,0,89.1,280.0,-52.94,30.4,CHARGING,4,398,False,7,52.500626,13.371049,0.0,full,EU
EV_REC_6152,VF8VNF_0005,4,8,2026-01-05T02:00:00,0.0,0,90.53,280.0,-28.66,28.18,CHARGING,4,398,False,8,52.494923,13.373033,0.0,full,EU
EV_REC_6153,VF8VNF_0005,4,9,2026-01-05T02:15:00,0.0,0,92.81,280.0,-1.49,30.71,IDLE,4,398,False,9,52.498437,13.382231,0.0,full,EU
EV_REC_6154,VF8VNF_0005,4,10,2026-01-05T02:30:00,0.0,0,93.08,280.0,-1.85,33.19,IDLE,4,398,False,10,52.500679,13.370146,0.0,full,EU
EV_REC_6155,VF8VNF_0005,4,11,2026-01-05T02:45:00,0.0,0,92.04,280.0,1.57,21.59,IDLE,4,398,False,11,52.500017,13.377789,0.0,full,EU
EV_REC_6156,VF8VNF_0005,4,12,2026-01-05T03:00:00,0.0,0,93.18,280.0,-0.96,29.84,IDLE,4,398,False,12,52.498576,13.373906,0.0,full,EU
EV_REC_6157,VF8VNF_0005,4,13,2026-01-05T03:15:00,0.0,0,91.89,280.0,-1.81,38.78,IDLE,4,398,False,13,52.492094,13.374669,0.0,full,EU
EV_REC_6158,VF8VNF_0005,4,14,2026-01-05T03:30:00,0.0,0,91.24,280.0,1.88,35.13,IDLE,4,398,False,14,52.503563,13.371277,0.0,full,EU
EV_REC_6159,VF8VNF_0005,4,15,2026-01-05T03:45:00,0.0,0,91.98,280.0,-0.61,27.84,IDLE,4,398,False,15,52.498059,13.377661,0.0,full,EU
EV_REC_6160,VF8VNF_0005,4,16,2026-01-05T04:00:00,0.0,0,91.62,280.0,0.96,33.82,IDLE,4,398,False,16,52.503320,13.377774,0.0,full,EU
EV_REC_6161,VF8VNF_0005,4,17,2026-01-05T04:15:00,0.0,0,93.59,280.0,-2.74,27.54,IDLE,4,398,False,17,52.499753,13.363053,0.0,full,EU
EV_REC_6162,VF8VNF_0005,4,18,2026-01-05T04:30:00,0.0,0,91.58,280.0,3.96,38.22,IDLE,4,398,False,18,52.496831,13.374502,0.0,full,EU
EV_REC_6163,VF8VNF_0005,4,19,2026-01-05T04:45:00,0.0,0,94.29,280.0,2.4,26.73,IDLE,4,398,False,19,52.499500,13.383793,0.0,full,EU
EV_REC_6164,VF8VNF_0005,4,20,2026-01-05T05:00:00,0.0,0,93.73,280.0,-1.9,27.71,IDLE,4,398,False,20,52.502218,13.376097,0.0,full,EU
EV_REC_6165,VF8VNF_0005,4,21,2026-01-05T05:15:00,0.0,0,92.8,280.0,0.44,39.0,IDLE,4,398,False,21,52.489109,13.371198,0.0,full,EU
EV_REC_6166,VF8VNF_0005,4,22,2026-01-05T05:30:00,0.0,0,90.72,280.0,6.87,33.35,IDLE,4,398,False,22,52.500193,13.379394,0.0,full,EU
EV_REC_6167,VF8VNF_0005,4,23,2026-01-05T05:45:00,0.0,0,91.14,280.0,3.81,28.46,IDLE,4,398,False,23,52.494405,13.374643,0.0,full,EU
EV_REC_6168,VF8VNF_0005,4,24,2026-01-05T06:00:00,22.33,1887,91.28,280.0,41.05,31.43,DRIVING_PASSENGER,4,398,False,24,52.488156,13.337262,0.016,full,EU
EV_REC_6169,VF8VNF_0005,4,25,2026-01-05T06:15:00,68.32,5077,90.0,280.0,0.0,41.11,DRIVING_PASSENGER,4,398,False,25,52.505775,13.370039,0.003,full,EU
EV_REC_6170,VF8VNF_0005,4,26,2026-01-05T06:30:00,0.0,0,90.52,280.0,0.69,30.64,IDLE,4,398,False,26,52.500881,13.374269,0.0,full,EU
EV_REC_6171,VF8VNF_0005,4,27,2026-01-05T06:45:00,41.44,2544,87.88,280.0,51.53,33.3,DEADHEAD,4,398,False,27,52.488685,13.376689,0.386,full,EU
EV_REC_6172,VF8VNF_0005,4,28,2026-01-05T07:00:00,0.0,0,29.35,280.0,-0.91,23.07,IDLE,4,398,False,28,52.507719,13.374411,0.0,full,EU
EV_REC_6173,VF8VNF_0005,4,29,2026-01-05T07:15:00,0.0,0,86.34,280.0,-0.46,43.88,IDLE,4,398,False,29,52.495625,13.369831,0.0,full,EU
EV_REC_6174,VF8VNF_0005,4,30,2026-01-05T07:30:00,56.49,4144,85.11,280.0,0.0,30.59,DRIVING_PASSENGER,4,398,False,30,52.509365,13.363200,-0.241,full,EU
EV_REC_6175,VF8VNF_0005,4,31,2026-01-05T07:45:00,0.0,0,85.06,280.0,-0.95,34.86,IDLE,4,398,False,31,52.500127,13.372296,0.0,full,EU
EV_REC_6176,VF8VNF_0005,4,32,2026-01-05T08:00:00,42.73,3254,85.67,280.0,0.0,34.79,DEADHEAD,4,398,False,32,52.485280,13.392492,0.005,full,EU
EV_REC_6177,VF8VNF_0005,4,33,2026-01-05T08:15:00,0.0,0,83.34,280.0,-1.62,35.04,IDLE,4,398,False,33,52.500807,13.377139,0.0,full,EU
EV_REC_6178,VF8VNF_0005,4,34,2026-01-05T08:30:00,42.36,3067,81.12,280.0,14.94,35.19,DRIVING_PASSENGER,4,398,False,34,52.513205,13.429512,-0.214,full,EU
EV_REC_6179,VF8VNF_0005,4,35,2026-01-05T08:45:00,52.75,3954,81.3,280.0,30.12,28.21,DRIVING_PASSENGER,4,398,False,35,52.505543,13.349063,-0.282,full,EU
EV_REC_6180,VF8VNF_0005,4,36,2026-01-05T09:00:00,0.0,0,80.48,280.0,1.92,27.33,IDLE,4,398,False,36,52.497639,13.375685,0.0,full,EU
EV_REC_6181,VF8VNF_0005,4,37,2026-01-05T09:15:00,0.0,0,29.12,280.0,0.23,36.39,IDLE,4,398,False,37,52.494954,13.371659,0.0,full,EU
EV_REC_6182,VF8VNF_0005,4,38,2026-01-05T09:30:00,0.0,0,29.7,280.0,0.59,24.63,IDLE,4,398,False,38,52.502868,13.376541,0.0,full,EU
EV_REC_6183,VF8VNF_0005,4,39,2026-01-05T09:45:00,0.0,0,29.7,280.0,3.48,28.49,IDLE,4,398,False,39,52.500982,13.375420,0.0,full,EU
EV_REC_6184,VF8VNF_0005,4,40,2026-01-05T10:00:00,0.0,0,29.28,280.0,3.37,33.13,IDLE,4,398,False,40,52.494892,13.372915,0.0,full,EU
EV_REC_6185,VF8VNF_0005,4,41,2026-01-05T10:15:00,0.0,0,29.31,280.0,1.74,27.08,IDLE,4,398,False,41,52.497561,13.377767,0.0,full,EU
EV_REC_6186,VF8VNF_0005,4,42,2026-01-05T10:30:00,0.0,0,31.41,280.0,-2.62,39.0,IDLE,4,398,False,42,52.499041,13.371111,0.0,full,EU
EV_REC_6187,VF8VNF_0005,4,43,2026-01-05T10:45:00,0.0,0,29.51,280.0,-1.35,37.91,IDLE,4,398,False,43,52.500680,13.369949,0.0,full,EU
EV_REC_6188,VF8VNF_0005,4,44,2026-01-05T11:00:00,0.0,0,29.91,280.0,2.37,31.85,IDLE,4,398,False,44,52.496761,13.359572,0.0,full,EU
EV_REC_6189,VF8VNF_0005,4,45,2026-01-05T11:15:00,0.0,0,28.27,280.0,0.84,33.84,IDLE,4,398,False,45,52.507605,13.370915,0.0,full,EU
EV_REC_6190,VF8VNF_0005,4,46,2026-01-05T11:30:00,0.0,0,28.72,280.0,0.2,43.09,IDLE,4,398,False,46,52.503970,13.370400,0.0,full,EU
EV_REC_6191,VF8VNF_0005,4,47,2026-01-05T11:45:00,0.0,0,29.3,280.0,-1.45,38.31,IDLE,4,398,False,47,52.494877,13.366735,0.0,full,EU
EV_REC_6192,VF8VNF_0005,4,48,2026-01-05T12:00:00,0.0,0,28.9,280.0,-2.15,37.17,IDLE,4,398,False,48,52.501606,13.380874,0.0,full,EU
EV_REC_6193,VF8VNF_0005,4,49,2026-01-05T12:15:00,0.0,0,28.89,280.0,1.55,36.92,IDLE,4,398,False,49,52.500795,13.372012,0.0,full,EU
EV_REC_6194,VF8VNF_0005,4,50,2026-01-05T12:30:00,0.0,0,29.24,280.0,2.17,34.17,IDLE,4,398,False,50,52.496488,13.373342,0.0,full,EU
EV_REC_6195,VF8VNF_0005,4,51,2026-01-05T12:45:00,0.0,0,28.88,280.0,-1.57,28.14,IDLE,4,398,False,51,52.502550,13.378230,0.0,full,EU
EV_REC_6196,VF8VNF_0005,4,52,2026-01-05T13:00:00,0.0,0,30.54,280.0,1.65,27.89,IDLE,4,398,False,52,52.498983,13.371014,0.0,full,EU
EV_REC_6197,VF8VNF_0005,4,53,2026-01-05T13:15:00,0.0,0,27.9,280.0,-4.59,29.53,IDLE,4,398,False,53,52.496519,13.369349,0.0,full,EU
EV_REC_6198,VF8VNF_0005,4,54,2026-01-05T13:30:00,0.0,0,29.81,280.0,-0.14,35.05,IDLE,4,398,False,54,52.498421,13.374607,0.0,full,EU
EV_REC_6199,VF8VNF_0005,4,55,2026-01-05T13:45:00,0.0,0,31.81,280.0,1.14,34.59,IDLE,4,398,False,55,52.498630,13.373732,0.0,full,EU
EV_REC_6200,VF8VNF_0005,4,56,2026-01-05T14:00:00,0.0,0,30.17,280.0,-1.53,32.73,IDLE,4,398,False,56,52.505375,13.365118,0.0,full,EU
EV_REC_6201,VF8VNF_0005,4,57,2026-01-05T14:15:00,0.0,0,27.76,280.0,1.0,34.91,IDLE,4,398,False,57,52.500997,13.379271,0.0,full,EU
EV_REC_6202,VF8VNF_0005,4,58,2026-01-05T14:30:00,0.0,0,47.59,280.0,-44.72,32.28,CHARGING,4,398,False,58,52.501343,13.377820,0.0,full,EU
EV_REC_6203,VF8VNF_0005,4,59,2026-01-05T14:45:00,0.0,0,70.12,280.0,-25.12,36.71,CHARGING,4,398,False,59,52.500427,13.376136,0.0,full,EU
EV_REC_6204,VF8VNF_0005,4,60,2026-01-05T15:00:00,43.22,3206,56.64,280.0,0.0,44.77,DRIVING_PASSENGER,4,398,False,60,52.511292,13.381558,0.702,full,EU
EV_REC_6205,VF8VNF_0005,4,61,2026-01-05T15:15:00,31.1,2325,56.6,280.0,32.46,28.7,DRIVING_PASSENGER,4,398,False,61,52.498575,13.325703,0.205,full,EU
EV_REC_6206,VF8VNF_0005,4,62,2026-01-05T15:30:00,69.3,5158,56.04,280.0,3.04,38.3,DRIVING_PASSENGER,4,398,False,62,52.506727,13.384040,-0.22,full,EU
EV_REC_6207,VF8VNF_0005,4,63,2026-01-05T15:45:00,0.0,0,27.72,280.0,3.83,27.33,IDLE,4,398,False,63,52.500519,13.371749,0.0,full,EU
EV_REC_6208,VF8VNF_0005,4,64,2026-01-05T16:00:00,40.66,2895,52.37,280.0,0.0,34.5,DRIVING_PASSENGER,4,398,False,64,52.491234,13.367283,0.617,full,EU
EV_REC_6209,VF8VNF_0005,4,65,2026-01-05T16:15:00,33.7,2317,54.15,280.0,25.26,26.36,DEADHEAD,4,398,False,65,52.537825,13.396036,-0.01,full,EU
EV_REC_6210,VF8VNF_0005,4,66,2026-01-05T16:30:00,0.0,0,51.32,280.0,0.45,30.53,IDLE,4,398,False,66,52.508750,13.371529,0.0,full,EU
EV_REC_6211,VF8VNF_0005,4,67,2026-01-05T16:45:00,30.15,2534,50.23,280.0,13.07,37.43,DEADHEAD,4,398,False,67,52.506317,13.374241,-0.249,full,EU
EV_REC_6212,VF8VNF_0005,4,68,2026-01-05T17:00:00,38.31,2710,49.44,280.0,44.65,30.61,DRIVING_PASSENGER,4,398,False,68,52.513022,13.377294,-0.441,full,EU
EV_REC_6213,VF8VNF_0005,4,69,2026-01-05T17:15:00,57.45,3908,48.29,280.0,44.82,25.66,DRIVING_PASSENGER,4,398,False,69,52.488873,13.375022,0.16,full,EU
EV_REC_6214,VF8VNF_0005,4,70,2026-01-05T17:30:00,42.47,3037,48.35,280.0,4.98,29.71,DRIVING_PASSENGER,4,398,False,70,52.528248,13.313690,-0.417,full,EU
EV_REC_6215,VF8VNF_0005,4,71,2026-01-05T17:45:00,35.22,2664,46.4,280.0,27.54,35.15,DRIVING_PASSENGER,4,398,False,71,52.512737,13.392304,0.331,full,EU
EV_REC_6216,VF8VNF_0005,4,72,2026-01-05T18:00:00,0.0,0,29.29,280.0,-0.03,31.45,IDLE,4,398,False,72,52.500097,13.381435,0.0,full,EU
EV_REC_6217,VF8VNF_0005,4,73,2026-01-05T18:15:00,0.0,0,31.86,280.0,-34.96,36.69,CHARGING,4,398,False,73,52.502525,13.367763,0.0,full,EU
EV_REC_6218,VF8VNF_0005,4,74,2026-01-05T18:30:00,0.0,0,34.25,280.0,-36.28,30.8,CHARGING,4,398,False,74,52.498320,13.382647,0.0,full,EU
EV_REC_6219,VF8VNF_0005,4,75,2026-01-05T18:45:00,0.0,0,36.62,280.0,-59.39,31.22,CHARGING,4,398,False,75,52.500534,13.367222,0.0,full,EU
EV_REC_6220,VF8VNF_0005,4,76,2026-01-05T19:00:00,0.0,0,38.3,280.0,-54.49,37.1,CHARGING,4,398,False,76,52.502503,13.379241,0.0,full,EU
EV_REC_6221,VF8VNF_0005,4,77,2026-01-05T19:15:00,0.0,0,40.18,280.0,-46.6,36.85,CHARGING,4,398,False,77,52.497724,13.380894,0.0,full,EU
EV_REC_6222,VF8VNF_0005,4,78,2026-01-05T19:30:00,0.0,0,42.57,280.0,-62.29,37.36,CHARGING,4,398,False,78,52.505969,13.373157,0.0,full,EU
EV_REC_6223,VF8VNF_0005,4,79,2026-01-05T19:45:00,0.0,0,44.36,280.0,-52.21,29.23,CHARGING,4,398,False,79,52.501335,13.377386,0.0,full,EU
EV_REC_6224,VF8VNF_0005,4,80,2026-01-05T20:00:00,0.0,0,45.27,280.0,-38.73,30.27,CHARGING,4,398,False,80,52.501735,13.372800,0.0,full,EU
EV_REC_6225,VF8VNF_0005,4,81,2026-01-05T20:15:00,0.0,0,48.24,280.0,-30.48,28.04,CHARGING,4,398,False,81,52.501133,13.373797,0.0,full,EU
EV_REC_6226,VF8VNF_0005,4,82,2026-01-05T20:30:00,0.0,0,51.23,280.0,-36.09,33.73,CHARGING,4,398,False,82,52.495112,13.381721,0.0,full,EU
EV_REC_6227,VF8VNF_0005,4,83,2026-01-05T20:45:00,0.0,0,55.39,280.0,-29.05,30.86,CHARGING,4,398,False,83,52.498285,13.366292,0.0,full,EU
EV_REC_6228,VF8VNF_0005,4,84,2026-01-05T21:00:00,0.0,0,56.51,280.0,-47.74,39.14,CHARGING,4,398,False,84,52.493902,13.377783,0.0,full,EU
EV_REC_6229,VF8VNF_0005,4,85,2026-01-05T21:15:00,0.0,0,57.79,280.0,-30.96,35.25,CHARGING,4,398,False,85,52.497379,13.369525,0.0,full,EU
EV_REC_6230,VF8VNF_0005,4,86,2026-01-05T21:30:00,0.0,0,60.3,280.0,-33.32,24.88,CHARGING,4,398,False,86,52.505820,13.371754,0.0,full,EU
EV_REC_6231,VF8VNF_0005,4,87,2026-01-05T21:45:00,0.0,0,62.28,280.0,-45.49,34.64,CHARGING,4,398,False,87,52.501839,13.371037,0.0,full,EU
EV_REC_6232,VF8VNF_0005,4,88,2026-01-05T22:00:00,0.0,0,65.73,280.0,-34.34,30.72,CHARGING,4,398,False,88,52.496979,13.377226,0.0,full,EU
EV_REC_6233,VF8VNF_0005,4,89,2026-01-05T22:15:00,0.0,0,66.99,280.0,-36.58,32.77,CHARGING,4,398,False,89,52.501399,13.371886,0.0,full,EU
EV_REC_6234,VF8VNF_0005,4,90,2026-01-05T22:30:00,0.0,0,67.35,280.0,-32.71,34.69,CHARGING,4,398,False,90,52.496477,13.377672,0.0,full,EU
EV_REC_6235,VF8VNF_0005,4,91,2026-01-05T22:45:00,0.0,0,70.4,280.0,-33.2,34.81,CHARGING,4,398,False,91,52.502864,13.371732,0.0,full,EU
EV_REC_6236,VF8VNF_0005,4,92,2026-01-05T23:00:00,0.0,0,71.7,280.0,-49.38,28.08,CHARGING,4,398,False,92,52.503335,13.371558,0.0,full,EU
EV_REC_6237,VF8VNF_0005,4,93,2026-01-05T23:15:00,0.0,0,75.68,280.0,-36.05,25.31,CHARGING,4,398,False,93,52.509371,13.377376,0.0,full,EU
EV_REC_6238,VF8VNF_0005,4,94,2026-01-05T23:30:00,0.0,0,78.27,280.0,-36.77,35.78,CHARGING,4,398,False,94,52.505805,13.379775,0.0,full,EU
EV_REC_6239,VF8VNF_0005,4,95,2026-01-05T23:45:00,0.0,0,77.82,280.0,-22.46,35.76,CHARGING,4,398,False,95,52.495439,13.365847,0.0,full,EU
EV_REC_6240,VF8VNF_0005,5,0,2026-01-06T00:00:00,0.0,0,65.18,280.0,-52.7,34.86,CHARGING,5,398,False,0,52.497228,13.373264,0.0,full,EU
EV_REC_6241,VF8VNF_0005,5,1,2026-01-06T00:15:00,0.0,0,66.45,280.0,-55.37,32.33,CHARGING,5,398,False,1,52.501243,13.372593,0.0,full,EU
EV_REC_6242,VF8VNF_0005,5,2,2026-01-06T00:30:00,0.0,0,69.15,280.0,-31.44,22.87,CHARGING,5,398,False,2,52.496840,13.364964,0.0,full,EU
EV_REC_6243,VF8VNF_0005,5,3,2026-01-06T00:45:00,0.0,0,70.45,280.0,-36.79,29.51,CHARGING,5,398,False,3,52.499243,13.372542,0.0,full,EU
EV_REC_6244,VF8VNF_0005,5,4,2026-01-06T01:00:00,0.0,0,70.91,280.0,-44.69,34.76,CHARGING,5,398,False,4,52.501377,13.375054,0.0,full,EU
EV_REC_6245,VF8VNF_0005,5,5,2026-01-06T01:15:00,0.0,0,73.54,280.0,-49.79,43.26,CHARGING,5,398,False,5,52.494387,13.372085,0.0,full,EU
EV_REC_6246,VF8VNF_0005,5,6,2026-01-06T01:30:00,0.0,0,74.47,280.0,-37.53,34.43,CHARGING,5,398,False,6,52.493427,13.375974,0.0,full,EU
EV_REC_6247,VF8VNF_0005,5,7,2026-01-06T01:45:00,0.0,0,76.99,280.0,-43.75,32.19,CHARGING,5,398,False,7,52.505902,13.371225,0.0,full,EU
EV_REC_6248,VF8VNF_0005,5,8,2026-01-06T02:00:00,0.0,0,79.71,280.0,-52.48,36.48,CHARGING,5,398,False,8,52.497297,13.374559,0.0,full,EU
EV_REC_6249,VF8VNF_0005,5,9,2026-01-06T02:15:00,0.0,0,79.94,280.0,-65.46,28.55,CHARGING,5,398,False,9,52.494674,13.376662,0.0,full,EU
EV_REC_6250,VF8VNF_0005,5,10,2026-01-06T02:30:00,0.0,0,82.25,280.0,-41.97,29.23,CHARGING,5,398,False,10,52.494917,13.370789,0.0,full,EU
EV_REC_6251,VF8VNF_0005,5,11,2026-01-06T02:45:00,0.0,0,84.13,280.0,-45.42,37.63,CHARGING,5,398,False,11,52.496336,13.381250,0.0,full,EU
EV_REC_6252,VF8VNF_0005,5,12,2026-01-06T03:00:00,0.0,0,86.02,280.0,-43.45,30.36,CHARGING,5,398,False,12,52.498755,13.370534,0.0,full,EU
EV_REC_6253,VF8VNF_0005,5,13,2026-01-06T03:15:00,0.0,0,87.9,280.0,-29.77,33.0,CHARGING,5,398,False,13,52.498801,13.364829,0.0,full,EU
EV_REC_6254,VF8VNF_0005,5,14,2026-01-06T03:30:00,0.0,0,89.28,280.0,-19.82,26.23,CHARGING,5,398,False,14,52.498337,13.372678,0.0,full,EU
EV_REC_6255,VF8VNF_0005,5,15,2026-01-06T03:45:00,0.0,0,91.12,280.0,-20.26,25.51,CHARGING,5,398,False,15,52.498117,13.369027,0.0,full,EU
EV_REC_6256,VF8VNF_0005,5,16,2026-01-06T04:00:00,0.0,0,90.76,280.0,-46.13,41.55,CHARGING,5,398,False,16,52.498949,13.376026,0.0,full,EU
EV_REC_6257,VF8VNF_0005,5,17,2026-01-06T04:15:00,0.0,0,93.83,280.0,-39.59,30.21,CHARGING,5,398,False,17,52.501158,13.373832,0.0,full,EU
EV_REC_6258,VF8VNF_0005,5,18,2026-01-06T04:30:00,0.0,0,94.28,280.0,1.83,35.9,IDLE,5,398,False,18,52.495182,13.375313,0.0,full,EU
EV_REC_6259,VF8VNF_0005,5,19,2026-01-06T04:45:00,0.0,0,94.02,280.0,4.48,26.17,IDLE,5,398,False,19,52.504635,13.377935,0.0,full,EU
EV_REC_6260,VF8VNF_0005,5,20,2026-01-06T05:00:00,0.0,0,94.02,280.0,-0.71,31.06,IDLE,5,398,False,20,52.496710,13.375339,0.0,full,EU
EV_REC_6261,VF8VNF_0005,5,21,2026-01-06T05:15:00,0.0,0,95.24,280.0,-0.64,32.28,IDLE,5,398,False,21,52.503294,13.375074,0.0,full,EU
EV_REC_6262,VF8VNF_0005,5,22,2026-01-06T05:30:00,0.0,0,94.24,280.0,1.5,34.04,IDLE,5,398,False,22,52.495659,13.374006,0.0,full,EU
EV_REC_6263,VF8VNF_0005,5,23,2026-01-06T05:45:00,0.0,0,95.17,280.0,1.33,37.65,IDLE,5,398,False,23,52.495017,13.375063,0.0,full,EU
EV_REC_6264,VF8VNF_0005,5,24,2026-01-06T06:00:00,0.0,0,93.78,280.0,2.32,28.92,IDLE,5,398,False,24,52.501859,13.374941,0.0,full,EU
EV_REC_6265,VF8VNF_0005,5,25,2026-01-06T06:15:00,0.0,0,91.39,280.0,-2.16,35.87,IDLE,5,398,False,25,52.497662,13.377702,0.0,full,EU
EV_REC_6266,VF8VNF_0005,5,26,2026-01-06T06:30:00,0.0,0,38.39,280.0,1.56,34.91,IDLE,5,398,False,26,52.498291,13.374818,0.0,full,EU
EV_REC_6267,VF8VNF_0005,5,27,2026-01-06T06:45:00,27.43,1798,91.84,280.0,4.72,23.12,DEADHEAD,5,398,False,27,52.504250,13.346870,-0.067,full,EU
EV_REC_6268,VF8VNF_0005,5,28,2026-01-06T07:00:00,0.0,0,38.17,280.0,-0.67,27.53,IDLE,5,398,False,28,52.502321,13.369799,0.0,full,EU
EV_REC_6269,VF8VNF_0005,5,29,2026-01-06T07:15:00,92.19,6776,90.03,280.0,0.0,31.54,DRIVING_PASSENGER,5,398,False,29,52.501342,13.404627,-0.049,full,EU
EV_REC_6270,VF8VNF_0005,5,30,2026-01-06T07:30:00,23.51,1650,88.44,280.0,48.73,39.99,DRIVING_PASSENGER,5,398,False,30,52.485458,13.406065,0.156,full,EU
EV_REC_6271,VF8VNF_0005,5,31,2026-01-06T07:45:00,0.0,0,40.62,280.0,1.41,29.66,IDLE,5,398,False,31,52.499259,13.372997,0.0,full,EU
EV_REC_6272,VF8VNF_0005,5,32,2026-01-06T08:00:00,69.97,4886,86.06,280.0,0.0,35.66,DRIVING_PASSENGER,5,398,False,32,52.504645,13.398665,0.232,full,EU
EV_REC_6273,VF8VNF_0005,5,33,2026-01-06T08:15:00,65.02,4529,87.4,280.0,9.2,41.59,DRIVING_PASSENGER,5,398,False,33,52.501310,13.395557,0.029,full,EU
EV_REC_6274,VF8VNF_0005,5,34,2026-01-06T08:30:00,0.0,0,36.84,280.0,-0.73,27.78,IDLE,5,398,False,34,52.502055,13.374004,0.0,full,EU
EV_REC_6275,VF8VNF_0005,5,35,2026-01-06T08:45:00,0.0,0,36.23,280.0,0.45,29.66,IDLE,5,398,False,35,52.497242,13.371888,0.0,full,EU
EV_REC_6276,VF8VNF_0005,5,36,2026-01-06T09:00:00,0.0,0,38.33,280.0,0.93,27.96,IDLE,5,398,False,36,52.506476,13.372511,0.0,full,EU
EV_REC_6277,VF8VNF_0005,5,37,2026-01-06T09:15:00,0.0,0,38.68,280.0,1.67,27.17,IDLE,5,398,False,37,52.502131,13.381999,0.0,full,EU
EV_REC_6278,VF8VNF_0005,5,38,2026-01-06T09:30:00,0.0,0,37.3,280.0,-0.26,29.23,IDLE,5,398,False,38,52.498005,13.381077,0.0,full,EU
EV_REC_6279,VF8VNF_0005,5,39,2026-01-06T09:45:00,0.0,0,37.75,280.0,-1.58,42.91,IDLE,5,398,False,39,52.503075,13.380449,0.0,full,EU
EV_REC_6280,VF8VNF_0005,5,40,2026-01-06T10:00:00,0.0,0,37.15,280.0,0.47,39.98,IDLE,5,398,False,40,52.495951,13.376972,0.0,full,EU
EV_REC_6281,VF8VNF_0005,5,41,2026-01-06T10:15:00,0.0,0,37.79,280.0,3.8,35.3,IDLE,5,398,False,41,52.498213,13.373273,0.0,full,EU
EV_REC_6282,VF8VNF_0005,5,42,2026-01-06T10:30:00,0.0,0,37.16,280.0,0.1,36.4,IDLE,5,398,False,42,52.501341,13.384637,0.0,full,EU
EV_REC_6283,VF8VNF_0005,5,43,2026-01-06T10:45:00,0.0,0,37.55,280.0,-2.34,26.89,IDLE,5,398,False,43,52.502395,13.377180,0.0,full,EU
EV_REC_6284,VF8VNF_0005,5,44,2026-01-06T11:00:00,0.0,0,38.17,280.0,-2.04,32.99,IDLE,5,398,False,44,52.496168,13.381309,0.0,full,EU
EV_REC_6285,VF8VNF_0005,5,45,2026-01-06T11:15:00,0.0,0,36.92,280.0,1.42,24.51,IDLE,5,398,False,45,52.502300,13.363979,0.0,full,EU
EV_REC_6286,VF8VNF_0005,5,46,2026-01-06T11:30:00,0.0,0,38.44,280.0,-1.44,28.01,IDLE,5,398,False,46,52.503621,13.376952,0.0,full,EU
