trip_id,vehicle_vin,driver_id,pickup_datetime,dropoff_datetime,assigned_day_index,trip_distance_km,fare_amount,currency_unverified,tip_amount,total_fare,pickup_latitude,pickup_longitude,vehicle_type,event_sequence_index
XANH_TRIP_0711,VF8VNF_0005,DRV_XANH_0005,2026-01-02T06:26:00,2026-01-02T06:41:00,1,16.737,352603.0,True,34108.0,386711.0,21.074581,105.768539,VF_5_TAXI,1
XANH_TRIP_0712,VF8VNF_0005,DRV_XANH_0005,2026-01-02T07:01:00,2026-01-02T07:16:00,1,22.531,271297.0,True,29522.0,300819.0,20.990682,105.812655,VF_5_TAXI,2
XANH_TRIP_0713,VF8VNF_0005,DRV_XANH_0005,2026-01-02T07:21:00,2026-01-02T07:43:00,1,23.335,505770.0,True,50101.0,555871.0,20.984962,105.781342,VF_5_TAXI,3
XANH_TRIP_0714,VF8VNF_0005,DRV_XANH_0005,2026-01-02T07:51:00,2026-01-02T08:16:00,1,1.127,463525.0,True,18987.0,482512.0,21.092198,105.779592,VF_5_TAXI,4
XANH_TRIP_0715,VF8VNF_0005,DRV_XANH_0005,2026-01-02T08:27:00,2026-01-02T08:43:00,1,12.07,433014.0,True,38045.0,471059.0,20.954834,105.89391,VF_5_TAXI,5
XANH_TRIP_0716,VF8VNF_0005,DRV_XANH_0005,2026-01-02T08:53:00,2026-01-02T09:15:00,1,12.07,219385.0,True,49873.0,269258.0,21.087822,105.843929,VF_5_TAXI,6
XANH_TRIP_0717,VF8VNF_0005,DRV_XANH_0005,2026-01-02T09:20:00,2026-01-02T09:38:00,1,4.667,386522.0,True,68495.0,455017.0,21.052245,105.89178,VF_5_TAXI,7
XANH_TRIP_0718,VF8VNF_0005,DRV_XANH_0005,2026-01-02T09:54:00,2026-01-02T10:14:00,1,27.359,200777.0,True,49226.0,250003.0,21.008914,105.832817,VF_5_TAXI,8
XANH_TRIP_0719,VF8VNF_0005,DRV_XANH_0005,2026-01-02T10:33:00,2026-01-02T10:54:00,1,18.99,546898.0,True,122843.0,669741.0,21.051711,105.789796,VF_5_TAXI,9
XANH_TRIP_0720,VF8VNF_0005,DRV_XANH_0005,2026-01-02T10:59:00,2026-01-02T11:20:00,1,18.347,446034.0,True,101865.0,547899.0,21.037448,105.783899,VF_5_TAXI,10
XANH_TRIP_0721,VF8VNF_0005,DRV_XANH_0005,2026-01-02T11:45:00,2026-01-02T12:08:00,1,16.576,389763.0,True,26437.0,416200.0,21.09836,105.823397,VF_5_TAXI,11
XANH_TRIP_0722,VF8VNF_0005,DRV_XANH_0005,2026-01-02T12:13:00,2026-01-02T12:35:00,1,12.392,50907.0,True,26222.0,77129.0,21.020869,105.892428,VF_5_TAXI,12
XANH_TRIP_0723,VF8VNF_0005,DRV_XANH_0005,2026-01-03T06:00:00,2026-01-03T06:24:00,2,14.484,69235.0,True,15388.0,84623.0,20.961834,105.753628,VF_5_TAXI,0
XANH_TRIP_0724,VF8VNF_0005,DRV_XANH_0005,2026-01-03T06:49:00,2026-01-03T07:09:00,2,32.026,440781.0,True,61452.0,502233.0,21.057442,105.843036,VF_5_TAXI,1
XANH_TRIP_0725,VF8VNF_0005,DRV_XANH_0005,2026-01-03T07:14:00,2026-01-03T07:32:00,2,11.909,232014.0,True,15522.0,247536.0,21.012094,105.794285,VF_5_TAXI,2
XANH_TRIP_0726,VF8VNF_0005,DRV_XANH_0005,2026-01-03T07:37:00,2026-01-03T07:55:00,2,29.934,438882.0,True,20753.0,459635.0,21.089543,105.763585,VF_5_TAXI,3
XANH_TRIP_0727,VF8VNF_0005,DRV_XANH_0005,2026-01-03T08:00:00,2026-01-03T08:20:00,2,31.382,257774.0,True,24057.0,281831.0,20.970089,105.837927,VF_5_TAXI,4
XANH_TRIP_0728,VF8VNF_0005,DRV_XANH_0005,2026-01-03T08:40:00,2026-01-03T08:58:00,2,13.036,59792.0,True,62374.0,122166.0,21.003982,105.873984,VF_5_TAXI,5
XANH_TRIP_0729,VF8VNF_0005,DRV_XANH_0005,2026-01-03T09:06:00,2026-01-03T09:31:00,2,19.956,365455.0,True,124262.0,489717.0,20.951976,105.831639,VF_5_TAXI,6
XANH_TRIP_0730,VF8VNF_0005,DRV_XANH_0005,2026-01-03T09:36:00,2026-01-03T09:54:00,2,30.417,366517.0,True,18278.0,384795.0,21.005922,105.829264,VF_5_TAXI,7
XANH_TRIP_0731,VF8VNF_0005,DRV_XANH_0005,2026-01-03T09:59:00,2026-01-03T10:16:00,2,31.865,456428.0,True,22544.0,478972.0,20.988602,105.896493,VF_5_TAXI,8
XANH_TRIP_0732,VF8VNF_0005,DRV_XANH_0005,2026-01-03T15:32:00,2026-01-03T15:54:00,2,6.759,183063.0,True,5000.0,188063.0,21.004373,105.858822,VF_5_TAXI,9
XANH_TRIP_0733,VF8VNF_0005,DRV_XANH_0005,2026-01-03T15:59:00,2026-01-03T16:19:00,2,23.496,482189.0,True,35496.0,517685.0,21.033001,105.84222,VF_5_TAXI,10
XANH_TRIP_0734,VF8VNF_0005,DRV_XANH_0005,2026-01-03T16:31:00,2026-01-03T16:54:00,2,10.3,456316.0,True,36765.0,493081.0,20.988535,105.79805,VF_5_TAXI,11
XANH_TRIP_0735,VF8VNF_0005,DRV_XANH_0005,2026-01-03T17:08:00,2026-01-03T17:29:00,2,23.014,230840.0,True,91409.0,322249.0,21.076287,105.801964,VF_5_TAXI,12
XANH_TRIP_0736,VF8VNF_0005,DRV_XANH_0005,2026-01-03T17:34:00,2026-01-03T17:55:00,2,18.347,58339.0,True,72707.0,131046.0,20.991527,105.758041,VF_5_TAXI,13
XANH_TRIP_0737,VF8VNF_0005,DRV_XANH_0005,2026-01-04T06:16:00,2026-01-04T06:37:00,3,14.484,528290.0,True,20212.0,548502.0,20.951662,105.76175,VF_5_TAXI,0
XANH_TRIP_0738,VF8VNF_0005,DRV_XANH_0005,2026-01-04T06:42:00,2026-01-04T07:04:00,3,8.53,469057.0,True,35092.0,504149.0,21.048764,105.825502,VF_5_TAXI,1
XANH_TRIP_0739,VF8VNF_0005,DRV_XANH_0005,2026-01-04T07:09:00,2026-01-04T07:25:00,3,22.853,440670.0,True,30095.0,470765.0,21.071353,105.756519,VF_5_TAXI,2
XANH_TRIP_0740,VF8VNF_0005,DRV_XANH_0005,2026-01-04T07:30:00,2026-01-04T07:50:00,3,4.667,243860.0,True,43339.0,287199.0,21.022028,105.806521,VF_5_TAXI,3
XANH_TRIP_0741,VF8VNF_0005,DRV_XANH_0005,2026-01-04T08:08:00,2026-01-04T08:24:00,3,14.323,59959.0,True,41420.0,101379.0,21.03357,105.763993,VF_5_TAXI,4
XANH_TRIP_0742,VF8VNF_0005,DRV_XANH_0005,2026-01-04T12:29:00,2026-01-04T12:51:00,3,20.921,136403.0,True,86934.0,223337.0,21.016183,105.812511,VF_5_TAXI,5
XANH_TRIP_0743,VF8VNF_0005,DRV_XANH_0005,2026-01-04T13:07:00,2026-01-04T13:22:00,3,16.093,325110.0,True,12625.0,337735.0,21.046164,105.752559,VF_5_TAXI,6
XANH_TRIP_0744,VF8VNF_0005,DRV_XANH_0005,2026-01-04T13:27:00,2026-01-04T13:43:00,3,24.623,395519.0,True,12786.0,408305.0,21.03805,105.817701,VF_5_TAXI,7
XANH_TRIP_0745,VF8VNF_0005,DRV_XANH_0005,2026-01-04T14:01:00,2026-01-04T14:22:00,3,15.611,191333.0,True,43309.0,234642.0,21.002242,105.851439,VF_5_TAXI,8
XANH_TRIP_0746,VF8VNF_0005,DRV_XANH_0005,2026-01-04T14:44:00,2026-01-04T15:00:00,3,30.256,495209.0,True,44372.0,539581.0,20.954095,105.869215,VF_5_TAXI,9
XANH_TRIP_0747,VF8VNF_0005,DRV_XANH_0005,2026-01-04T15:21:00,2026-01-04T15:40:00,3,12.714,316169.0,True,32086.0,348255.0,21.04204,105.827657,VF_5_TAXI,10
XANH_TRIP_0748,VF8VNF_0005,DRV_XANH_0005,2026-01-04T15:56:00,2026-01-04T16:20:00,3,3.541,188874.0,True,32096.0,220970.0,21.041439,105.757877,VF_5_TAXI,11
XANH_TRIP_0749,VF8VNF_0005,DRV_XANH_0005,2026-01-05T06:00:00,2026-01-05T06:22:00,4,7.081,251236.0,True,30832.0,282068.0,20.956328,105.865076,VF_5_TAXI,0
XANH_TRIP_0750,VF8VNF_0005,DRV_XANH_0005,2026-01-05T06:41:00,2026-01-05T07:05:00,4,31.221,142606.0,True,13695.0,156301.0,21.069904,105.779179,VF_5_TAXI,1
XANH_TRIP_0751,VF8VNF_0005,DRV_XANH_0005,2026-01-05T07:22:00,2026-01-05T07:43:00,4,24.623,209606.0,True,81584.0,291190.0,21.088228,105.839871,VF_5_TAXI,2
XANH_TRIP_0752,VF8VNF_0005,DRV_XANH_0005,2026-01-05T08:11:00,2026-01-05T08:34:00,4,20.761,305049.0,True,187307.0,492356.0,21.090432,105.83171,VF_5_TAXI,3
XANH_TRIP_0753,VF8VNF_0005,DRV_XANH_0005,2026-01-05T08:39:00,2026-01-05T09:01:00,4,11.587,265542.0,True,7631.0,273173.0,21.094758,105.787179,VF_5_TAXI,4
XANH_TRIP_0754,VF8VNF_0005,DRV_XANH_0005,2026-01-05T09:10:00,2026-01-05T09:33:00,4,18.186,518175.0,True,25018.0,543193.0,20.953953,105.863264,VF_5_TAXI,5
XANH_TRIP_0755,VF8VNF_0005,DRV_XANH_0005,2026-01-05T09:38:00,2026-01-05T09:57:00,4,28.807,491409.0,True,31275.0,522684.0,21.063066,105.750401,VF_5_TAXI,6
XANH_TRIP_0756,VF8VNF_0005,DRV_XANH_0005,2026-01-05T10:02:00,2026-01-05T10:19:00,4,2.736,418988.0,True,114514.0,533502.0,21.008232,105.795575,VF_5_TAXI,7
XANH_TRIP_0757,VF8VNF_0005,DRV_XANH_0005,2026-01-05T13:08:00,2026-01-05T13:33:00,4,23.979,509290.0,True,24641.0,533931.0,20.991386,105.877308,VF_5_TAXI,8
XANH_TRIP_0758,VF8VNF_0005,DRV_XANH_0005,2026-01-05T13:38:00,2026-01-05T13:59:00,4,16.576,187757.0,True,54150.0,241907.0,21.076606,105.821416,VF_5_TAXI,9
XANH_TRIP_0759,VF8VNF_0005,DRV_XANH_0005,2026-01-05T15:12:00,2026-01-05T15:28:00,4,9.656,444414.0,True,13922.0,458336.0,20.956371,105.760809,VF_5_TAXI,10
XANH_TRIP_0760,VF8VNF_0005,DRV_XANH_0005,2026-01-05T15:33:00,2026-01-05T15:56:00,4,0.966,139812.0,True,40471.0,180283.0,21.084486,105.800141,VF_5_TAXI,11
XANH_TRIP_0761,VF8VNF_0005,DRV_XANH_0005,2026-01-05T16:17:00,2026-01-05T16:40:00,4,21.082,46492.0,True,42303.0,88795.0,21.083807,105.863305,VF_5_TAXI,12
XANH_TRIP_0762,VF8VNF_0005,DRV_XANH_0005,2026-01-05T17:12:00,2026-01-05T17:27:00,4,6.116,193959.0,True,47460.0,241419.0,21.091093,105.753845,VF_5_TAXI,13
XANH_TRIP_0763,VF8VNF_0005,DRV_XANH_0005,2026-01-05T17:32:00,2026-01-05T17:49:00,4,5.311,273924.0,True,13180.0,287104.0,20.98434,105.827977,VF_5_TAXI,14
XANH_TRIP_0764,VF8VNF_0005,DRV_XANH_0005,2026-01-05T17:54:00,2026-01-05T18:00:00,4,16.737,483194.0,True,22111.0,505305.0,21.028387,105.858304,VF_5_TAXI,15
XANH_TRIP_0765,VF8VNF_0005,DRV_XANH_0005,2026-01-06T06:00:00,2026-01-06T06:23:00,5,18.507,317957.0,True,117007.0,434964.0,21.045173,105.772163,VF_5_TAXI,0
XANH_TRIP_0766,VF8VNF_0005,DRV_XANH_0005,2026-01-06T06:32:00,2026-01-06T06:54:00,5,6.598,277109.0,True,19980.0,297089.0,21.007477,105.846837,VF_5_TAXI,1
XANH_TRIP_0767,VF8VNF_0005,DRV_XANH_0005,2026-01-06T07:02:00,2026-01-06T07:22:00,5,14.645,429158.0,True,20059.0,449217.0,20.974777,105.765054,VF_5_TAXI,2
XANH_TRIP_0768,VF8VNF_0005,DRV_XANH_0005,2026-01-06T07:37:00,2026-01-06T07:56:00,5,16.576,290073.0,True,34680.0,324753.0,21.026717,105.821088,VF_5_TAXI,3
XANH_TRIP_0769,VF8VNF_0005,DRV_XANH_0005,2026-01-06T08:01:00,2026-01-06T08:26:00,5,24.623,132491.0,True,16148.0,148639.0,21.056314,105.863672,VF_5_TAXI,4
XANH_TRIP_0770,VF8VNF_0005,DRV_XANH_0005,2026-01-06T08:35:00,2026-01-06T08:58:00,5,20.761,366238.0,True,15004.0,381242.0,21.018936,105.813716,VF_5_TAXI,5
XANH_TRIP_0771,VF8VNF_0005,DRV_XANH_0005,2026-01-06T09:10:00,2026-01-06T09:33:00,5,8.851,263809.0,True,67971.0,331780.0,21.033262,105.87001,VF_5_TAXI,6
XANH_TRIP_0772,VF8VNF_0005,DRV_XANH_0005,2026-01-06T10:37:00,2026-01-06T10:56:00,5,12.714,398369.0,True,91912.0,490281.0,21.000622,105.855741,VF_5_TAXI,7
XANH_TRIP_0773,VF8VNF_0005,DRV_XANH_0005,2026-01-06T11:47:00,2026-01-06T12:03:00,5,24.301,362047.0,True,200000.0,562047.0,21.025404,105.819297,VF_5_TAXI,8
XANH_TRIP_0774,VF8VNF_0005,DRV_XANH_0005,2026-01-06T12:18:00,2026-01-06T12:40:00,5,16.254,232181.0,True,82087.0,314268.0,21.014091,105.89829,VF_5_TAXI,9
XANH_TRIP_0775,VF8VNF_0005,DRV_XANH_0005,2026-01-07T06:00:00,2026-01-07T06:17:00,6,24.14,510520.0,True,71030.0,581550.0,21.059343,105.781932,VF_5_TAXI,0
XANH_TRIP_0776,VF8VNF_0005,DRV_XANH_0005,2026-01-07T06:22:00,2026-01-07T06:40:00,6,27.037,105501.0,True,51422.0,156923.0,20.995626,105.875276,VF_5_TAXI,1
XANH_TRIP_0777,VF8VNF_0005,DRV_XANH_0005,2026-01-07T07:53:00,2026-01-07T08:15:00,6,8.047,366964.0,True,68657.0,435621.0,20.967311,105.807763,VF_5_TAXI,2
XANH_TRIP_0778,VF8VNF_0005,DRV_XANH_0005,2026-01-07T08:34:00,2026-01-07T08:53:00,6,24.623,95387.0,True,37158.0,132545.0,21.011514,105.899706,VF_5_TAXI,3
XANH_TRIP_0779,VF8VNF_0005,DRV_XANH_0005,2026-01-07T12:18:00,2026-01-07T12:40:00,6,15.933,235981.0,True,55204.0,291185.0,21.076789,105.848738,VF_5_TAXI,4
XANH_TRIP_0780,VF8VNF_0005,DRV_XANH_0005,2026-01-07T12:45:00,2026-01-07T13:03:00,6,30.738,195301.0,True,99263.0,294564.0,21.021743,105.864415,VF_5_TAXI,5
XANH_TRIP_0781,VF8VNF_0005,DRV_XANH_0005,2026-01-07T13:08:00,2026-01-07T13:25:00,6,0.805,94884.0,True,56702.0,151586.0,21.041093,105.874398,VF_5_TAXI,6
XANH_TRIP_0782,VF8VNF_0005,DRV_XANH_0005,2026-01-07T13:35:00,2026-01-07T14:00:00,6,6.759,90246.0,True,31573.0,121819.0,21.079626,105.897395,VF_5_TAXI,7
XANH_TRIP_0783,VF8VNF_0005,DRV_XANH_0005,2026-01-07T14:53:00,2026-01-07T15:15:00,6,14.806,232908.0,True,17720.0,250628.0,20.971851,105.763491,VF_5_TAXI,8
XANH_TRIP_0784,VF8VNF_0005,DRV_XANH_0005,2026-01-07T15:20:00,2026-01-07T15:36:00,6,15.289,394178.0,True,192788.0,586966.0,20.992417,105.869548,VF_5_TAXI,9
XANH_TRIP_0785,VF8VNF_0005,DRV_XANH_0005,2026-01-07T15:41:00,2026-01-07T15:58:00,6,6.116,50068.0,True,17902.0,67970.0,21.049319,105.818258,VF_5_TAXI,10
XANH_TRIP_0786,VF8VNF_0005,DRV_XANH_0005,2026-01-07T16:19:00,2026-01-07T16:38:00,6,23.979,399095.0,True,23587.0,422682.0,21.074908,105.804792,VF_5_TAXI,11
XANH_TRIP_0787,VF8VNF_0005,DRV_XANH_0005,2026-01-07T16:43:00,2026-01-07T17:01:00,6,9.334,387137.0,True,39795.0,426932.0,21.022751,105.815499,VF_5_TAXI,12
XANH_TRIP_0788,VF8VNF_0005,DRV_XANH_0005,2026-01-07T17:31:00,2026-01-07T17:55:00,6,15.128,544830.0,True,17847.0,562677.0,21.073003,105.766777,VF_5_TAXI,13
XANH_TRIP_0789,VF8VNF_0005,DRV_XANH_0005,2026-01-08T06:00:00,2026-01-08T06:19:00,7,17.864,380208.0,True,74014.0,454222.0,21.095118,105.893248,VF_5_TAXI,0
XANH_TRIP_0790,VF8VNF_0005,DRV_XANH_0005,2026-01-08T06:27:00,2026-01-08T06:45:00,7,20.278,126456.0,True,37357.0,163813.0,20.974964,105.875519,VF_5_TAXI,1
XANH_TRIP_0791,VF8VNF_0005,DRV_XANH_0005,2026-01-08T06:50:00,2026-01-08T07:12:00,7,1.127,441340.0,True,9693.0,451033.0,21.032511,105.882452,VF_5_TAXI,2
XANH_TRIP_0792,VF8VNF_0005,DRV_XANH_0005,2026-01-08T08:07:00,2026-01-08T08:26:00,7,8.69,548574.0,True,5000.0,553574.0,21.057216,105.800478,VF_5_TAXI,3
XANH_TRIP_0793,VF8VNF_0005,DRV_XANH_0005,2026-01-08T08:31:00,2026-01-08T08:55:00,7,9.012,529854.0,True,15930.0,545784.0,20.99098,105.806544,VF_5_TAXI,4
XANH_TRIP_0794,VF8VNF_0005,DRV_XANH_0005,2026-01-08T11:58:00,2026-01-08T12:19:00,7,19.795,299964.0,True,18120.0,318084.0,20.98286,105.793702,VF_5_TAXI,5
XANH_TRIP_0795,VF8VNF_0005,DRV_XANH_0005,2026-01-08T12:37:00,2026-01-08T13:00:00,7,10.461,520131.0,True,49002.0,569133.0,21.021924,105.835268,VF_5_TAXI,6
XANH_TRIP_0796,VF8VNF_0005,DRV_XANH_0005,2026-01-08T13:05:00,2026-01-08T13:29:00,7,28.324,538404.0,True,25257.0,563661.0,20.999897,105.834339,VF_5_TAXI,7
XANH_TRIP_0797,VF8VNF_0005,DRV_XANH_0005,2026-01-08T14:54:00,2026-01-08T15:09:00,7,15.611,105837.0,True,200000.0,305837.0,21.078951,105.752582,VF_5_TAXI,8
XANH_TRIP_0798,VF8VNF_0005,DRV_XANH_0005,2026-01-08T15:14:00,2026-01-08T15:29:00,7,23.175,113772.0,True,36232.0,150004.0,21.096162,105.877779,VF_5_TAXI,9
XANH_TRIP_0799,VF8VNF_0005,DRV_XANH_0005,2026-01-08T16:20:00,2026-01-08T16:39:00,7,24.462,50907.0,True,7232.0,58139.0,21.014218,105.893567,VF_5_TAXI,10
XANH_TRIP_0800,VF8VNF_0005,DRV_XANH_0005,2026-01-08T16:44:00,2026-01-08T17:08:00,7,3.38,316840.0,True,43649.0,360489.0,21.081819,105.881453,VF_5_TAXI,11
XANH_TRIP_0801,VF8VNF_0005,DRV_XANH_0005,2026-01-08T17:13:00,2026-01-08T17:34:00,7,31.865,456763.0,True,200000.0,656763.0,21.081318,105.854235,VF_5_TAXI,12
XANH_TRIP_0802,VF8VNF_0005,DRV_XANH_0005,2026-01-09T06:10:00,2026-01-09T06:33:00,8,15.933,461289.0,True,38877.0,500166.0,20.961273,105.786183,VF_5_TAXI,0
XANH_TRIP_0803,VF8VNF_0005,DRV_XANH_0005,2026-01-09T07:06:00,2026-01-09T07:22:00,8,11.104,284541.0,True,36234.0,320775.0,21.060533,105.839705,VF_5_TAXI,1
XANH_TRIP_0804,VF8VNF_0005,DRV_XANH_0005,2026-01-09T07:38:00,2026-01-09T07:57:00,8,3.862,217988.0,True,56979.0,274967.0,21.079777,105.879108,VF_5_TAXI,2
XANH_TRIP_0805,VF8VNF_0005,DRV_XANH_0005,2026-01-09T08:02:00,2026-01-09T08:20:00,8,6.276,540527.0,True,35190.0,575717.0,21.014877,105.837733,VF_5_TAXI,3
XANH_TRIP_0806,VF8VNF_0005,DRV_XANH_0005,2026-01-09T08:30:00,2026-01-09T08:46:00,8,28.003,213070.0,True,40339.0,253409.0,21.032841,105.752944,VF_5_TAXI,4
XANH_TRIP_0807,VF8VNF_0005,DRV_XANH_0005,2026-01-09T09:00:00,2026-01-09T09:23:00,8,16.898,402895.0,True,13395.0,416290.0,21.08796,105.795851,VF_5_TAXI,5
XANH_TRIP_0808,VF8VNF_0005,DRV_XANH_0005,2026-01-09T09:40:00,2026-01-09T09:55:00,8,4.667,402615.0,True,41774.0,444389.0,21.013172,105.870185,VF_5_TAXI,6
XANH_TRIP_0809,VF8VNF_0005,DRV_XANH_0005,2026-01-09T10:00:00,2026-01-09T10:23:00,8,17.703,320863.0,True,19138.0,340001.0,21.085926,105.835897,VF_5_TAXI,7
XANH_TRIP_0810,VF8VNF_0005,DRV_XANH_0005,2026-01-09T10:28:00,2026-01-09T10:44:00,8,3.701,225141.0,True,21970.0,247111.0,21.060029,105.822767,VF_5_TAXI,8
XANH_TRIP_0811,VF8VNF_0005,DRV_XANH_0005,2026-01-09T11:31:00,2026-01-09T11:56:00,8,15.289,484312.0,True,41921.0,526233.0,21.018517,105.794429,VF_5_TAXI,9
XANH_TRIP_0812,VF8VNF_0005,DRV_XANH_0005,2026-01-10T06:00:00,2026-01-10T06:21:00,9,27.037,150094.0,True,39347.0,189441.0,21.058069,105.85271,VF_5_TAXI,0
XANH_TRIP_0813,VF8VNF_0005,DRV_XANH_0005,2026-01-10T06:46:00,2026-01-10T07:05:00,9,27.52,346232.0,True,106347.0,452579.0,21.099844,105.787911,VF_5_TAXI,1
XANH_TRIP_0814,VF8VNF_0005,DRV_XANH_0005,2026-01-10T07:10:00,2026-01-10T07:26:00,9,9.817,175575.0,True,25192.0,200767.0,21.057411,105.878314,VF_5_TAXI,2
XANH_TRIP_0815,VF8VNF_0005,DRV_XANH_0005,2026-01-10T07:31:00,2026-01-10T07:46:00,9,32.026,383337.0,True,37029.0,420366.0,21.014235,105.805222,VF_5_TAXI,3
XANH_TRIP_0816,VF8VNF_0005,DRV_XANH_0005,2026-01-10T07:51:00,2026-01-10T08:10:00,9,26.554,220279.0,True,28155.0,248434.0,21.057366,105.828852,VF_5_TAXI,4
XANH_TRIP_0817,VF8VNF_0005,DRV_XANH_0005,2026-01-10T08:28:00,2026-01-10T08:44:00,9,22.531,46380.0,True,21198.0,67578.0,21.018806,105.778789,VF_5_TAXI,5
XANH_TRIP_0818,VF8VNF_0005,DRV_XANH_0005,2026-01-10T08:49:00,2026-01-10T09:06:00,9,7.242,484200.0,True,43472.0,527672.0,21.064425,105.887938,VF_5_TAXI,6
XANH_TRIP_0819,VF8VNF_0005,DRV_XANH_0005,2026-01-10T09:11:00,2026-01-10T09:29:00,9,1.609,166299.0,True,22379.0,188678.0,21.091317,105.801393,VF_5_TAXI,7
XANH_TRIP_0820,VF8VNF_0005,DRV_XANH_0005,2026-01-10T15:00:00,2026-01-10T15:17:00,9,27.52,148920.0,True,155001.0,303921.0,21.01894,105.759607,VF_5_TAXI,8
XANH_TRIP_0821,VF8VNF_0005,DRV_XANH_0005,2026-01-10T15:48:00,2026-01-10T16:04:00,9,16.254,261910.0,True,11817.0,273727.0,20.959432,105.819375,VF_5_TAXI,9
XANH_TRIP_0822,VF8VNF_0005,DRV_XANH_0005,2026-01-10T16:09:00,2026-01-10T16:26:00,9,26.876,202006.0,True,56064.0,258070.0,20.953579,105.756799,VF_5_TAXI,10
XANH_TRIP_0823,VF8VNF_0005,DRV_XANH_0005,2026-01-10T16:57:00,2026-01-10T17:14:00,9,6.276,259730.0,True,7675.0,267405.0,21.064735,105.8022,VF_5_TAXI,11
XANH_TRIP_0824,VF8VNF_0005,DRV_XANH_0005,2026-01-10T17:29:00,2026-01-10T17:52:00,9,32.187,120757.0,True,42979.0,163736.0,21.091651,105.779879,VF_5_TAXI,12
XANH_TRIP_0825,VF8VNF_0005,DRV_XANH_0005,2026-01-11T06:53:00,2026-01-11T07:15:00,10,15.933,395072.0,True,57945.0,453017.0,21.062262,105.810685,VF_5_TAXI,0
XANH_TRIP_0826,VF8VNF_0005,DRV_XANH_0005,2026-01-11T07:32:00,2026-01-11T07:53:00,10,27.037,207985.0,True,6918.0,214903.0,21.016005,105.778104,VF_5_TAXI,1
XANH_TRIP_0827,VF8VNF_0005,DRV_XANH_0005,2026-01-11T07:58:00,2026-01-11T08:22:00,10,13.679,147467.0,True,50490.0,197957.0,21.013737,105.893914,VF_5_TAXI,2
XANH_TRIP_0828,VF8VNF_0005,DRV_XANH_0005,2026-01-11T08:30:00,2026-01-11T08:50:00,10,11.748,236428.0,True,22801.0,259229.0,20.989503,105.870304,VF_5_TAXI,3
XANH_TRIP_0829,VF8VNF_0005,DRV_XANH_0005,2026-01-11T09:10:00,2026-01-11T09:30:00,10,1.609,474756.0,True,6810.0,481566.0,21.086609,105.846432,VF_5_TAXI,4
XANH_TRIP_0830,VF8VNF_0005,DRV_XANH_0005,2026-01-11T09:35:00,2026-01-11T09:50:00,10,1.609,368473.0,True,101562.0,470035.0,21.043789,105.808506,VF_5_TAXI,5
XANH_TRIP_0831,VF8VNF_0005,DRV_XANH_0005,2026-01-11T10:04:00,2026-01-11T10:23:00,10,17.864,56159.0,True,35925.0,92084.0,21.081973,105.808892,VF_5_TAXI,6
XANH_TRIP_0832,VF8VNF_0005,DRV_XANH_0005,2026-01-11T10:28:00,2026-01-11T10:47:00,10,15.45,288788.0,True,157720.0,446508.0,21.033947,105.836339,VF_5_TAXI,7
XANH_TRIP_0833,VF8VNF_0005,DRV_XANH_0005,2026-01-11T10:52:00,2026-01-11T11:13:00,10,23.496,282641.0,True,44019.0,326660.0,21.08197,105.798928,VF_5_TAXI,8
XANH_TRIP_0834,VF8VNF_0005,DRV_XANH_0005,2026-01-11T11:26:00,2026-01-11T11:49:00,10,26.232,109804.0,True,25601.0,135405.0,21.087704,105.768399,VF_5_TAXI,9
XANH_TRIP_0835,VF8VNF_0005,DRV_XANH_0005,2026-01-11T12:08:00,2026-01-11T12:31:00,10,25.267,491800.0,True,86577.0,578377.0,21.014298,105.814858,VF_5_TAXI,10
XANH_TRIP_0836,VF8VNF_0005,DRV_XANH_0005,2026-01-11T12:47:00,2026-01-11T13:04:00,10,24.945,135565.0,True,24306.0,159871.0,20.972685,105.846587,VF_5_TAXI,11
XANH_TRIP_0837,VF8VNF_0005,DRV_XANH_0005,2026-01-11T13:12:00,2026-01-11T13:36:00,10,26.071,334386.0,True,23788.0,358174.0,21.074936,105.887325,VF_5_TAXI,12
XANH_TRIP_0838,VF8VNF_0005,DRV_XANH_0005,2026-01-11T13:41:00,2026-01-11T13:58:00,10,5.472,284541.0,True,59315.0,343856.0,20.995853,105.767942,VF_5_TAXI,13
XANH_TRIP_0839,VF8VNF_0005,DRV_XANH_0005,2026-01-12T06:00:00,2026-01-12T06:21:00,11,26.715,209271.0,True,15775.0,225046.0,20.974582,105.882716,VF_5_TAXI,0
XANH_TRIP_0840,VF8VNF_0005,DRV_XANH_0005,2026-01-12T06:26:00,2026-01-12T06:41:00,11,19.956,490012.0,True,8325.0,498337.0,21.084005,105.862537,VF_5_TAXI,1
XANH_TRIP_0841,VF8VNF_0005,DRV_XANH_0005,2026-01-12T07:09:00,2026-01-12T07:34:00,11,4.667,77003.0,True,13484.0,90487.0,21.024618,105.886899,VF_5_TAXI,2
XANH_TRIP_0842,VF8VNF_0005,DRV_XANH_0005,2026-01-12T07:39:00,2026-01-12T08:04:00,11,28.807,40066.0,True,112398.0,152464.0,21.013039,105.756689,VF_5_TAXI,3
XANH_TRIP_0843,VF8VNF_0005,DRV_XANH_0005,2026-01-12T08:48:00,2026-01-12T09:10:00,11,12.875,156185.0,True,49642.0,205827.0,21.02474,105.831463,VF_5_TAXI,4
