cicd_event_id,timestamp,source_system,change_request_id,pr_id,event_type,actor_user_id,environment,result,commit_sha
CICD_000167,2026-01-12T13:01:42,GITHUB_ACTIONS_DEMO,RFC_00042,PR-3740,APPROVAL,USR_0002,CI,APPROVED,dc0d24ee9a7e
CICD_000168,2026-01-12T15:01:42,GITHUB_ACTIONS_DEMO,RFC_00042,PR-3740,DEPLOY_PROD,USR_0024,PROD,SUCCESS,400982ad0a70
CICD_000169,2026-01-12T09:24:51,GITHUB_ACTIONS_DEMO,RFC_00043,PR-7960,PR_OPENED,USR_0053,CI,SUCCESS,d5cdd4e84269
CICD_000170,2026-01-12T11:24:51,GITHUB_ACTIONS_DEMO,RFC_00043,PR-7960,TEST,USR_0041,CI,SUCCESS,752a7b537a82
CICD_000171,2026-01-12T13:24:51,GITHUB_ACTIONS_DEMO,RFC_00043,PR-7960,APPROVAL,USR_0004,CI,APPROVED,1a24e36a3e57
CICD_000172,2026-01-12T15:24:51,GITHUB_ACTIONS_DEMO,,PR-7960,DEPLOY_PROD,USR_0001,PROD,SUCCESS,d787d10b55a0
CICD_000173,2026-01-12T13:43:29,GITHUB_ACTIONS_DEMO,RFC_00044,PR-5125,PR_OPENED,USR_0014,CI,SUCCESS,88d0f1e6f5b4
CICD_000174,2026-01-12T15:43:29,GITHUB_ACTIONS_DEMO,RFC_00044,PR-5125,TEST,USR_0013,CI,SUCCESS,3ad64626785d
CICD_000175,2026-01-12T17:43:29,GITHUB_ACTIONS_DEMO,RFC_00044,PR-5125,APPROVAL,USR_0032,CI,APPROVED,27e8e9ae33f2
CICD_000176,2026-01-12T19:43:29,GITHUB_ACTIONS_DEMO,RFC_00044,PR-5125,DEPLOY_PROD,USR_0038,PROD,SUCCESS,7e415f1f2829
CICD_000177,2026-01-10T03:14:55,GITHUB_ACTIONS_DEMO,RFC_00045,PR-7509,PR_OPENED,USR_0010,CI,SUCCESS,315e74995ad9
CICD_000178,2026-01-10T05:14:55,GITHUB_ACTIONS_DEMO,RFC_00045,PR-7509,TEST,USR_0056,CI,SUCCESS,876e02cf62ed
CICD_000179,2026-01-10T07:14:55,GITHUB_ACTIONS_DEMO,RFC_00045,PR-7509,APPROVAL,USR_0013,CI,APPROVED,385b8754a6d4
CICD_000180,2026-01-10T09:14:55,GITHUB_ACTIONS_DEMO,RFC_00045,PR-7509,DEPLOY_PROD,USR_0024,PROD,SUCCESS,9a2d3e0d8e50
CICD_000181,2026-01-13T22:12:19,GITHUB_ACTIONS_DEMO,RFC_00046,PR-2670,PR_OPENED,USR_0012,CI,SUCCESS,1eb9a528774a
CICD_000182,2026-01-14T00:12:19,GITHUB_ACTIONS_DEMO,RFC_00046,PR-2670,TEST,USR_0012,CI,SUCCESS,106728aca0aa
CICD_000183,2026-01-14T02:12:19,GITHUB_ACTIONS_DEMO,RFC_00046,PR-2670,APPROVAL,USR_0033,CI,APPROVED,0c789668f423
CICD_000184,2026-01-14T04:12:19,GITHUB_ACTIONS_DEMO,RFC_00046,PR-2670,DEPLOY_PROD,USR_0003,PROD,SUCCESS,f242a5f4c0c0
CICD_000185,2026-01-05T00:48:08,GITHUB_ACTIONS_DEMO,RFC_00047,PR-3074,PR_OPENED,USR_0046,CI,SUCCESS,1466fdf8949e
CICD_000186,2026-01-05T02:48:08,GITHUB_ACTIONS_DEMO,RFC_00047,PR-3074,TEST,USR_0042,CI,FAILED,96eb0ab8ee33
CICD_000187,2026-01-05T04:48:08,GITHUB_ACTIONS_DEMO,RFC_00047,PR-3074,APPROVAL,USR_0011,CI,APPROVED,1ff71efae456
CICD_000188,2026-01-05T06:48:08,GITHUB_ACTIONS_DEMO,RFC_00047,PR-3074,DEPLOY_PROD,USR_0011,PROD,SUCCESS,6ca67e099c0a
CICD_000189,2026-01-12T23:57:19,GITHUB_ACTIONS_DEMO,RFC_00048,PR-5704,PR_OPENED,USR_0017,CI,SUCCESS,8be7fb4fb7d4
CICD_000190,2026-01-13T01:57:19,GITHUB_ACTIONS_DEMO,RFC_00048,PR-5704,TEST,USR_0043,CI,FAILED,fde8e182be99
CICD_000191,2026-01-13T03:57:19,GITHUB_ACTIONS_DEMO,RFC_00048,PR-5704,APPROVAL,USR_0031,CI,APPROVED,0468e8a07c23
CICD_000192,2026-01-13T05:57:19,GITHUB_ACTIONS_DEMO,RFC_00048,PR-5704,DEPLOY_PROD,USR_0036,PROD,SUCCESS,e3a7e4d60d1e
CICD_000193,2026-01-04T20:01:29,GITHUB_ACTIONS_DEMO,RFC_00049,PR-6097,PR_OPENED,USR_0023,CI,SUCCESS,e72c5ed6f90e
CICD_000194,2026-01-04T22:01:29,GITHUB_ACTIONS_DEMO,RFC_00049,PR-6097,TEST,USR_0033,CI,SUCCESS,1a28f50d7550
CICD_000195,2026-01-05T00:01:29,GITHUB_ACTIONS_DEMO,RFC_00049,PR-6097,APPROVAL,USR_0054,CI,APPROVED,85eeedc23d13
CICD_000196,2026-01-05T02:01:29,GITHUB_ACTIONS_DEMO,RFC_00049,PR-6097,DEPLOY_PROD,USR_0043,PROD,SUCCESS,dc9b5e82481c
CICD_000197,2026-01-04T16:57:23,GITHUB_ACTIONS_DEMO,RFC_00050,PR-3979,PR_OPENED,USR_0017,CI,SUCCESS,e894840880c3
CICD_000198,2026-01-04T18:57:23,GITHUB_ACTIONS_DEMO,RFC_00050,PR-3979,TEST,USR_0002,CI,SUCCESS,1a72cd4df3f7
CICD_000199,2026-01-04T20:57:23,GITHUB_ACTIONS_DEMO,RFC_00050,PR-3979,APPROVAL,USR_0050,CI,APPROVED,540edada4897
CICD_000200,2026-01-04T22:57:23,GITHUB_ACTIONS_DEMO,RFC_00050,PR-3979,DEPLOY_PROD,USR_0002,PROD,SUCCESS,daa4f244ab92
CICD_000201,2026-01-14T06:43:07,GITHUB_ACTIONS_DEMO,RFC_00051,PR-2887,PR_OPENED,USR_0004,CI,SUCCESS,86dfd75f12a6
CICD_000202,2026-01-14T08:43:07,GITHUB_ACTIONS_DEMO,RFC_00051,PR-2887,TEST,USR_0041,CI,SUCCESS,d7b3130c7ffe
CICD_000203,2026-01-14T10:43:07,GITHUB_ACTIONS_DEMO,RFC_00051,PR-2887,APPROVAL,USR_0045,CI,APPROVED,b425139cbf1c
CICD_000204,2026-01-14T12:43:07,GITHUB_ACTIONS_DEMO,RFC_00051,PR-2887,DEPLOY_PROD,USR_0045,PROD,SUCCESS,0cc5cba23d19
CICD_000205,2026-01-14T14:32:04,GITHUB_ACTIONS_DEMO,RFC_00052,PR-3034,PR_OPENED,USR_0002,CI,SUCCESS,b275d085ef62
CICD_000206,2026-01-14T16:32:04,GITHUB_ACTIONS_DEMO,RFC_00052,PR-3034,TEST,USR_0042,CI,SUCCESS,60ef40ebb588
CICD_000207,2026-01-14T18:32:04,GITHUB_ACTIONS_DEMO,RFC_00052,PR-3034,APPROVAL,USR_0046,CI,APPROVED,3bf4351dc4ae
CICD_000208,2026-01-14T20:32:04,GITHUB_ACTIONS_DEMO,RFC_00052,PR-3034,DEPLOY_PROD,USR_0028,PROD,SUCCESS,5c1671acf0cc
CICD_000209,2026-01-03T11:04:48,GITHUB_ACTIONS_DEMO,RFC_00053,PR-7713,PR_OPENED,USR_0001,CI,SUCCESS,b6bdb0c15765
CICD_000210,2026-01-03T13:04:48,GITHUB_ACTIONS_DEMO,RFC_00053,PR-7713,TEST,USR_0047,CI,SUCCESS,f8973faa22ed
CICD_000211,2026-01-03T15:04:48,GITHUB_ACTIONS_DEMO,RFC_00053,PR-7713,APPROVAL,USR_0048,CI,APPROVED,1d5a7c73f678
CICD_000212,2026-01-03T17:04:48,GITHUB_ACTIONS_DEMO,RFC_00053,PR-7713,DEPLOY_PROD,USR_0003,PROD,SUCCESS,8b81b15a688e
CICD_000213,2026-01-01T20:51:27,GITHUB_ACTIONS_DEMO,RFC_00054,PR-9451,PR_OPENED,USR_0038,CI,SUCCESS,f265ad1100c1
CICD_000214,2026-01-01T22:51:27,GITHUB_ACTIONS_DEMO,RFC_00054,PR-9451,TEST,USR_0015,CI,SUCCESS,45178f01e967
CICD_000215,2026-01-02T00:51:27,GITHUB_ACTIONS_DEMO,RFC_00054,PR-9451,APPROVAL,USR_0001,CI,APPROVED,525294293588
CICD_000216,2026-01-02T02:51:27,GITHUB_ACTIONS_DEMO,RFC_00054,PR-9451,DEPLOY_PROD,USR_0043,PROD,SUCCESS,f6475a9210e5
CICD_000217,2026-01-11T14:32:46,GITHUB_ACTIONS_DEMO,RFC_00055,PR-3569,PR_OPENED,USR_0059,CI,SUCCESS,29e3bb3d0ad3
CICD_000218,2026-01-11T16:32:46,GITHUB_ACTIONS_DEMO,RFC_00055,PR-3569,TEST,USR_0056,CI,SUCCESS,8e110ce7b41e
CICD_000219,2026-01-11T18:32:46,GITHUB_ACTIONS_DEMO,RFC_00055,PR-3569,APPROVAL,USR_0016,CI,APPROVED,bddafe9acab0
CICD_000220,2026-01-11T20:32:46,GITHUB_ACTIONS_DEMO,RFC_00055,PR-3569,DEPLOY_PROD,USR_0016,PROD,SUCCESS,1d4fc466dca1
CICD_000221,2026-01-14T15:55:10,GITHUB_ACTIONS_DEMO,RFC_00056,PR-7931,PR_OPENED,USR_0014,CI,SUCCESS,8bce0b178bd5
CICD_000222,2026-01-14T17:55:10,GITHUB_ACTIONS_DEMO,RFC_00056,PR-7931,TEST,USR_0057,CI,SUCCESS,581d5616313c
CICD_000223,2026-01-14T19:55:10,GITHUB_ACTIONS_DEMO,RFC_00056,PR-7931,APPROVAL,USR_0047,CI,APPROVED,1eee324897e3
CICD_000224,2026-01-14T21:55:10,GITHUB_ACTIONS_DEMO,RFC_00056,PR-7931,DEPLOY_PROD,USR_0047,PROD,SUCCESS,1a47c2718db4
CICD_000225,2026-01-11T05:22:25,GITHUB_ACTIONS_DEMO,RFC_00057,PR-8921,PR_OPENED,USR_0056,CI,SUCCESS,6f4e9c77f5de
CICD_000226,2026-01-11T07:22:25,GITHUB_ACTIONS_DEMO,RFC_00057,PR-8921,TEST,USR_0037,CI,SUCCESS,3e4209f79614
CICD_000227,2026-01-11T09:22:25,GITHUB_ACTIONS_DEMO,RFC_00057,PR-8921,APPROVAL,USR_0055,CI,APPROVED,24444d5d6fdc
CICD_000228,2026-01-11T11:22:25,GITHUB_ACTIONS_DEMO,RFC_00057,PR-8921,DEPLOY_PROD,USR_0020,PROD,SUCCESS,cdca56eed259
CICD_000229,2026-01-12T20:42:56,GITHUB_ACTIONS_DEMO,RFC_00058,PR-1594,PR_OPENED,USR_0054,CI,SUCCESS,64ef25ebceee
CICD_000230,2026-01-12T22:42:56,GITHUB_ACTIONS_DEMO,RFC_00058,PR-1594,TEST,USR_0053,CI,SUCCESS,544e00467643
CICD_000231,2026-01-13T00:42:56,GITHUB_ACTIONS_DEMO,RFC_00058,PR-1594,APPROVAL,USR_0047,CI,APPROVED,2e9b8b417ada
CICD_000232,2026-01-13T02:42:56,GITHUB_ACTIONS_DEMO,RFC_00058,PR-1594,DEPLOY_PROD,USR_0014,PROD,SUCCESS,95bc3c8575cd
CICD_000233,2026-01-12T00:11:33,GITHUB_ACTIONS_DEMO,RFC_00059,PR-8362,PR_OPENED,USR_0040,CI,SUCCESS,48ba43a167e6
CICD_000234,2026-01-12T02:11:33,GITHUB_ACTIONS_DEMO,RFC_00059,PR-8362,TEST,USR_0060,CI,SUCCESS,82a86f2c1afc
CICD_000235,2026-01-12T04:11:33,GITHUB_ACTIONS_DEMO,RFC_00059,PR-8362,APPROVAL,USR_0041,CI,APPROVED,f41093a9b8ff
CICD_000236,2026-01-12T06:11:33,GITHUB_ACTIONS_DEMO,RFC_00059,PR-8362,DEPLOY_PROD,USR_0002,PROD,SUCCESS,834684c2817b
CICD_000237,2026-01-15T11:44:46,GITHUB_ACTIONS_DEMO,RFC_00060,PR-9526,PR_OPENED,USR_0033,CI,SUCCESS,177f186da031
CICD_000238,2026-01-15T13:44:46,GITHUB_ACTIONS_DEMO,RFC_00060,PR-9526,TEST,USR_0025,CI,FAILED,16f5e57b45da
CICD_000239,2026-01-15T15:44:46,GITHUB_ACTIONS_DEMO,RFC_00060,PR-9526,APPROVAL,USR_0012,CI,APPROVED,543768098109
CICD_000240,2026-01-15T17:44:46,GITHUB_ACTIONS_DEMO,RFC_00060,PR-9526,DEPLOY_PROD,USR_0025,PROD,SUCCESS,773339acb493
