event_id,timestamp,source_system,actor_user_id,session_id,operation,object_type,object_name,trip_id,vehicle_vin,rows_affected,success,client_app,ip_class
DBE_000162,2026-01-02T13:29:00,POSTGRES_DEMO,USR_0055,SES-49268,SELECT,TABLE,drivers,,,2549,true,Metabase,VPN
DBE_000163,2026-01-04T11:58:35,POSTGRES_DEMO,USR_0059,SES-89243,EXPORT,TABLE,drivers,XANH_TRIP_6214,VF8VNF_0036,1666,true,psql,UNKNOWN
DBE_000164,2026-01-13T22:57:19,POSTGRES_DEMO,USR_0019,SES-87713,EXPORT,TABLE,trips,XANH_TRIP_6627,VF8VNF_0035,3832,true,Airflow,VPN
DBE_000165,2026-01-06T11:26:04,POSTGRES_DEMO,USR_0005,SES-81754,REVOKE,TABLE,user_privileges,,,5,true,DBeaver,CORP_NET
DBE_000166,2026-01-01T13:47:29,POSTGRES_DEMO,USR_0043,SES-36494,GRANT,TABLE,user_privileges,,,15,true,Metabase,UNKNOWN
DBE_000167,2026-01-14T11:22:24,POSTGRES_DEMO,USR_0046,SES-74314,REVOKE,TABLE,trips,,,14,true,Metabase,UNKNOWN
DBE_000168,2026-01-08T10:47:20,POSTGRES_DEMO,USR_0052,SES-48439,EXPORT,TABLE,user_privileges,,,3499,true,DataTrustOS,VPN
DBE_000169,2026-01-11T12:36:01,POSTGRES_DEMO,USR_0025,SES-56866,SELECT,TABLE,user_privileges,,,3146,true,DataTrustOS,CORP_NET
DBE_000170,2026-01-05T04:06:55,POSTGRES_DEMO,USR_0010,SES-29499,SELECT,TABLE,user_privileges,XANH_TRIP_9493,,3046,true,psql,CORP_NET
DBE_000171,2026-01-10T10:14:44,POSTGRES_DEMO,USR_0039,SES-52939,UPDATE,TABLE,user_privileges,,,33,true,Metabase,VPN
DBE_000172,2026-01-12T18:40:12,POSTGRES_DEMO,USR_0046,SES-45844,SELECT,TABLE,trips,XANH_TRIP_3573,VF8VNF_0041,3198,true,psql,UNKNOWN
DBE_000173,2026-01-14T09:12:17,POSTGRES_DEMO,USR_0014,SES-62421,SELECT,TABLE,trips,,,4678,true,Airflow,VPN
DBE_000174,2026-01-06T22:19:11,POSTGRES_DEMO,USR_0010,SES-26519,REVOKE,TABLE,trips,,,11,true,DBeaver,VPN
DBE_000175,2026-01-04T22:57:45,POSTGRES_DEMO,USR_0035,SES-52898,EXPORT,TABLE,user_privileges,XANH_TRIP_2680,,1851,true,Airflow,CORP_NET
DBE_000176,2026-01-02T04:25:04,POSTGRES_DEMO,USR_0046,SES-44898,UPDATE,TABLE,customers,XANH_TRIP_8546,,1,true,psql,CORP_NET
DBE_000177,2026-01-15T04:14:48,POSTGRES_DEMO,USR_0033,SES-66645,UPDATE,TABLE,drivers,XANH_TRIP_5783,VF8VNF_0032,35,true,DBeaver,UNKNOWN
DBE_000178,2026-01-10T17:55:53,POSTGRES_DEMO,USR_0024,SES-55157,SELECT,TABLE,user_privileges,XANH_TRIP_7160,,1175,true,DBeaver,VPN
DBE_000179,2026-01-14T13:07:11,POSTGRES_DEMO,USR_0031,SES-76025,UPDATE,TABLE,trips,XANH_TRIP_6550,,17,true,Metabase,UNKNOWN
DBE_000180,2026-01-11T18:54:23,POSTGRES_DEMO,USR_0004,SES-48752,SELECT,TABLE,drivers,,,4502,true,DataTrustOS,CORP_NET
DBE_000181,2026-01-14T08:31:39,POSTGRES_DEMO,USR_0003,SES-88155,UPDATE,TABLE,trips,XANH_TRIP_2514,VF8VNF_0048,21,true,DataTrustOS,CORP_NET
DBE_000182,2026-01-11T17:55:04,POSTGRES_DEMO,USR_0052,SES-73213,SELECT,TABLE,trips,,,1896,true,psql,UNKNOWN
DBE_000183,2026-01-07T02:32:14,POSTGRES_DEMO,USR_0013,SES-30351,GRANT,TABLE,drivers,,,11,true,DBeaver,VPN
DBE_000184,2026-01-09T19:53:42,POSTGRES_DEMO,USR_0028,SES-74791,SELECT,TABLE,drivers,XANH_TRIP_8818,VF8VNF_0057,1429,true,DataTrustOS,VPN
DBE_000185,2026-01-10T08:51:40,POSTGRES_DEMO,USR_0011,SES-47537,EXPORT,TABLE,drivers,,,982,true,DBeaver,CORP_NET
DBE_000186,2026-01-10T14:47:23,POSTGRES_DEMO,USR_0011,SES-43529,SELECT,TABLE,user_privileges,,,188,true,Metabase,UNKNOWN
DBE_000187,2026-01-12T09:17:53,POSTGRES_DEMO,USR_0015,SES-36893,GRANT,TABLE,customers,,,23,true,Metabase,UNKNOWN
DBE_000188,2026-01-08T21:04:08,POSTGRES_DEMO,USR_0007,SES-88941,REVOKE,TABLE,drivers,,,15,true,psql,UNKNOWN
DBE_000189,2026-01-02T16:35:23,POSTGRES_DEMO,USR_0013,SES-36335,SELECT,TABLE,trips,XANH_TRIP_7311,VF8VNF_0034,4183,true,Airflow,UNKNOWN
DBE_000190,2026-01-13T17:41:36,POSTGRES_DEMO,USR_0059,SES-78575,GRANT,TABLE,user_privileges,,,10,true,DataTrustOS,CORP_NET
DBE_000191,2026-01-05T18:15:08,POSTGRES_DEMO,USR_0043,SES-22513,REVOKE,TABLE,trips,,,43,true,DataTrustOS,CORP_NET
DBE_000192,2026-01-13T20:57:52,POSTGRES_DEMO,USR_0037,SES-48380,EXPORT,TABLE,trips,,,502,true,DBeaver,VPN
DBE_000193,2026-01-01T11:10:26,POSTGRES_DEMO,USR_0038,SES-86847,SELECT,TABLE,user_privileges,XANH_TRIP_2089,,4300,true,DataTrustOS,CORP_NET
DBE_000194,2026-01-09T10:12:15,POSTGRES_DEMO,USR_0057,SES-72043,SELECT,TABLE,drivers,,,4252,true,DataTrustOS,VPN
DBE_000195,2026-01-07T11:28:26,POSTGRES_DEMO,USR_0052,SES-82074,SELECT,TABLE,drivers,XANH_TRIP_6882,VF8VNF_0060,1404,true,psql,CORP_NET
DBE_000196,2026-01-05T20:36:32,POSTGRES_DEMO,USR_0057,SES-38443,EXPORT,TABLE,user_privileges,,,496,true,DBeaver,UNKNOWN
DBE_000197,2026-01-08T21:34:58,POSTGRES_DEMO,USR_0029,SES-11427,SELECT,TABLE,customers,,,3705,true,psql,CORP_NET
DBE_000198,2026-01-13T14:14:13,POSTGRES_DEMO,USR_0034,SES-91845,SELECT,TABLE,user_privileges,,,4333,true,Airflow,UNKNOWN
DBE_000199,2026-01-08T01:05:13,POSTGRES_DEMO,USR_0041,SES-11740,UPDATE,TABLE,drivers,XANH_TRIP_9876,VF8VNF_0001,13,true,DBeaver,CORP_NET
DBE_000200,2026-01-11T20:37:47,POSTGRES_DEMO,USR_0036,SES-93895,GRANT,TABLE,trips,,,48,true,DBeaver,CORP_NET
DBE_000201,2026-01-15T15:34:56,POSTGRES_DEMO,USR_0008,SES-57266,REVOKE,TABLE,customers,,,32,true,Metabase,UNKNOWN
DBE_000202,2026-01-07T03:13:45,POSTGRES_DEMO,USR_0029,SES-86738,UPDATE,TABLE,trips,XANH_TRIP_1522,VF8VNF_0050,34,true,Airflow,CORP_NET
DBE_000203,2026-01-14T13:07:38,POSTGRES_DEMO,USR_0008,SES-10522,EXPORT,TABLE,trips,,,3497,true,Airflow,CORP_NET
DBE_000204,2026-01-15T02:31:01,POSTGRES_DEMO,USR_0019,SES-29369,GRANT,TABLE,user_privileges,,,24,true,DataTrustOS,UNKNOWN
DBE_000205,2026-01-03T22:34:39,POSTGRES_DEMO,USR_0049,SES-44195,SELECT,TABLE,customers,XANH_TRIP_3830,VF8VNF_0021,3603,true,Airflow,VPN
DBE_000206,2026-01-10T22:46:01,POSTGRES_DEMO,USR_0005,SES-37608,SELECT,TABLE,customers,XANH_TRIP_5718,,4850,false,psql,VPN
DBE_000207,2026-01-12T17:09:19,POSTGRES_DEMO,USR_0017,SES-18904,SELECT,TABLE,trips,,,2606,true,DataTrustOS,UNKNOWN
DBE_000208,2026-01-14T13:20:52,POSTGRES_DEMO,USR_0029,SES-48065,EXPORT,TABLE,customers,XANH_TRIP_2325,VF8VNF_0018,2767,true,Metabase,VPN
DBE_000209,2026-01-02T20:29:42,POSTGRES_DEMO,USR_0002,SES-68217,GRANT,TABLE,customers,,,40,true,DataTrustOS,CORP_NET
DBE_000210,2026-01-11T07:08:16,POSTGRES_DEMO,USR_0052,SES-87417,SELECT,TABLE,customers,XANH_TRIP_7113,,4038,true,DBeaver,CORP_NET
DBE_000211,2026-01-09T03:31:24,POSTGRES_DEMO,USR_0003,SES-49080,REVOKE,TABLE,drivers,,,45,true,psql,UNKNOWN
DBE_000212,2026-01-01T15:47:00,POSTGRES_DEMO,USR_0024,SES-71826,EXPORT,TABLE,user_privileges,XANH_TRIP_6094,,2798,false,Airflow,CORP_NET
DBE_000213,2026-01-07T03:46:08,POSTGRES_DEMO,USR_0036,SES-78170,REVOKE,TABLE,trips,,,4,true,psql,CORP_NET
DBE_000214,2026-01-04T04:14:45,POSTGRES_DEMO,USR_0015,SES-82365,REVOKE,TABLE,user_privileges,,,47,true,DBeaver,UNKNOWN
DBE_000215,2026-01-09T15:09:44,POSTGRES_DEMO,USR_0035,SES-95151,EXPORT,TABLE,trips,XANH_TRIP_1899,VF8VNF_0032,4736,true,Airflow,UNKNOWN
DBE_000216,2026-01-03T21:48:13,POSTGRES_DEMO,USR_0021,SES-56147,SELECT,TABLE,user_privileges,XANH_TRIP_8832,,3446,true,Metabase,CORP_NET
DBE_000217,2026-01-13T16:56:55,POSTGRES_DEMO,USR_0008,SES-52633,EXPORT,TABLE,user_privileges,XANH_TRIP_2955,VF8VNF_0030,4523,true,Metabase,CORP_NET
DBE_000218,2026-01-13T15:38:50,POSTGRES_DEMO,USR_0032,SES-51422,EXPORT,TABLE,user_privileges,XANH_TRIP_6265,,2077,true,psql,CORP_NET
DBE_000219,2026-01-01T13:24:03,POSTGRES_DEMO,USR_0022,SES-54779,UPDATE,TABLE,trips,XANH_TRIP_0289,VF8VNF_0058,33,true,DataTrustOS,CORP_NET
DBE_000220,2026-01-10T17:55:26,POSTGRES_DEMO,USR_0046,SES-74601,REVOKE,TABLE,customers,,,45,true,DataTrustOS,UNKNOWN
DBE_000221,2026-01-13T13:25:10,POSTGRES_DEMO,USR_0010,SES-26702,GRANT,TABLE,customers,,,35,true,Airflow,VPN
DBE_000222,2026-01-11T19:20:38,POSTGRES_DEMO,USR_0021,SES-83461,EXPORT,TABLE,user_privileges,XANH_TRIP_1421,VF8VNF_0010,411,true,Metabase,UNKNOWN
DBE_000223,2026-01-06T20:00:39,POSTGRES_DEMO,USR_0008,SES-35895,SELECT,TABLE,trips,XANH_TRIP_3663,,3125,true,Metabase,VPN
DBE_000224,2026-01-11T00:57:15,POSTGRES_DEMO,USR_0060,SES-26931,UPDATE,TABLE,drivers,XANH_TRIP_6803,VF8VNF_0016,2,true,DBeaver,VPN
DBE_000225,2026-01-04T17:06:17,POSTGRES_DEMO,USR_0031,SES-46133,SELECT,TABLE,drivers,XANH_TRIP_5990,,4405,true,psql,VPN
DBE_000226,2026-01-11T17:24:15,POSTGRES_DEMO,USR_0021,SES-71403,SELECT,TABLE,user_privileges,XANH_TRIP_0221,,4344,true,DBeaver,UNKNOWN
DBE_000227,2026-01-05T21:20:14,POSTGRES_DEMO,USR_0034,SES-74823,SELECT,TABLE,trips,,,3166,true,Airflow,UNKNOWN
DBE_000228,2026-01-09T11:40:58,POSTGRES_DEMO,USR_0022,SES-66141,GRANT,TABLE,customers,,,12,true,DBeaver,VPN
DBE_000229,2026-01-02T07:00:57,POSTGRES_DEMO,USR_0004,SES-49155,SELECT,TABLE,customers,XANH_TRIP_2512,VF8VNF_0031,801,true,DBeaver,UNKNOWN
DBE_000230,2026-01-07T11:33:01,POSTGRES_DEMO,USR_0031,SES-36095,REVOKE,TABLE,trips,,,39,true,Airflow,VPN
DBE_000231,2026-01-09T06:14:20,POSTGRES_DEMO,USR_0023,SES-46381,SELECT,TABLE,trips,XANH_TRIP_6148,VF8VNF_0007,4723,true,DataTrustOS,VPN
DBE_000232,2026-01-08T14:02:21,POSTGRES_DEMO,USR_0036,SES-70919,SELECT,TABLE,customers,,,1860,true,Metabase,UNKNOWN
DBE_000233,2026-01-01T13:33:18,POSTGRES_DEMO,USR_0039,SES-20711,REVOKE,TABLE,trips,,,42,true,DBeaver,VPN
DBE_000234,2026-01-03T13:43:07,POSTGRES_DEMO,USR_0020,SES-67332,GRANT,TABLE,drivers,,,12,true,DataTrustOS,VPN
DBE_000235,2026-01-10T14:16:16,POSTGRES_DEMO,USR_0051,SES-36461,EXPORT,TABLE,trips,XANH_TRIP_8258,,1756,true,psql,CORP_NET
DBE_000236,2026-01-12T08:43:58,POSTGRES_DEMO,USR_0049,SES-64517,SELECT,TABLE,drivers,,,519,true,Metabase,VPN
DBE_000237,2026-01-03T08:02:35,POSTGRES_DEMO,USR_0001,SES-37655,GRANT,TABLE,trips,,,5,true,DataTrustOS,VPN
DBE_000238,2026-01-04T15:39:01,POSTGRES_DEMO,USR_0017,SES-12363,SELECT,TABLE,user_privileges,XANH_TRIP_7839,,3868,true,Airflow,VPN
DBE_000239,2026-01-06T09:46:27,POSTGRES_DEMO,USR_0003,SES-50491,SELECT,TABLE,drivers,XANH_TRIP_2309,VF8VNF_0030,3137,true,DBeaver,UNKNOWN
DBE_000240,2026-01-05T16:34:20,POSTGRES_DEMO,USR_0036,SES-70134,SELECT,TABLE,user_privileges,XANH_TRIP_3772,,1486,true,Metabase,CORP_NET
DBE_000241,2026-01-04T14:18:28,POSTGRES_DEMO,USR_0016,SES-24273,GRANT,TABLE,drivers,,,31,true,DataTrustOS,CORP_NET
DBE_000242,2026-01-06T18:03:33,POSTGRES_DEMO,USR_0034,SES-14778,GRANT,TABLE,trips,,,8,true,Metabase,VPN
DBE_000243,2026-01-15T11:55:35,POSTGRES_DEMO,USR_0002,SES-87768,REVOKE,TABLE,customers,,,22,true,Airflow,VPN
DBE_000244,2026-01-07T15:06:33,POSTGRES_DEMO,USR_0015,SES-57696,EXPORT,TABLE,customers,XANH_TRIP_3304,,4840,true,psql,UNKNOWN
DBE_000245,2026-01-11T05:15:27,POSTGRES_DEMO,USR_0038,SES-45683,SELECT,TABLE,trips,XANH_TRIP_1168,,2496,true,DBeaver,CORP_NET
DBE_000246,2026-01-10T12:00:07,POSTGRES_DEMO,USR_0019,SES-90335,SELECT,TABLE,drivers,XANH_TRIP_0581,VF8VNF_0030,3667,true,DBeaver,VPN
DBE_000247,2026-01-05T15:14:18,POSTGRES_DEMO,USR_0005,SES-31577,SELECT,TABLE,customers,XANH_TRIP_10093,VF8VNF_0029,3696,true,Airflow,UNKNOWN
DBE_000248,2026-01-04T04:58:48,POSTGRES_DEMO,USR_0001,SES-50963,SELECT,TABLE,drivers,XANH_TRIP_10288,VF8VNF_0032,2862,true,psql,VPN
DBE_000249,2026-01-05T06:50:30,POSTGRES_DEMO,USR_0024,SES-62418,EXPORT,TABLE,customers,XANH_TRIP_8529,,2193,true,psql,VPN
DBE_000250,2026-01-11T18:16:38,POSTGRES_DEMO,USR_0052,SES-19449,EXPORT,TABLE,trips,XANH_TRIP_6820,,2073,true,DataTrustOS,UNKNOWN
DBE_000251,2026-01-15T01:56:24,POSTGRES_DEMO,USR_0034,SES-72686,REVOKE,TABLE,customers,,,12,true,Metabase,UNKNOWN
DBE_000252,2026-01-06T06:35:12,POSTGRES_DEMO,USR_0019,SES-52753,SELECT,TABLE,user_privileges,XANH_TRIP_6559,,1378,false,Metabase,UNKNOWN
DBE_000253,2026-01-02T19:32:20,POSTGRES_DEMO,USR_0012,SES-87599,SELECT,TABLE,user_privileges,,,640,true,DBeaver,VPN
DBE_000254,2026-01-02T02:01:27,POSTGRES_DEMO,USR_0052,SES-80398,SELECT,TABLE,trips,XANH_TRIP_5848,VF8VNF_0046,2185,true,DataTrustOS,CORP_NET
DBE_000255,2026-01-09T05:39:55,POSTGRES_DEMO,USR_0060,SES-65331,REVOKE,TABLE,customers,,,39,true,DBeaver,UNKNOWN
DBE_000256,2026-01-06T06:28:33,POSTGRES_DEMO,USR_0038,SES-31805,SELECT,TABLE,drivers,XANH_TRIP_9593,VF8VNF_0032,679,true,Metabase,CORP_NET
DBE_000257,2026-01-15T09:26:11,POSTGRES_DEMO,USR_0059,SES-41405,REVOKE,TABLE,customers,,,10,true,psql,VPN
DBE_000258,2026-01-08T12:10:46,POSTGRES_DEMO,USR_0003,SES-99084,REVOKE,TABLE,trips,,,3,true,Airflow,UNKNOWN
DBE_000259,2026-01-10T12:27:22,POSTGRES_DEMO,USR_0042,SES-81931,SELECT,TABLE,customers,XANH_TRIP_4890,,4049,true,DataTrustOS,CORP_NET
DBE_000260,2026-01-10T10:12:55,POSTGRES_DEMO,USR_0043,SES-25913,EXPORT,TABLE,customers,XANH_TRIP_8120,VF8VNF_0047,4120,true,DataTrustOS,CORP_NET
DBE_000261,2026-01-10T20:52:28,POSTGRES_DEMO,USR_0024,SES-20974,REVOKE,TABLE,user_privileges,,,49,true,Metabase,UNKNOWN
DBE_000262,2026-01-10T23:35:05,POSTGRES_DEMO,USR_0053,SES-74131,GRANT,TABLE,customers,,,10,true,Metabase,UNKNOWN
DBE_000263,2026-01-03T01:15:37,POSTGRES_DEMO,USR_0033,SES-66235,EXPORT,TABLE,user_privileges,XANH_TRIP_8669,VF8VNF_0050,1651,true,Airflow,UNKNOWN
DBE_000264,2026-01-14T12:34:22,POSTGRES_DEMO,USR_0042,SES-73727,GRANT,TABLE,user_privileges,,,11,true,psql,CORP_NET
DBE_000265,2026-01-03T11:25:18,POSTGRES_DEMO,USR_0007,SES-21481,EXPORT,TABLE,user_privileges,,,4368,true,DataTrustOS,VPN
DBE_000266,2026-01-12T13:37:05,POSTGRES_DEMO,USR_0056,SES-76695,SELECT,TABLE,customers,XANH_TRIP_7946,,4327,true,psql,VPN
DBE_000267,2026-01-09T05:50:25,POSTGRES_DEMO,USR_0057,SES-22063,SELECT,TABLE,user_privileges,XANH_TRIP_7226,VF8VNF_0052,2123,true,DBeaver,UNKNOWN
DBE_000268,2026-01-01T09:01:29,POSTGRES_DEMO,USR_0040,SES-76016,REVOKE,TABLE,user_privileges,,,2,true,DataTrustOS,CORP_NET
DBE_000269,2026-01-13T11:37:21,POSTGRES_DEMO,USR_0039,SES-87034,GRANT,TABLE,drivers,,,37,true,Metabase,VPN
DBE_000270,2026-01-01T12:17:26,POSTGRES_DEMO,USR_0052,SES-89815,SELECT,TABLE,customers,XANH_TRIP_5686,VF8VNF_0030,1217,true,DBeaver,CORP_NET
DBE_000271,2026-01-10T23:02:30,POSTGRES_DEMO,USR_0049,SES-46331,GRANT,TABLE,user_privileges,,,3,true,DataTrustOS,CORP_NET
DBE_000272,2026-01-01T16:11:18,POSTGRES_DEMO,USR_0019,SES-28182,SELECT,TABLE,trips,XANH_TRIP_8443,VF8VNF_0013,2470,true,DBeaver,CORP_NET
DBE_000273,2026-01-06T00:35:09,POSTGRES_DEMO,USR_0041,SES-82891,EXPORT,TABLE,user_privileges,XANH_TRIP_1497,VF8VNF_0002,3502,true,DBeaver,UNKNOWN
DBE_000274,2026-01-15T07:52:34,POSTGRES_DEMO,USR_0045,SES-51584,SELECT,TABLE,drivers,,,2972,true,Airflow,CORP_NET
DBE_000275,2026-01-13T17:40:25,POSTGRES_DEMO,USR_0053,SES-39949,EXPORT,TABLE,trips,XANH_TRIP_4969,VF8VNF_0048,1584,true,Metabase,CORP_NET
DBE_000276,2026-01-12T15:34:05,POSTGRES_DEMO,USR_0034,SES-97164,REVOKE,TABLE,user_privileges,,,26,true,Metabase,CORP_NET
DBE_000277,2026-01-06T06:25:04,POSTGRES_DEMO,USR_0020,SES-43520,SELECT,TABLE,customers,XANH_TRIP_3426,,4661,true,psql,VPN
DBE_000278,2026-01-13T17:49:23,POSTGRES_DEMO,USR_0032,SES-75716,UPDATE,TABLE,drivers,XANH_TRIP_3852,,31,true,psql,CORP_NET
DBE_000279,2026-01-15T10:32:04,POSTGRES_DEMO,USR_0003,SES-96701,EXPORT,TABLE,trips,XANH_TRIP_2515,VF8VNF_0040,1467,true,DataTrustOS,VPN
DBE_000280,2026-01-11T07:32:01,POSTGRES_DEMO,USR_0003,SES-68258,REVOKE,TABLE,drivers,,,26,true,psql,VPN
DBE_000281,2026-01-06T07:42:51,POSTGRES_DEMO,USR_0033,SES-24939,SELECT,TABLE,trips,XANH_TRIP_0751,VF8VNF_0013,3508,true,psql,UNKNOWN
DBE_000282,2026-01-09T02:58:51,POSTGRES_DEMO,USR_0042,SES-76470,SELECT,TABLE,trips,XANH_TRIP_9099,,4788,false,Metabase,UNKNOWN
DBE_000283,2026-01-13T21:53:03,POSTGRES_DEMO,USR_0021,SES-91489,EXPORT,TABLE,user_privileges,,,1937,true,DataTrustOS,UNKNOWN
DBE_000284,2026-01-04T17:51:11,POSTGRES_DEMO,USR_0047,SES-62445,REVOKE,TABLE,drivers,,,19,true,DataTrustOS,UNKNOWN
DBE_000285,2026-01-03T11:14:56,POSTGRES_DEMO,USR_0034,SES-58442,EXPORT,TABLE,trips,,,4831,true,Metabase,VPN
DBE_000286,2026-01-08T15:37:28,POSTGRES_DEMO,USR_0051,SES-68621,SELECT,TABLE,drivers,XANH_TRIP_6966,,936,false,DataTrustOS,CORP_NET
DBE_000287,2026-01-03T22:36:42,POSTGRES_DEMO,USR_0012,SES-72314,GRANT,TABLE,customers,,,45,true,psql,UNKNOWN
DBE_000288,2026-01-02T01:31:45,POSTGRES_DEMO,USR_0030,SES-64881,EXPORT,TABLE,user_privileges,XANH_TRIP_3944,VF8VNF_0043,661,true,Airflow,UNKNOWN
DBE_000289,2026-01-12T11:15:17,POSTGRES_DEMO,USR_0011,SES-41616,SELECT,TABLE,user_privileges,XANH_TRIP_8745,VF8VNF_0030,1870,true,Metabase,UNKNOWN
DBE_000290,2026-01-08T07:31:41,POSTGRES_DEMO,USR_0010,SES-81354,SELECT,TABLE,trips,,,2746,true,DataTrustOS,VPN
DBE_000291,2026-01-08T23:27:25,POSTGRES_DEMO,USR_0011,SES-69202,SELECT,TABLE,customers,,,2977,true,psql,CORP_NET
DBE_000292,2026-01-07T00:36:28,POSTGRES_DEMO,USR_0043,SES-87318,GRANT,TABLE,customers,,,25,true,psql,CORP_NET
DBE_000293,2026-01-04T09:18:57,POSTGRES_DEMO,USR_0021,SES-58683,UPDATE,TABLE,trips,XANH_TRIP_4170,,28,true,Metabase,UNKNOWN
DBE_000294,2026-01-09T14:48:45,POSTGRES_DEMO,USR_0017,SES-35016,SELECT,TABLE,customers,XANH_TRIP_2946,VF8VNF_0041,4839,true,Metabase,CORP_NET
DBE_000295,2026-01-11T10:01:09,POSTGRES_DEMO,USR_0005,SES-65718,SELECT,TABLE,user_privileges,XANH_TRIP_5754,VF8VNF_0058,4392,true,Metabase,VPN
DBE_000296,2026-01-02T03:28:08,POSTGRES_DEMO,USR_0006,SES-99200,SELECT,TABLE,user_privileges,XANH_TRIP_3850,VF8VNF_0006,4285,true,Metabase,VPN
DBE_000297,2026-01-03T00:09:18,POSTGRES_DEMO,USR_0056,SES-82193,SELECT,TABLE,customers,XANH_TRIP_2945,,1227,true,DBeaver,UNKNOWN
DBE_000298,2026-01-08T23:13:17,POSTGRES_DEMO,USR_0008,SES-65547,EXPORT,TABLE,user_privileges,,,3166,true,DBeaver,VPN
DBE_000299,2026-01-14T18:05:55,POSTGRES_DEMO,USR_0024,SES-93184,EXPORT,TABLE,user_privileges,XANH_TRIP_8947,VF8VNF_0015,3766,true,Airflow,UNKNOWN
DBE_000300,2026-01-09T02:45:10,POSTGRES_DEMO,USR_0025,SES-38900,SELECT,TABLE,drivers,XANH_TRIP_7294,,640,true,Airflow,VPN
DBE_000301,2026-01-06T02:55:52,POSTGRES_DEMO,USR_0051,SES-61786,UPDATE,TABLE,drivers,XANH_TRIP_5002,,10,true,psql,VPN
DBE_000302,2026-01-04T16:24:26,POSTGRES_DEMO,USR_0019,SES-67977,SELECT,TABLE,trips,XANH_TRIP_2365,VF8VNF_0010,3797,true,psql,UNKNOWN
DBE_000303,2026-01-08T07:02:25,POSTGRES_DEMO,USR_0034,SES-83557,EXPORT,TABLE,drivers,XANH_TRIP_6942,VF8VNF_0009,2896,true,Metabase,UNKNOWN
DBE_000304,2026-01-14T00:56:04,POSTGRES_DEMO,USR_0048,SES-63073,REVOKE,TABLE,trips,,,25,true,DBeaver,VPN
DBE_000305,2026-01-08T18:42:36,POSTGRES_DEMO,USR_0019,SES-98837,UPDATE,TABLE,customers,XANH_TRIP_9284,VF8VNF_0005,35,true,DBeaver,VPN
DBE_000306,2026-01-02T23:37:20,POSTGRES_DEMO,USR_0056,SES-11305,SELECT,TABLE,customers,,,4273,true,DBeaver,VPN
DBE_000307,2026-01-09T19:00:57,POSTGRES_DEMO,USR_0060,SES-58869,GRANT,TABLE,customers,,,36,true,Airflow,UNKNOWN
DBE_000308,2026-01-03T17:19:29,POSTGRES_DEMO,USR_0048,SES-25567,SELECT,TABLE,user_privileges,XANH_TRIP_7879,VF8VNF_0056,170,true,DataTrustOS,VPN
DBE_000309,2026-01-03T00:40:20,POSTGRES_DEMO,USR_0019,SES-41704,EXPORT,TABLE,customers,,,4880,true,Metabase,CORP_NET
DBE_000310,2026-01-12T16:55:44,POSTGRES_DEMO,USR_0029,SES-92531,SELECT,TABLE,trips,,,3901,true,DataTrustOS,VPN
DBE_000311,2026-01-06T21:51:55,POSTGRES_DEMO,USR_0051,SES-17397,SELECT,TABLE,drivers,,,1602,true,DataTrustOS,UNKNOWN
DBE_000312,2026-01-12T07:18:22,POSTGRES_DEMO,USR_0038,SES-47226,SELECT,TABLE,drivers,XANH_TRIP_8649,,3297,true,DataTrustOS,VPN
DBE_000313,2026-01-05T18:14:41,POSTGRES_DEMO,USR_0019,SES-59296,GRANT,TABLE,user_privileges,,,2,true,Metabase,VPN
DBE_000314,2026-01-07T02:33:07,POSTGRES_DEMO,USR_0030,SES-48152,UPDATE,TABLE,trips,XANH_TRIP_0716,,25,true,DBeaver,CORP_NET
DBE_000315,2026-01-15T05:15:27,POSTGRES_DEMO,USR_0051,SES-78969,SELECT,TABLE,drivers,,,934,true,DBeaver,CORP_NET
DBE_000316,2026-01-03T05:45:54,POSTGRES_DEMO,USR_0007,SES-56708,SELECT,TABLE,user_privileges,,,3960,true,Airflow,UNKNOWN
DBE_000317,2026-01-12T13:25:40,POSTGRES_DEMO,USR_0043,SES-62333,GRANT,TABLE,customers,,,43,true,Airflow,VPN
DBE_000318,2026-01-14T03:31:55,POSTGRES_DEMO,USR_0004,SES-86959,SELECT,TABLE,trips,XANH_TRIP_4257,VF8VNF_0042,4593,true,DBeaver,CORP_NET
DBE_000319,2026-01-12T05:17:56,POSTGRES_DEMO,USR_0008,SES-17439,SELECT,TABLE,customers,,,1924,true,psql,UNKNOWN
DBE_000320,2026-01-10T22:57:23,POSTGRES_DEMO,USR_0023,SES-78749,SELECT,TABLE,drivers,,,1880,true,Airflow,UNKNOWN
DBE_000321,2026-01-01T22:31:30,POSTGRES_DEMO,USR_0013,SES-63878,SELECT,TABLE,drivers,XANH_TRIP_3027,,1194,true,Airflow,UNKNOWN
DBE_000322,2026-01-14T00:45:06,POSTGRES_DEMO,USR_0020,SES-63127,REVOKE,TABLE,user_privileges,,,50,true,DBeaver,CORP_NET
DBE_000323,2026-01-02T22:50:53,POSTGRES_DEMO,USR_0024,SES-66786,SELECT,TABLE,drivers,XANH_TRIP_8887,VF8VNF_0026,4210,true,DBeaver,VPN
DBE_000324,2026-01-03T03:08:43,POSTGRES_DEMO,USR_0015,SES-61963,SELECT,TABLE,customers,,,3756,true,Airflow,VPN
DBE_000325,2026-01-06T10:03:34,POSTGRES_DEMO,USR_0031,SES-77016,SELECT,TABLE,user_privileges,XANH_TRIP_0749,VF8VNF_0022,1229,true,Metabase,UNKNOWN
