trip_id,vehicle_vin,driver_id,pickup_datetime,dropoff_datetime,assigned_day_index,trip_distance_km,fare_amount,currency_unverified,tip_amount,total_fare,pickup_latitude,pickup_longitude,vehicle_type,event_sequence_index,subject_zone
XANH_TRIP_2549,VF8VNF_0015,DRV_XANH_0015,2026-01-13T12:31:00,2026-01-13T12:54:00,12,9.334,250454.0,True,43341.0,293795.0,52.529889,13.357146,VF_5_TAXI,7,EU
XANH_TRIP_2550,VF8VNF_0015,DRV_XANH_0015,2026-01-13T13:19:00,2026-01-13T13:40:00,12,11.104,219441.0,True,41948.0,261389.0,52.546869,13.306000,VF_5_TAXI,8,EU
XANH_TRIP_2551,VF8VNF_0015,DRV_XANH_0015,2026-01-13T13:45:00,2026-01-13T14:08:00,12,28.485,401777.0,True,7765.0,409542.0,52.485313,13.372790,VF_5_TAXI,9,EU
XANH_TRIP_2552,VF8VNF_0015,DRV_XANH_0015,2026-01-13T14:13:00,2026-01-13T14:38:00,12,2.414,306837.0,True,57716.0,364553.0,52.465913,13.326648,VF_5_TAXI,10,EU
XANH_TRIP_2553,VF8VNF_0015,DRV_XANH_0015,2026-01-13T14:50:00,2026-01-13T15:14:00,12,25.75,237825.0,True,85661.0,323486.0,52.540447,13.344258,VF_5_TAXI,11,EU
XANH_TRIP_2554,VF8VNF_0015,DRV_XANH_0015,2026-01-13T15:32:00,2026-01-13T15:57:00,12,22.692,467269.0,True,69277.0,536546.0,52.492430,13.326783,VF_5_TAXI,12,EU
XANH_TRIP_2555,VF8VNF_0015,DRV_XANH_0015,2026-01-13T16:02:00,2026-01-13T16:18:00,12,4.989,537398.0,True,20278.0,557676.0,52.529523,13.305775,VF_5_TAXI,13,EU
XANH_TRIP_2556,VF8VNF_0015,DRV_XANH_0015,2026-01-13T16:23:00,2026-01-13T16:47:00,12,23.496,487329.0,True,17143.0,504472.0,52.453764,13.417432,VF_5_TAXI,14,EU
XANH_TRIP_2557,VF8VNF_0015,DRV_XANH_0015,2026-01-13T16:58:00,2026-01-13T17:18:00,12,24.14,72476.0,True,200000.0,272476.0,52.539985,13.361310,VF_5_TAXI,15,EU
XANH_TRIP_2558,VF8VNF_0015,DRV_XANH_0015,2026-01-13T17:37:00,2026-01-13T18:00:00,12,30.899,40178.0,True,27414.0,67592.0,52.548114,13.323105,VF_5_TAXI,16,EU
XANH_TRIP_2559,VF8VNF_0015,DRV_XANH_0015,2026-01-14T06:00:00,2026-01-14T06:19:00,13,10.783,433294.0,True,14623.0,447917.0,52.510493,13.415375,VF_5_TAXI,0,EU
XANH_TRIP_2560,VF8VNF_0015,DRV_XANH_0015,2026-01-14T06:24:00,2026-01-14T06:46:00,13,7.725,478724.0,True,36282.0,515006.0,52.496635,13.430394,VF_5_TAXI,1,EU
XANH_TRIP_2561,VF8VNF_0015,DRV_XANH_0015,2026-01-14T07:02:00,2026-01-14T07:18:00,13,19.312,316448.0,True,16055.0,332503.0,52.542683,13.300830,VF_5_TAXI,2,EU
XANH_TRIP_2562,VF8VNF_0015,DRV_XANH_0015,2026-01-14T07:46:00,2026-01-14T08:11:00,13,19.151,513314.0,True,9153.0,522467.0,52.478930,13.448153,VF_5_TAXI,3,EU
XANH_TRIP_2563,VF8VNF_0015,DRV_XANH_0015,2026-01-14T08:35:00,2026-01-14T08:56:00,13,32.187,361320.0,True,156569.0,517889.0,52.480616,13.409913,VF_5_TAXI,4,EU
XANH_TRIP_2564,VF8VNF_0015,DRV_XANH_0015,2026-01-14T09:16:00,2026-01-14T09:37:00,13,14.806,530581.0,True,25182.0,555763.0,52.489481,13.422528,VF_5_TAXI,5,EU
XANH_TRIP_2565,VF8VNF_0015,DRV_XANH_0015,2026-01-14T09:50:00,2026-01-14T10:10:00,13,21.082,250734.0,True,73181.0,323915.0,52.500522,13.313482,VF_5_TAXI,6,EU
XANH_TRIP_2566,VF8VNF_0015,DRV_XANH_0015,2026-01-14T10:15:00,2026-01-14T10:37:00,13,7.081,91923.0,True,62703.0,154626.0,52.483017,13.356958,VF_5_TAXI,7,EU
XANH_TRIP_2567,VF8VNF_0015,DRV_XANH_0015,2026-01-14T10:57:00,2026-01-14T11:12:00,13,22.853,120701.0,True,14497.0,135198.0,52.470818,13.386883,VF_5_TAXI,8,EU
XANH_TRIP_2568,VF8VNF_0015,DRV_XANH_0015,2026-01-15T06:08:00,2026-01-15T06:26:00,14,24.462,227767.0,True,43844.0,271611.0,52.460628,13.430295,VF_5_TAXI,0,EU
XANH_TRIP_2569,VF8VNF_0015,DRV_XANH_0015,2026-01-15T07:27:00,2026-01-15T07:43:00,14,22.853,388310.0,True,64255.0,452565.0,52.482287,13.351494,VF_5_TAXI,1,EU
XANH_TRIP_2570,VF8VNF_0015,DRV_XANH_0015,2026-01-15T07:48:00,2026-01-15T08:03:00,14,18.186,356403.0,True,27591.0,383994.0,52.474949,13.422731,VF_5_TAXI,2,EU
XANH_TRIP_2571,VF8VNF_0015,DRV_XANH_0015,2026-01-15T08:08:00,2026-01-15T08:24:00,14,17.703,84826.0,True,108127.0,192953.0,52.542130,13.420096,VF_5_TAXI,3,EU
XANH_TRIP_2572,VF8VNF_0015,DRV_XANH_0015,2026-01-15T12:08:00,2026-01-15T12:29:00,14,26.232,367467.0,True,49549.0,417016.0,52.462137,13.426464,VF_5_TAXI,4,EU
XANH_TRIP_2573,VF8VNF_0015,DRV_XANH_0015,2026-01-15T12:34:00,2026-01-15T12:56:00,14,21.565,511805.0,True,15922.0,527727.0,52.514219,13.363314,VF_5_TAXI,5,EU
XANH_TRIP_2574,VF8VNF_0015,DRV_XANH_0015,2026-01-15T13:13:00,2026-01-15T13:35:00,14,0.966,219050.0,True,22084.0,241134.0,52.485075,13.413050,VF_5_TAXI,6,EU
XANH_TRIP_2575,VF8VNF_0015,DRV_XANH_0015,2026-01-15T13:40:00,2026-01-15T13:56:00,14,24.945,257886.0,True,22909.0,280795.0,52.467435,13.417823,VF_5_TAXI,7,EU
XANH_TRIP_2576,VF8VNF_0015,DRV_XANH_0015,2026-01-15T14:01:00,2026-01-15T14:18:00,14,30.899,130871.0,True,9940.0,140811.0,52.454406,13.311163,VF_5_TAXI,8,EU
XANH_TRIP_2577,VF8VNF_0015,DRV_XANH_0015,2026-01-15T14:38:00,2026-01-15T15:00:00,14,2.092,47442.0,True,26995.0,74437.0,52.466811,13.399767,VF_5_TAXI,9,EU
XANH_TRIP_2578,VF8VNF_0015,DRV_XANH_0015,2026-01-15T15:08:00,2026-01-15T15:23:00,14,3.701,220614.0,True,30404.0,251018.0,52.527263,13.331871,VF_5_TAXI,10,EU
XANH_TRIP_2579,VF8VNF_0015,DRV_XANH_0015,2026-01-15T15:28:00,2026-01-15T15:45:00,14,16.576,391831.0,True,62977.0,454808.0,52.455527,13.316712,VF_5_TAXI,11,EU
XANH_TRIP_2580,VF8VNF_0015,DRV_XANH_0015,2026-01-15T15:50:00,2026-01-15T16:12:00,14,18.025,472577.0,True,112714.0,585291.0,52.513503,13.391238,VF_5_TAXI,12,EU
XANH_TRIP_2581,VF8VNF_0015,DRV_XANH_0015,2026-01-15T16:17:00,2026-01-15T16:36:00,14,4.184,525943.0,True,102515.0,628458.0,52.461641,13.435270,VF_5_TAXI,13,EU
XANH_TRIP_2582,VF8VNF_0015,DRV_XANH_0015,2026-01-15T16:52:00,2026-01-15T17:07:00,14,2.092,507726.0,True,21205.0,528931.0,52.537742,13.320889,VF_5_TAXI,14,EU
XANH_TRIP_2583,VF8VNF_0015,DRV_XANH_0015,2026-01-15T17:12:00,2026-01-15T17:36:00,14,16.415,502473.0,True,50510.0,552983.0,52.473447,13.449570,VF_5_TAXI,15,EU
XANH_TRIP_2584,VF8VNF_0015,DRV_XANH_0015,2026-01-15T17:58:00,2026-01-15T18:00:00,14,5.955,495209.0,True,200000.0,695209.0,52.506663,13.335866,VF_5_TAXI,16,EU
XANH_TRIP_2585,VF8VNF_0016,DRV_XANH_0016,2026-01-01T06:00:00,2026-01-01T06:22:00,0,29.773,306558.0,True,32803.0,339361.0,52.451085,13.302861,VF_5_TAXI,0,EU
XANH_TRIP_2586,VF8VNF_0016,DRV_XANH_0016,2026-01-01T06:37:00,2026-01-01T06:58:00,0,9.173,375458.0,True,20707.0,396165.0,52.547195,13.388144,VF_5_TAXI,1,EU
XANH_TRIP_2587,VF8VNF_0016,DRV_XANH_0016,2026-01-01T07:13:00,2026-01-01T07:34:00,0,29.29,302478.0,True,95254.0,397732.0,52.520035,13.376365,VF_5_TAXI,2,EU
XANH_TRIP_2588,VF8VNF_0016,DRV_XANH_0016,2026-01-01T07:43:00,2026-01-01T08:02:00,0,29.129,31740.0,True,23226.0,54966.0,52.464199,13.420327,VF_5_TAXI,3,EU
XANH_TRIP_2589,VF8VNF_0016,DRV_XANH_0016,2026-01-01T08:07:00,2026-01-01T08:26:00,0,28.968,248945.0,True,39104.0,288049.0,52.478466,13.422840,VF_5_TAXI,4,EU
XANH_TRIP_2590,VF8VNF_0016,DRV_XANH_0016,2026-01-01T08:31:00,2026-01-01T08:46:00,0,7.725,234528.0,True,24284.0,258812.0,52.532714,13.348100,VF_5_TAXI,5,EU
XANH_TRIP_2591,VF8VNF_0016,DRV_XANH_0016,2026-01-01T08:51:00,2026-01-01T09:13:00,0,21.243,233970.0,True,52203.0,286173.0,52.502675,13.398339,VF_5_TAXI,6,EU
XANH_TRIP_2592,VF8VNF_0016,DRV_XANH_0016,2026-01-01T09:18:00,2026-01-01T09:40:00,0,30.095,522702.0,True,104936.0,627638.0,52.460974,13.436021,VF_5_TAXI,7,EU
XANH_TRIP_2593,VF8VNF_0016,DRV_XANH_0016,2026-01-01T09:45:00,2026-01-01T10:09:00,0,3.701,49845.0,True,117269.0,167114.0,52.517913,13.335776,VF_5_TAXI,8,EU
XANH_TRIP_2594,VF8VNF_0016,DRV_XANH_0016,2026-01-01T10:14:00,2026-01-01T10:38:00,0,2.897,468889.0,True,45496.0,514385.0,52.477240,13.382488,VF_5_TAXI,9,EU
XANH_TRIP_2595,VF8VNF_0016,DRV_XANH_0016,2026-01-01T10:47:00,2026-01-01T11:09:00,0,23.014,71471.0,True,37078.0,108549.0,52.487101,13.403495,VF_5_TAXI,10,EU
XANH_TRIP_2596,VF8VNF_0016,DRV_XANH_0016,2026-01-02T06:00:00,2026-01-02T06:19:00,1,1.287,115839.0,True,17529.0,133368.0,52.504971,13.410789,VF_5_TAXI,0,EU
XANH_TRIP_2597,VF8VNF_0016,DRV_XANH_0016,2026-01-02T06:24:00,2026-01-02T06:40:00,1,30.899,147579.0,True,9193.0,156772.0,52.478415,13.325226,VF_5_TAXI,1,EU
XANH_TRIP_2598,VF8VNF_0016,DRV_XANH_0016,2026-01-02T07:28:00,2026-01-02T07:45:00,1,24.14,374843.0,True,200000.0,574843.0,52.548579,13.415704,VF_5_TAXI,2,EU
XANH_TRIP_2599,VF8VNF_0016,DRV_XANH_0016,2026-01-02T07:50:00,2026-01-02T08:08:00,1,3.219,388478.0,True,148647.0,537125.0,52.506419,13.359727,VF_5_TAXI,3,EU
XANH_TRIP_2600,VF8VNF_0016,DRV_XANH_0016,2026-01-02T08:13:00,2026-01-02T08:29:00,1,14.967,304546.0,True,66343.0,370889.0,52.462806,13.312514,VF_5_TAXI,4,EU
XANH_TRIP_2601,VF8VNF_0016,DRV_XANH_0016,2026-01-02T08:34:00,2026-01-02T08:52:00,1,3.058,208432.0,True,41946.0,250378.0,52.492867,13.418170,VF_5_TAXI,5,EU
XANH_TRIP_2602,VF8VNF_0016,DRV_XANH_0016,2026-01-02T08:57:00,2026-01-02T09:13:00,1,19.795,70018.0,True,30011.0,100029.0,52.529937,13.410399,VF_5_TAXI,6,EU
XANH_TRIP_2603,VF8VNF_0016,DRV_XANH_0016,2026-01-02T09:18:00,2026-01-02T09:38:00,1,27.842,160208.0,True,25683.0,185891.0,52.505887,13.396524,VF_5_TAXI,7,EU
XANH_TRIP_2604,VF8VNF_0016,DRV_XANH_0016,2026-01-03T06:21:00,2026-01-03T06:42:00,2,9.012,519852.0,True,36352.0,556204.0,52.520756,13.416719,VF_5_TAXI,0,EU
XANH_TRIP_2605,VF8VNF_0016,DRV_XANH_0016,2026-01-03T06:57:00,2026-01-03T07:19:00,2,16.898,249616.0,True,163994.0,413610.0,52.510986,13.351479,VF_5_TAXI,1,EU
XANH_TRIP_2606,VF8VNF_0016,DRV_XANH_0016,2026-01-03T07:47:00,2026-01-03T08:11:00,2,29.773,411724.0,True,70123.0,481847.0,52.468089,13.377974,VF_5_TAXI,2,EU
XANH_TRIP_2607,VF8VNF_0016,DRV_XANH_0016,2026-01-03T08:16:00,2026-01-03T08:38:00,2,1.931,194518.0,True,34041.0,228559.0,52.470517,13.436953,VF_5_TAXI,3,EU
XANH_TRIP_2608,VF8VNF_0016,DRV_XANH_0016,2026-01-03T09:07:00,2026-01-03T09:32:00,2,15.772,371546.0,True,100195.0,471741.0,52.481131,13.339569,VF_5_TAXI,4,EU
XANH_TRIP_2609,VF8VNF_0016,DRV_XANH_0016,2026-01-03T09:37:00,2026-01-03T09:59:00,2,9.817,325222.0,True,120809.0,446031.0,52.457612,13.425417,VF_5_TAXI,5,EU
XANH_TRIP_2610,VF8VNF_0016,DRV_XANH_0016,2026-01-03T10:18:00,2026-01-03T10:35:00,2,22.048,413177.0,True,98635.0,511812.0,52.465647,13.445435,VF_5_TAXI,6,EU
XANH_TRIP_2611,VF8VNF_0016,DRV_XANH_0016,2026-01-04T06:46:00,2026-01-04T07:08:00,3,22.853,57836.0,True,36957.0,94793.0,52.476025,13.349632,VF_5_TAXI,0,EU
XANH_TRIP_2612,VF8VNF_0016,DRV_XANH_0016,2026-01-04T07:25:00,2026-01-04T07:43:00,3,18.186,91140.0,True,46643.0,137783.0,52.509116,13.383358,VF_5_TAXI,1,EU
XANH_TRIP_2613,VF8VNF_0016,DRV_XANH_0016,2026-01-04T12:28:00,2026-01-04T12:44:00,3,31.382,202118.0,True,28653.0,230771.0,52.489753,13.401960,VF_5_TAXI,2,EU
XANH_TRIP_2614,VF8VNF_0016,DRV_XANH_0016,2026-01-04T13:01:00,2026-01-04T13:24:00,3,12.231,536672.0,True,38760.0,575432.0,52.461741,13.444166,VF_5_TAXI,3,EU
XANH_TRIP_2615,VF8VNF_0016,DRV_XANH_0016,2026-01-04T13:32:00,2026-01-04T13:48:00,3,17.864,336789.0,True,18295.0,355084.0,52.518209,13.401594,VF_5_TAXI,4,EU
XANH_TRIP_2616,VF8VNF_0016,DRV_XANH_0016,2026-01-04T13:53:00,2026-01-04T14:09:00,3,30.578,446090.0,True,20735.0,466825.0,52.477757,13.366233,VF_5_TAXI,5,EU
XANH_TRIP_2617,VF8VNF_0016,DRV_XANH_0016,2026-01-04T14:14:00,2026-01-04T14:32:00,3,23.657,109916.0,True,23928.0,133844.0,52.465007,13.339218,VF_5_TAXI,6,EU
XANH_TRIP_2618,VF8VNF_0016,DRV_XANH_0016,2026-01-04T14:50:00,2026-01-04T15:10:00,3,30.095,510296.0,True,47007.0,557303.0,52.459512,13.369425,VF_5_TAXI,7,EU
XANH_TRIP_2619,VF8VNF_0016,DRV_XANH_0016,2026-01-04T15:15:00,2026-01-04T15:31:00,3,13.036,504485.0,True,24953.0,529438.0,52.540857,13.379903,VF_5_TAXI,8,EU
XANH_TRIP_2620,VF8VNF_0016,DRV_XANH_0016,2026-01-04T16:00:00,2026-01-04T16:24:00,3,29.451,460898.0,True,6476.0,467374.0,52.504195,13.352546,VF_5_TAXI,9,EU
XANH_TRIP_2621,VF8VNF_0016,DRV_XANH_0016,2026-01-04T16:59:00,2026-01-04T17:21:00,3,26.071,147411.0,True,40915.0,188326.0,52.510207,13.310654,VF_5_TAXI,10,EU
XANH_TRIP_2622,VF8VNF_0016,DRV_XANH_0016,2026-01-05T06:00:00,2026-01-05T06:24:00,4,5.955,471795.0,True,22145.0,493940.0,52.493483,13.411445,VF_5_TAXI,0,EU
XANH_TRIP_2623,VF8VNF_0016,DRV_XANH_0016,2026-01-05T06:51:00,2026-01-05T07:11:00,4,29.129,341539.0,True,200000.0,541539.0,52.490038,13.354479,VF_5_TAXI,1,EU
XANH_TRIP_2624,VF8VNF_0016,DRV_XANH_0016,2026-01-05T07:22:00,2026-01-05T07:47:00,4,9.978,193512.0,True,27481.0,220993.0,52.545989,13.409354,VF_5_TAXI,2,EU
XANH_TRIP_2625,VF8VNF_0016,DRV_XANH_0016,2026-01-05T07:52:00,2026-01-05T08:07:00,4,1.609,330754.0,True,90097.0,420851.0,52.461285,13.422951,VF_5_TAXI,3,EU
XANH_TRIP_2626,VF8VNF_0016,DRV_XANH_0016,2026-01-05T08:12:00,2026-01-05T08:27:00,4,17.381,115225.0,True,140480.0,255705.0,52.485956,13.367601,VF_5_TAXI,4,EU
XANH_TRIP_2627,VF8VNF_0016,DRV_XANH_0016,2026-01-05T09:01:00,2026-01-05T09:25:00,4,30.256,166243.0,True,22423.0,188666.0,52.537160,13.439300,VF_5_TAXI,5,EU
XANH_TRIP_2628,VF8VNF_0016,DRV_XANH_0016,2026-01-05T09:45:00,2026-01-05T10:02:00,4,29.451,190495.0,True,34266.0,224761.0,52.456075,13.400291,VF_5_TAXI,6,EU
XANH_TRIP_2629,VF8VNF_0016,DRV_XANH_0016,2026-01-05T14:12:00,2026-01-05T14:33:00,4,28.485,92370.0,True,26381.0,118751.0,52.462149,13.361093,VF_5_TAXI,7,EU
XANH_TRIP_2630,VF8VNF_0016,DRV_XANH_0016,2026-01-05T14:42:00,2026-01-05T15:05:00,4,3.219,40737.0,True,32634.0,73371.0,52.526699,13.396648,VF_5_TAXI,8,EU
XANH_TRIP_2631,VF8VNF_0016,DRV_XANH_0016,2026-01-05T15:19:00,2026-01-05T15:39:00,4,13.679,407477.0,True,76759.0,484236.0,52.519999,13.364030,VF_5_TAXI,9,EU
XANH_TRIP_2632,VF8VNF_0016,DRV_XANH_0016,2026-01-05T16:04:00,2026-01-05T16:27:00,4,3.541,163952.0,True,163519.0,327471.0,52.489873,13.340221,VF_5_TAXI,10,EU
XANH_TRIP_2633,VF8VNF_0016,DRV_XANH_0016,2026-01-05T16:41:00,2026-01-05T17:06:00,4,31.06,411109.0,True,200000.0,611109.0,52.506171,13.443907,VF_5_TAXI,11,EU
XANH_TRIP_2634,VF8VNF_0016,DRV_XANH_0016,2026-01-05T17:11:00,2026-01-05T17:33:00,4,4.506,404348.0,True,122222.0,526570.0,52.545805,13.303609,VF_5_TAXI,12,EU
XANH_TRIP_2635,VF8VNF_0016,DRV_XANH_0016,2026-01-05T17:51:00,2026-01-05T18:00:00,4,1.127,401163.0,True,23693.0,424856.0,52.525520,13.387584,VF_5_TAXI,13,EU
XANH_TRIP_2636,VF8VNF_0016,DRV_XANH_0016,2026-01-06T06:00:00,2026-01-06T06:19:00,5,25.428,399151.0,True,27280.0,426431.0,52.456064,13.362925,VF_5_TAXI,0,EU
XANH_TRIP_2637,VF8VNF_0016,DRV_XANH_0016,2026-01-06T06:24:00,2026-01-06T06:42:00,5,6.437,205918.0,True,23542.0,229460.0,52.528492,13.335090,VF_5_TAXI,1,EU
XANH_TRIP_2638,VF8VNF_0016,DRV_XANH_0016,2026-01-06T07:00:00,2026-01-06T07:18:00,5,23.175,488056.0,True,33631.0,521687.0,52.463898,13.424772,VF_5_TAXI,2,EU
XANH_TRIP_2639,VF8VNF_0016,DRV_XANH_0016,2026-01-06T07:34:00,2026-01-06T07:57:00,5,11.426,230114.0,True,46093.0,276207.0,52.546137,13.355290,VF_5_TAXI,3,EU
XANH_TRIP_2640,VF8VNF_0016,DRV_XANH_0016,2026-01-06T08:02:00,2026-01-06T08:22:00,5,13.679,336789.0,True,61250.0,398039.0,52.534546,13.347678,VF_5_TAXI,4,EU
XANH_TRIP_2641,VF8VNF_0016,DRV_XANH_0016,2026-01-06T08:48:00,2026-01-06T09:12:00,5,26.232,282697.0,True,26192.0,308889.0,52.455692,13.424702,VF_5_TAXI,5,EU
XANH_TRIP_2642,VF8VNF_0016,DRV_XANH_0016,2026-01-06T09:17:00,2026-01-06T09:33:00,5,18.186,459892.0,True,28906.0,488798.0,52.536927,13.304894,VF_5_TAXI,6,EU
XANH_TRIP_2643,VF8VNF_0016,DRV_XANH_0016,2026-01-06T09:50:00,2026-01-06T10:11:00,5,30.738,320807.0,True,77670.0,398477.0,52.477120,13.431355,VF_5_TAXI,7,EU
XANH_TRIP_2644,VF8VNF_0016,DRV_XANH_0016,2026-01-06T10:20:00,2026-01-06T10:45:00,5,20.439,379313.0,True,77641.0,456954.0,52.450249,13.348672,VF_5_TAXI,8,EU
XANH_TRIP_2645,VF8VNF_0016,DRV_XANH_0016,2026-01-06T11:39:00,2026-01-06T12:00:00,5,24.301,67671.0,True,14356.0,82027.0,52.501436,13.443916,VF_5_TAXI,9,EU
XANH_TRIP_2646,VF8VNF_0016,DRV_XANH_0016,2026-01-06T12:05:00,2026-01-06T12:21:00,5,23.335,513146.0,True,46361.0,559507.0,52.506241,13.436029,VF_5_TAXI,10,EU
XANH_TRIP_2647,VF8VNF_0016,DRV_XANH_0016,2026-01-07T06:13:00,2026-01-07T06:36:00,6,7.403,465313.0,True,50158.0,515471.0,52.466991,13.310318,VF_5_TAXI,0,EU
XANH_TRIP_2648,VF8VNF_0016,DRV_XANH_0016,2026-01-07T06:55:00,2026-01-07T07:11:00,6,11.748,30622.0,True,12440.0,43062.0,52.461161,13.306158,VF_5_TAXI,1,EU
XANH_TRIP_2649,VF8VNF_0016,DRV_XANH_0016,2026-01-07T07:41:00,2026-01-07T08:05:00,6,19.473,362549.0,True,49335.0,411884.0,52.538772,13.448004,VF_5_TAXI,2,EU
XANH_TRIP_2650,VF8VNF_0016,DRV_XANH_0016,2026-01-07T08:25:00,2026-01-07T08:44:00,6,4.989,538404.0,True,32022.0,570426.0,52.475255,13.346995,VF_5_TAXI,3,EU
XANH_TRIP_2651,VF8VNF_0016,DRV_XANH_0016,2026-01-07T08:56:00,2026-01-07T09:19:00,6,1.448,395798.0,True,48788.0,444586.0,52.467724,13.427308,VF_5_TAXI,4,EU
XANH_TRIP_2652,VF8VNF_0016,DRV_XANH_0016,2026-01-07T09:29:00,2026-01-07T09:52:00,6,11.265,228605.0,True,97702.0,326307.0,52.456761,13.398454,VF_5_TAXI,5,EU
XANH_TRIP_2653,VF8VNF_0016,DRV_XANH_0016,2026-01-07T10:03:00,2026-01-07T10:18:00,6,14.484,185019.0,True,7600.0,192619.0,52.519161,13.350523,VF_5_TAXI,6,EU
XANH_TRIP_2654,VF8VNF_0016,DRV_XANH_0016,2026-01-07T10:26:00,2026-01-07T10:44:00,6,7.564,83094.0,True,46368.0,129462.0,52.538155,13.319131,VF_5_TAXI,7,EU
XANH_TRIP_2655,VF8VNF_0016,DRV_XANH_0016,2026-01-07T11:02:00,2026-01-07T11:18:00,6,3.541,496270.0,True,40423.0,536693.0,52.480882,13.411347,VF_5_TAXI,8,EU
XANH_TRIP_2656,VF8VNF_0016,DRV_XANH_0016,2026-01-07T12:09:00,2026-01-07T12:26:00,6,19.634,510129.0,True,22262.0,532391.0,52.492677,13.329504,VF_5_TAXI,9,EU
XANH_TRIP_2657,VF8VNF_0016,DRV_XANH_0016,2026-01-08T06:00:00,2026-01-08T06:17:00,7,21.887,517728.0,True,12522.0,530250.0,52.528523,13.374250,VF_5_TAXI,0,EU
XANH_TRIP_2658,VF8VNF_0016,DRV_XANH_0016,2026-01-08T06:32:00,2026-01-08T06:57:00,7,4.345,180157.0,True,20377.0,200534.0,52.521503,13.399223,VF_5_TAXI,1,EU
XANH_TRIP_2659,VF8VNF_0016,DRV_XANH_0016,2026-01-08T07:02:00,2026-01-08T07:19:00,7,13.84,74209.0,True,121436.0,195645.0,52.453741,13.440169,VF_5_TAXI,2,EU
XANH_TRIP_2660,VF8VNF_0016,DRV_XANH_0016,2026-01-08T07:24:00,2026-01-08T07:39:00,7,22.048,68174.0,True,36003.0,104177.0,52.504995,13.405133,VF_5_TAXI,3,EU
XANH_TRIP_2661,VF8VNF_0016,DRV_XANH_0016,2026-01-08T08:16:00,2026-01-08T08:41:00,7,13.036,263251.0,True,200000.0,463251.0,52.450098,13.423543,VF_5_TAXI,4,EU
XANH_TRIP_2662,VF8VNF_0016,DRV_XANH_0016,2026-01-08T09:10:00,2026-01-08T09:34:00,7,17.542,130368.0,True,41153.0,171521.0,52.520519,13.380725,VF_5_TAXI,5,EU
XANH_TRIP_2663,VF8VNF_0016,DRV_XANH_0016,2026-01-08T09:39:00,2026-01-08T10:03:00,7,24.14,411724.0,True,20914.0,432638.0,52.479657,13.389637,VF_5_TAXI,6,EU
XANH_TRIP_2664,VF8VNF_0016,DRV_XANH_0016,2026-01-09T06:31:00,2026-01-09T06:52:00,8,26.715,402448.0,True,32854.0,435302.0,52.542044,13.308555,VF_5_TAXI,0,EU
XANH_TRIP_2665,VF8VNF_0016,DRV_XANH_0016,2026-01-09T07:35:00,2026-01-09T07:53:00,8,14.001,228884.0,True,5000.0,233884.0,52.535599,13.396707,VF_5_TAXI,1,EU
XANH_TRIP_2666,VF8VNF_0016,DRV_XANH_0016,2026-01-09T07:58:00,2026-01-09T08:15:00,8,12.07,159761.0,True,33877.0,193638.0,52.509584,13.423871,VF_5_TAXI,2,EU
XANH_TRIP_2667,VF8VNF_0016,DRV_XANH_0016,2026-01-09T08:20:00,2026-01-09T08:43:00,8,20.761,303708.0,True,64441.0,368149.0,52.454720,13.306462,VF_5_TAXI,3,EU
XANH_TRIP_2668,VF8VNF_0016,DRV_XANH_0016,2026-01-09T08:48:00,2026-01-09T09:11:00,8,3.862,45430.0,True,68289.0,113719.0,52.451871,13.411739,VF_5_TAXI,4,EU
XANH_TRIP_2669,VF8VNF_0016,DRV_XANH_0016,2026-01-09T14:21:00,2026-01-09T14:40:00,8,24.623,497500.0,True,29847.0,527347.0,52.548329,13.338547,VF_5_TAXI,5,EU
XANH_TRIP_2670,VF8VNF_0016,DRV_XANH_0016,2026-01-09T14:45:00,2026-01-09T15:07:00,8,30.899,485318.0,True,69117.0,554435.0,52.498343,13.388825,VF_5_TAXI,6,EU
XANH_TRIP_2671,VF8VNF_0016,DRV_XANH_0016,2026-01-09T15:12:00,2026-01-09T15:30:00,8,20.761,131430.0,True,41444.0,172874.0,52.456379,13.370581,VF_5_TAXI,7,EU
XANH_TRIP_2672,VF8VNF_0016,DRV_XANH_0016,2026-01-09T15:40:00,2026-01-09T15:56:00,8,17.542,158643.0,True,85038.0,243681.0,52.517369,13.379088,VF_5_TAXI,8,EU
XANH_TRIP_2673,VF8VNF_0016,DRV_XANH_0016,2026-01-09T16:01:00,2026-01-09T16:19:00,8,14.484,271018.0,True,75644.0,346662.0,52.549063,13.361490,VF_5_TAXI,9,EU
XANH_TRIP_2674,VF8VNF_0016,DRV_XANH_0016,2026-01-09T16:24:00,2026-01-09T16:44:00,8,14.806,490515.0,True,21406.0,511921.0,52.473125,13.324985,VF_5_TAXI,10,EU
XANH_TRIP_2675,VF8VNF_0016,DRV_XANH_0016,2026-01-09T16:49:00,2026-01-09T17:04:00,8,16.254,387640.0,True,200000.0,587640.0,52.457508,13.342361,VF_5_TAXI,11,EU
XANH_TRIP_2676,VF8VNF_0016,DRV_XANH_0016,2026-01-09T17:35:00,2026-01-09T18:00:00,8,17.059,522422.0,True,10015.0,532437.0,52.517812,13.442675,VF_5_TAXI,12,EU
XANH_TRIP_2677,VF8VNF_0016,DRV_XANH_0016,2026-01-10T06:00:00,2026-01-10T06:17:00,9,26.232,253863.0,True,37072.0,290935.0,52.488269,13.324128,VF_5_TAXI,0,EU
