vehicle_vin,session_id,station_id,charger_id,start_time,duration_mins,kwh_consumed,power_kw,charging_pattern,assigned_day_index,station_temp_c,cost_vnd,status,soft_overlap_flag,event_sequence_index,subject_zone
VF8VNF_0014,2_39_90_26_2018-07-11 00:11:13.817748,VG_STA_0002_caltech,CA-316,2026-01-02T20:33:00,195.98333333333332,19.931,6.1,overnight_deep_charge,2,27.9,61786.0,COMPLETED,False,0,EU
VF8VNF_0014,2_39_78_361_2018-07-11 15:47:22.694210,VG_STA_0002_caltech,CA-493,2026-01-03T20:49:00,658.85,3.039,0.28,overnight_deep_charge,3,48.56,9421.0,COMPLETED,False,0,EU
VF8VNF_0014,2_39_129_17_2018-07-12 15:49:40.719395,VG_STA_0002_caltech,CA-307,2026-01-04T19:16:00,435.25,4.859,0.67,overnight_deep_charge,4,50.71,15063.0,COMPLETED,False,0,EU
VF8VNF_0014,2_39_130_31_2018-07-12 16:20:38.977084,VG_STA_0002_caltech,CA-306,2026-01-05T18:55:00,128.21666666666667,3.481,1.63,overnight_deep_charge,5,35.93,10791.0,COMPLETED,False,0,EU
VF8VNF_0014,2_39_126_560_2018-07-12 20:04:59.030702,VG_STA_0002_caltech,CA-506,2026-01-06T19:27:00,221.46666666666667,1.87,0.51,overnight_deep_charge,6,65.0,5797.0,COMPLETED,False,0,EU
VF8VNF_0014,2_39_127_19_2018-06-22 23:18:52.497683,VG_STA_0002_caltech,CA-309,2026-01-07T10:35:00,10.85,0.915,5.06,opportunity_fast_charge,6,46.15,2836.0,COMPLETED,False,1,EU
VF8VNF_0014,2_39_131_30_2018-07-12 23:00:45.502145,VG_STA_0002_caltech,CA-305,2026-01-07T19:54:00,347.31666666666666,13.889,2.4,overnight_deep_charge,7,53.54,43056.0,COMPLETED,False,0,EU
VF8VNF_0014,2_39_78_360_2018-07-13 00:18:16.179151,VG_STA_0002_caltech,CA-322,2026-01-08T20:31:00,768.4833333333333,19.04758213860417,1.49,overnight_deep_charge,8,51.34,59048.0,COMPLETED,False,0,EU
VF8VNF_0014,2_39_127_19_2018-06-22 23:35:33.367995,VG_STA_0002_caltech,CA-309,2026-01-09T13:13:00,61.483333333333334,6.129,5.98,opportunity_fast_charge,8,50.19,19000.0,COMPLETED,False,1,EU
VF8VNF_0014,2_39_95_27_2018-07-13 01:46:56.928903,VG_STA_0002_caltech,CA-319,2026-01-09T18:39:00,126.3,12.819,6.09,overnight_deep_charge,9,39.76,39739.0,COMPLETED,False,0,EU
VF8VNF_0014,2_39_128_18_2018-06-23 00:28:44.093002,VG_STA_0002_caltech,CA-308,2026-01-10T13:39:00,82.95,8.007,5.79,opportunity_fast_charge,9,47.15,24822.0,COMPLETED,False,1,EU
VF8VNF_0014,2_39_91_437_2018-07-13 03:15:56.687016,VG_STA_0002_caltech,CA-317,2026-01-10T19:22:00,642.9833333333333,13.14,1.23,overnight_deep_charge,10,44.67,40734.0,COMPLETED,False,0,EU
VF8VNF_0014,2_39_129_17_2018-06-23 02:28:40.810720,VG_STA_0002_caltech,CA-307,2026-01-11T10:16:00,60.81666666666667,5.902,5.82,opportunity_fast_charge,10,41.46,18296.0,COMPLETED,False,1,EU
VF8VNF_0014,2_39_130_564_2018-07-13 17:30:22.130011,VG_STA_0002_caltech,CA-510,2026-01-11T21:53:00,598.0833333333334,1.79,0.18,overnight_deep_charge,11,36.32,5549.0,COMPLETED,False,0,EU
VF8VNF_0014,2_39_138_566_2018-06-25 14:26:06.291470,VG_STA_0002_caltech,CA-512,2026-01-12T11:06:00,72.45,0.958,0.79,opportunity_fast_charge,11,50.31,2970.0,COMPLETED,False,1,EU
VF8VNF_0014,2_39_138_29_2018-07-14 01:24:09.402289,VG_STA_0002_caltech,CA-304,2026-01-12T18:27:00,229.51666666666668,6.33,1.65,overnight_deep_charge,12,35.6,19623.0,COMPLETED,False,0,EU
VF8VNF_0014,2_39_139_28_2018-06-25 20:45:08.970448,VG_STA_0002_caltech,CA-303,2026-01-13T12:49:00,48.53333333333333,1.689,2.09,opportunity_fast_charge,12,40.96,5236.0,COMPLETED,False,1,EU
VF8VNF_0014,2_39_130_31_2018-07-14 20:10:25.513087,VG_STA_0002_caltech,CA-306,2026-01-13T19:46:00,192.63333333333333,5.725,1.78,overnight_deep_charge,13,45.76,17748.0,COMPLETED,False,0,EU
VF8VNF_0014,2_39_91_441_2018-07-15 03:58:52.022311,VG_STA_0002_caltech,CA-499,2026-01-14T19:47:00,752.3666666666667,41.868,3.34,overnight_deep_charge,14,54.37,129791.0,COMPLETED,False,0,EU
VF8VNF_0014,2_39_139_567_2018-06-26 17:57:48.858387,VG_STA_0002_caltech,CA-513,2026-01-15T13:04:00,59.5,1.459,1.47,opportunity_fast_charge,14,24.15,4523.0,COMPLETED,False,1,EU
VF8VNF_0015,2_39_78_363_2018-07-15 05:54:43.603841,VG_STA_0002_caltech,CA-320,2025-12-31T18:55:00,875.1833333333333,39.833,2.73,overnight_deep_charge,0,40.55,123482.0,COMPLETED,False,0,EU
VF8VNF_0015,2_39_138_29_2018-06-26 23:38:11.730329,VG_STA_0002_caltech,CA-304,2026-01-01T12:11:00,87.95,4.714,3.22,opportunity_fast_charge,0,46.16,14613.0,COMPLETED,False,1,EU
VF8VNF_0015,2_39_127_19_2018-07-15 17:39:53.742518,VG_STA_0002_caltech,CA-309,2026-01-01T19:16:00,251.05,13.87,3.31,overnight_deep_charge,1,47.97,42997.0,COMPLETED,False,0,EU
VF8VNF_0015,2_39_79_381_2018-06-27 01:02:32.385423,VG_STA_0002_caltech,CA-490,2026-01-02T10:23:00,82.66666666666667,8.32,6.04,opportunity_fast_charge,1,45.8,25792.0,COMPLETED,False,1,EU
VF8VNF_0015,2_39_123_23_2018-07-15 18:31:25.683394,VG_STA_0002_caltech,CA-313,2026-01-02T20:11:00,144.75,13.89,5.76,overnight_deep_charge,2,41.74,43059.0,COMPLETED,False,0,EU
VF8VNF_0015,2_39_95_27_2018-07-15 18:45:10.776750,VG_STA_0002_caltech,CA-319,2026-01-03T18:10:00,481.48333333333335,41.875,5.22,overnight_deep_charge,3,45.58,129812.0,COMPLETED,False,0,EU
VF8VNF_0015,2_39_138_29_2018-06-27 03:06:59.263340,VG_STA_0002_caltech,CA-304,2026-01-04T14:28:00,87.23333333333333,8.526,5.86,opportunity_fast_charge,3,53.52,26431.0,COMPLETED,False,1,EU
VF8VNF_0015,2_39_127_19_2018-07-16 07:51:37.515747,VG_STA_0002_caltech,CA-309,2026-01-04T18:41:00,476.6333333333333,13.878,1.75,overnight_deep_charge,4,45.87,43022.0,COMPLETED,False,0,EU
VF8VNF_0015,2_39_125_21_2018-06-27 04:59:52.452713,VG_STA_0002_caltech,CA-311,2026-01-05T11:42:00,23.683333333333334,1.191,3.02,opportunity_fast_charge,4,53.39,3692.0,COMPLETED,False,1,EU
VF8VNF_0015,2_39_78_365_2018-07-16 15:29:53.361915,VG_STA_0002_caltech,CA-321,2026-01-05T20:17:00,318.4,5.594,1.05,overnight_deep_charge,5,56.77,17341.0,COMPLETED,False,0,EU
VF8VNF_0015,2_39_125_21_2018-06-28 05:01:47.166390,VG_STA_0002_caltech,CA-311,2026-01-06T13:29:00,88.21666666666667,9.118,6.2,opportunity_fast_charge,5,46.77,28266.0,COMPLETED,False,1,EU
VF8VNF_0015,2_39_79_379_2018-07-16 19:04:15.094289,VG_STA_0002_caltech,CA-327,2026-01-06T18:14:00,260.28333333333336,11.232,2.59,overnight_deep_charge,6,25.25,34819.0,COMPLETED,False,0,EU
VF8VNF_0015,2_39_129_17_2018-06-28 21:49:26.522205,VG_STA_0002_caltech,CA-307,2026-01-07T14:23:00,88.0,8.108,5.53,opportunity_fast_charge,6,43.36,25135.0,COMPLETED,False,1,EU
VF8VNF_0015,2_39_129_17_2018-07-16 22:57:00.980726,VG_STA_0002_caltech,CA-307,2026-01-07T20:32:00,183.11666666666667,13.883,4.55,overnight_deep_charge,7,41.0,43037.0,COMPLETED,False,0,EU
VF8VNF_0015,2_39_79_383_2018-07-17 21:34:07.378085,VG_STA_0002_caltech,CA-492,2026-01-08T21:45:00,162.5,3.044,1.12,overnight_deep_charge,8,45.77,9436.0,COMPLETED,False,0,EU
VF8VNF_0015,2_39_138_29_2018-07-18 14:38:50.818826,VG_STA_0002_caltech,CA-304,2026-01-09T18:30:00,607.2666666666667,4.652,0.46,overnight_deep_charge,9,36.26,14421.0,COMPLETED,False,0,EU
VF8VNF_0015,2_39_79_378_2018-07-18 15:05:17.824627,VG_STA_0002_caltech,CA-326,2026-01-10T18:25:00,608.4333333333333,3.518,0.35,overnight_deep_charge,10,56.57,10906.0,COMPLETED,False,0,EU
VF8VNF_0015,2_39_126_20_2018-06-29 02:08:39.126622,VG_STA_0002_caltech,CA-310,2026-01-11T11:56:00,7.883333333333334,0.75,5.71,opportunity_fast_charge,10,30.68,2325.0,COMPLETED,False,1,EU
VF8VNF_0015,2_39_79_380_2018-07-18 15:34:28.272378,VG_STA_0002_caltech,CA-489,2026-01-11T19:07:00,186.73333333333332,7.061,2.27,overnight_deep_charge,11,40.96,21889.0,COMPLETED,False,0,EU
VF8VNF_0015,2_39_127_19_2018-06-29 06:19:34.615690,VG_STA_0002_caltech,CA-309,2026-01-12T10:02:00,6.95,0.606,5.23,opportunity_fast_charge,11,39.0,1879.0,COMPLETED,False,1,EU
VF8VNF_0015,2_39_91_437_2018-07-18 15:45:52.998759,VG_STA_0002_caltech,CA-317,2026-01-12T19:16:00,552.1,24.273,2.64,overnight_deep_charge,12,44.37,75246.0,COMPLETED,False,0,EU
VF8VNF_0015,2_39_79_376_2018-06-29 22:18:21.939464,VG_STA_0002_caltech,CA-324,2026-01-13T10:04:00,87.55,2.245,1.54,opportunity_fast_charge,12,44.57,6960.0,COMPLETED,False,1,EU
VF8VNF_0015,2_39_127_19_2018-07-18 22:08:50.614733,VG_STA_0002_caltech,CA-309,2026-01-13T21:49:00,240.63333333333333,1.703,0.42,overnight_deep_charge,13,62.62,5279.0,COMPLETED,False,0,EU
VF8VNF_0015,2_39_79_381_2018-07-18 23:39:48.603114,VG_STA_0002_caltech,CA-490,2026-01-14T21:31:00,807.5,16.661,1.24,overnight_deep_charge,14,20.0,51649.0,COMPLETED,False,0,EU
VF8VNF_0015,2_39_130_564_2018-06-30 00:59:10.023305,VG_STA_0002_caltech,CA-510,2026-01-15T10:51:00,47.75,2.119,2.66,opportunity_fast_charge,14,51.42,6569.0,COMPLETED,False,1,EU
VF8VNF_0016,2_39_123_23_2018-07-19 03:13:31.670477,VG_STA_0002_caltech,CA-313,2025-12-31T21:35:00,599.65,13.827351388888891,1.38,overnight_deep_charge,0,45.07,42865.0,COMPLETED,False,0,EU
VF8VNF_0016,2_39_126_560_2018-07-20 23:07:29.224950,VG_STA_0002_caltech,CA-506,2026-01-01T19:21:00,404.06666666666666,14.001,2.08,overnight_deep_charge,1,47.31,43403.0,COMPLETED,False,0,EU
VF8VNF_0016,2_39_139_28_2018-07-21 17:20:44.382342,VG_STA_0002_caltech,CA-303,2026-01-02T19:52:00,223.18333333333334,11.731,3.15,overnight_deep_charge,2,56.27,36366.0,COMPLETED,False,0,EU
VF8VNF_0016,2_39_131_30_2018-07-23 15:46:46.656611,VG_STA_0002_caltech,CA-305,2026-01-03T19:16:00,589.6166666666667,12.861,1.31,overnight_deep_charge,3,50.82,39869.0,COMPLETED,False,0,EU
VF8VNF_0016,2_39_130_31_2018-06-30 15:26:45.788963,VG_STA_0002_caltech,CA-306,2026-01-04T11:45:00,80.85,8.985,6.67,opportunity_fast_charge,3,34.89,27854.0,COMPLETED,False,1,EU
VF8VNF_0016,2_39_128_18_2018-07-23 16:17:00.647858,VG_STA_0002_caltech,CA-308,2026-01-04T20:21:00,182.71666666666667,5.071,1.67,overnight_deep_charge,4,52.21,15720.0,COMPLETED,False,0,EU
VF8VNF_0016,2_39_125_21_2018-07-01 14:41:36.676745,VG_STA_0002_caltech,CA-311,2026-01-05T13:10:00,57.916666666666664,6.529,6.76,opportunity_fast_charge,4,35.21,20240.0,COMPLETED,False,1,EU
VF8VNF_0016,2_39_92_442_2018-07-23 22:41:33.961738,VG_STA_0002_caltech,CA-498,2026-01-05T19:43:00,121.5,12.642,6.24,overnight_deep_charge,5,46.48,39190.0,COMPLETED,False,0,EU
VF8VNF_0016,2_39_127_561_2018-07-23 22:57:08.148277,VG_STA_0002_caltech,CA-507,2026-01-06T20:28:00,296.01666666666665,13.898,2.82,overnight_deep_charge,6,39.87,43084.0,COMPLETED,False,0,EU
VF8VNF_0016,2_39_129_17_2018-07-24 01:05:45.720438,VG_STA_0002_caltech,CA-307,2026-01-07T19:59:00,241.63333333333333,13.899,3.45,overnight_deep_charge,7,31.25,43087.0,COMPLETED,False,0,EU
VF8VNF_0016,2_39_131_30_2018-07-24 15:58:08.935917,VG_STA_0002_caltech,CA-305,2026-01-08T21:25:00,438.4166666666667,13.903,1.9,overnight_deep_charge,8,29.87,43099.0,COMPLETED,False,0,EU
VF8VNF_0016,2_39_128_18_2018-07-01 16:21:55.497422,VG_STA_0002_caltech,CA-308,2026-01-09T12:40:00,27.266666666666666,0.832,1.83,opportunity_fast_charge,8,49.36,2579.0,COMPLETED,False,1,EU
VF8VNF_0016,2_39_89_439_2018-07-24 16:14:33.582453,VG_STA_0002_caltech,CA-501,2026-01-09T20:18:00,351.75,4.174,0.71,overnight_deep_charge,9,59.23,12939.0,COMPLETED,False,0,EU
VF8VNF_0016,2_39_79_378_2018-07-24 23:21:02.689596,VG_STA_0002_caltech,CA-326,2026-01-10T20:47:00,258.3,22.738,5.28,overnight_deep_charge,10,48.01,70488.0,COMPLETED,False,0,EU
VF8VNF_0016,2_39_128_18_2018-07-01 23:12:56.510020,VG_STA_0002_caltech,CA-308,2026-01-11T13:25:00,23.466666666666665,2.364,6.04,opportunity_fast_charge,10,45.16,7328.0,COMPLETED,False,1,EU
VF8VNF_0016,2_39_123_23_2018-07-25 01:56:48.129063,VG_STA_0002_caltech,CA-313,2026-01-11T19:42:00,192.85,10.448,3.25,overnight_deep_charge,11,41.18,32389.0,COMPLETED,False,0,EU
VF8VNF_0016,2_39_79_378_2018-07-25 03:39:34.580437,VG_STA_0002_caltech,CA-326,2026-01-12T19:59:00,162.51666666666668,17.343,6.4,overnight_deep_charge,12,34.84,53763.0,COMPLETED,False,0,EU
VF8VNF_0016,2_39_95_27_2018-07-03 01:37:48.503221,VG_STA_0002_caltech,CA-319,2026-01-13T13:58:00,64.7,7.367,6.83,opportunity_fast_charge,12,51.11,22838.0,COMPLETED,False,1,EU
VF8VNF_0016,2_39_79_376_2018-07-25 20:44:58.854636,VG_STA_0002_caltech,CA-324,2026-01-13T20:58:00,337.46666666666664,15.396,2.74,overnight_deep_charge,13,36.8,47728.0,COMPLETED,False,0,EU
VF8VNF_0016,2_39_78_363_2018-07-26 17:06:52.697064,VG_STA_0002_caltech,CA-320,2026-01-14T18:48:00,546.0833333333334,21.938,2.41,overnight_deep_charge,14,59.89,68008.0,COMPLETED,False,0,EU
VF8VNF_0016,2_39_131_30_2018-07-04 19:11:00.774795,VG_STA_0002_caltech,CA-305,2026-01-15T12:57:00,74.73333333333333,8.32,6.68,opportunity_fast_charge,14,38.3,25792.0,COMPLETED,False,1,EU
VF8VNF_0017,2_39_128_18_2018-07-27 01:00:34.065475,VG_STA_0002_caltech,CA-308,2025-12-31T20:51:00,178.25,13.88,4.67,overnight_deep_charge,0,41.48,43028.0,COMPLETED,False,0,EU
VF8VNF_0017,2_39_125_21_2018-07-05 01:19:18.168749,VG_STA_0002_caltech,CA-311,2026-01-01T13:01:00,27.733333333333334,3.013,6.52,opportunity_fast_charge,0,58.82,9340.0,COMPLETED,False,1,EU
VF8VNF_0017,2_39_79_378_2018-07-27 15:26:11.779738,VG_STA_0002_caltech,CA-326,2026-01-01T19:51:00,628.9,20.514,1.96,overnight_deep_charge,1,50.2,63593.0,COMPLETED,False,0,EU
VF8VNF_0017,2_39_127_19_2018-07-05 02:02:05.100519,VG_STA_0002_caltech,CA-309,2026-01-02T10:35:00,11.433333333333334,1.214,6.37,opportunity_fast_charge,1,65.0,3763.0,COMPLETED,False,1,EU
VF8VNF_0017,2_39_139_567_2018-07-27 16:32:01.065861,VG_STA_0002_caltech,CA-513,2026-01-02T19:17:00,315.25,9.071,1.73,overnight_deep_charge,2,56.92,28120.0,COMPLETED,False,0,EU
VF8VNF_0017,2_39_89_25_2018-07-05 04:48:59.936405,VG_STA_0002_caltech,CA-315,2026-01-03T14:20:00,26.533333333333335,2.769,6.26,opportunity_fast_charge,2,42.61,8584.0,COMPLETED,False,1,EU
VF8VNF_0017,2_39_127_561_2018-07-27 16:35:13.109993,VG_STA_0002_caltech,CA-507,2026-01-03T18:18:00,402.21666666666664,0.569,0.08,overnight_deep_charge,3,47.57,1764.0,COMPLETED,False,0,EU
VF8VNF_0017,2_39_91_441_2018-07-27 17:23:56.423659,VG_STA_0002_caltech,CA-499,2026-01-04T19:54:00,262.7,19.44,4.44,overnight_deep_charge,4,35.21,60264.0,COMPLETED,False,0,EU
VF8VNF_0017,2_39_126_20_2018-07-28 01:49:15.298213,VG_STA_0002_caltech,CA-310,2026-01-05T20:07:00,318.6166666666667,13.894,2.62,overnight_deep_charge,5,38.97,43071.0,COMPLETED,False,0,EU
VF8VNF_0017,2_39_78_365_2018-07-28 07:45:58.214329,VG_STA_0002_caltech,CA-321,2026-01-06T20:23:00,466.31666666666666,16.71,2.15,overnight_deep_charge,6,39.59,51801.0,COMPLETED,False,0,EU
VF8VNF_0017,2_39_129_17_2018-07-28 14:53:30.801063,VG_STA_0002_caltech,CA-307,2026-01-07T19:13:00,121.6,2.292,1.13,overnight_deep_charge,7,40.05,7105.0,COMPLETED,False,0,EU
VF8VNF_0017,2_39_79_377_2018-07-05 05:51:48.051780,VG_STA_0002_caltech,CA-325,2026-01-08T13:12:00,10.7,1.077,6.04,opportunity_fast_charge,7,23.48,3339.0,COMPLETED,False,1,EU
VF8VNF_0017,2_39_79_380_2018-07-29 00:28:03.198309,VG_STA_0002_caltech,CA-489,2026-01-08T21:45:00,321.56666666666666,11.178,2.09,overnight_deep_charge,8,46.16,34652.0,COMPLETED,False,0,EU
VF8VNF_0017,2_39_130_31_2018-07-06 00:08:54.348712,VG_STA_0002_caltech,CA-306,2026-01-09T13:36:00,32.13333333333333,3.273,6.11,opportunity_fast_charge,8,47.4,10146.0,COMPLETED,False,1,EU
VF8VNF_0017,2_39_78_360_2018-07-29 06:19:33.841408,VG_STA_0002_caltech,CA-322,2026-01-09T18:50:00,586.7333333333333,14.937,1.53,overnight_deep_charge,9,50.16,46305.0,COMPLETED,False,0,EU
VF8VNF_0017,2_39_79_377_2018-07-29 19:27:41.748610,VG_STA_0002_caltech,CA-325,2026-01-10T20:48:00,279.25,15.794,3.39,overnight_deep_charge,10,41.9,48961.0,COMPLETED,False,0,EU
VF8VNF_0017,2_39_83_387_2018-07-06 00:33:23.371287,VG_STA_0002_caltech,CA-149,2026-01-11T10:55:00,68.76666666666667,3.999,3.49,opportunity_fast_charge,10,36.08,12397.0,COMPLETED,False,1,EU
VF8VNF_0017,2_39_83_386_2018-07-30 15:56:59.578193,VG_STA_0002_caltech,CA-212,2026-01-11T18:14:00,489.1,14.308,1.76,overnight_deep_charge,11,46.36,44355.0,COMPLETED,False,0,EU
VF8VNF_0017,2_39_78_361_2018-07-30 16:14:06.134899,VG_STA_0002_caltech,CA-493,2026-01-12T21:42:00,391.81666666666666,8.522,1.3,overnight_deep_charge,12,39.49,26418.0,COMPLETED,False,0,EU
VF8VNF_0017,2_39_91_437_2018-07-30 16:54:17.943140,VG_STA_0002_caltech,CA-317,2026-01-13T19:12:00,514.6666666666666,14.398,1.68,overnight_deep_charge,13,40.12,44634.0,COMPLETED,False,0,EU
VF8VNF_0017,2_39_92_442_2018-07-06 17:14:59.232078,VG_STA_0002_caltech,CA-498,2026-01-14T12:10:00,86.18333333333334,3.016,2.1,opportunity_fast_charge,13,45.99,9350.0,COMPLETED,False,1,EU
VF8VNF_0017,2_39_90_440_2018-07-30 17:04:49.435100,VG_STA_0002_caltech,CA-500,2026-01-14T19:48:00,548.6333333333333,8.264,0.9,overnight_deep_charge,14,49.48,25618.0,COMPLETED,False,0,EU
VF8VNF_0017,2_39_123_23_2018-07-07 15:52:04.981763,VG_STA_0002_caltech,CA-313,2026-01-15T11:43:00,63.516666666666666,3.25,3.07,opportunity_fast_charge,14,39.07,10075.0,COMPLETED,False,1,EU
VF8VNF_0018,2_39_125_21_2018-07-31 02:49:37.947068,VG_STA_0002_caltech,CA-311,2025-12-31T18:33:00,671.7,13.304,1.19,overnight_deep_charge,0,57.39,41242.0,COMPLETED,False,0,EU
VF8VNF_0018,2_39_90_440_2018-07-07 21:21:42.624890,VG_STA_0002_caltech,CA-500,2026-01-01T10:04:00,68.3,5.98,5.25,opportunity_fast_charge,0,27.15,18538.0,COMPLETED,False,1,EU
VF8VNF_0018,2_39_79_381_2018-07-31 03:57:08.236297,VG_STA_0002_caltech,CA-490,2026-01-01T18:25:00,661.9666666666667,39.935,3.62,overnight_deep_charge,1,44.84,123798.0,COMPLETED,False,0,EU
VF8VNF_0018,2_39_78_363_2018-07-31 06:18:55.808810,VG_STA_0002_caltech,CA-320,2026-01-02T18:04:00,259.95,15.212,3.51,overnight_deep_charge,2,39.77,47157.0,COMPLETED,False,0,EU
VF8VNF_0018,2_39_128_18_2018-07-31 23:09:33.371842,VG_STA_0002_caltech,CA-308,2026-01-03T19:15:00,334.51666666666665,13.973,2.51,overnight_deep_charge,3,33.89,43316.0,COMPLETED,False,0,EU
VF8VNF_0018,2_39_83_387_2018-07-07 22:18:51.525284,VG_STA_0002_caltech,CA-149,2026-01-04T10:32:00,22.916666666666668,0.588,1.54,opportunity_fast_charge,3,40.29,1823.0,COMPLETED,False,1,EU
VF8VNF_0018,2_39_78_365_2018-08-01 03:44:13.345555,VG_STA_0002_caltech,CA-321,2026-01-04T20:00:00,565.6,16.706,1.77,overnight_deep_charge,4,35.95,51789.0,COMPLETED,False,0,EU
VF8VNF_0018,2_39_83_387_2018-07-07 22:41:58.740280,VG_STA_0002_caltech,CA-149,2026-01-05T13:05:00,12.666666666666666,0.734,3.48,opportunity_fast_charge,4,52.53,2275.0,COMPLETED,False,1,EU
VF8VNF_0018,2_39_95_27_2018-08-01 14:08:26.947813,VG_STA_0002_caltech,CA-319,2026-01-05T18:17:00,613.6833333333333,10.835,1.06,overnight_deep_charge,5,52.79,33588.0,COMPLETED,False,0,EU
VF8VNF_0018,2_39_128_562_2018-08-01 16:27:36.193670,VG_STA_0002_caltech,CA-508,2026-01-06T19:16:00,370.5,11.206,1.81,overnight_deep_charge,6,35.66,34739.0,COMPLETED,False,0,EU
VF8VNF_0018,2_39_131_30_2018-07-07 23:35:07.630207,VG_STA_0002_caltech,CA-305,2026-01-07T10:17:00,23.116666666666667,2.198,5.7,opportunity_fast_charge,6,37.08,6814.0,COMPLETED,False,1,EU
VF8VNF_0018,2_39_78_361_2018-08-01 16:44:34.795923,VG_STA_0002_caltech,CA-493,2026-01-07T19:40:00,425.75,11.617,1.64,overnight_deep_charge,7,62.54,36013.0,COMPLETED,False,0,EU
VF8VNF_0018,2_39_78_360_2018-08-02 05:52:53.240238,VG_STA_0002_caltech,CA-322,2026-01-08T20:01:00,469.53333333333336,16.509,2.11,overnight_deep_charge,8,28.19,51178.0,COMPLETED,False,0,EU
VF8VNF_0018,2_39_78_360_2018-08-02 15:22:17.466473,VG_STA_0002_caltech,CA-322,2026-01-09T21:18:00,444.1333333333333,4.886,0.66,overnight_deep_charge,9,45.31,15147.0,COMPLETED,False,0,EU
VF8VNF_0018,2_39_139_28_2018-07-08 04:34:24.361567,VG_STA_0002_caltech,CA-303,2026-01-10T14:23:00,10.866666666666667,1.023,5.65,opportunity_fast_charge,9,64.73,3171.0,COMPLETED,False,1,EU
VF8VNF_0018,2_39_78_363_2018-08-02 16:57:06.321294,VG_STA_0002_caltech,CA-320,2026-01-10T20:20:00,238.95,6.852,1.72,overnight_deep_charge,10,34.25,21241.0,COMPLETED,False,0,EU
VF8VNF_0018,2_39_127_19_2018-08-03 01:58:04.300695,VG_STA_0002_caltech,CA-309,2026-01-11T18:49:00,180.88333333333333,10.14,3.36,overnight_deep_charge,11,54.78,31434.0,COMPLETED,False,0,EU
VF8VNF_0018,2_39_127_19_2018-07-08 04:40:21.165930,VG_STA_0002_caltech,CA-309,2026-01-12T10:25:00,17.216666666666665,1.806,6.29,opportunity_fast_charge,11,50.23,5599.0,COMPLETED,False,1,EU
VF8VNF_0018,2_39_92_436_2018-08-03 13:51:19.787325,VG_STA_0002_caltech,CA-318,2026-01-12T20:29:00,293.05,12.896,2.64,overnight_deep_charge,12,44.68,39978.0,COMPLETED,False,0,EU
VF8VNF_0018,2_39_95_444_2018-08-03 17:38:07.914347,VG_STA_0002_caltech,CA-497,2026-01-13T19:53:00,399.06666666666666,14.967,2.25,overnight_deep_charge,13,38.01,46398.0,COMPLETED,False,0,EU
VF8VNF_0018,2_39_126_20_2018-08-03 19:34:54.542258,VG_STA_0002_caltech,CA-310,2026-01-14T20:38:00,1008.8333333333334,2.047,0.12,overnight_deep_charge,14,54.28,6346.0,COMPLETED,False,0,EU
VF8VNF_0018,2_39_125_21_2018-07-08 15:33:48.292071,VG_STA_0002_caltech,CA-311,2026-01-15T13:22:00,64.61666666666666,7.168,6.66,opportunity_fast_charge,14,50.95,22221.0,COMPLETED,False,1,EU
VF8VNF_0019,2_39_91_441_2018-08-04 04:09:45.700510,VG_STA_0002_caltech,CA-499,2025-12-31T20:46:00,947.0166666666667,13.987,0.89,overnight_deep_charge,0,53.55,43360.0,COMPLETED,False,0,EU
VF8VNF_0019,2_39_78_366_2018-08-04 13:42:13.217777,VG_STA_0002_caltech,CA-323,2026-01-01T21:46:00,146.28333333333333,10.874,4.46,overnight_deep_charge,1,51.61,33709.0,COMPLETED,False,0,EU
VF8VNF_0019,2_39_79_376_2018-08-04 22:47:08.785312,VG_STA_0002_caltech,CA-324,2026-01-02T21:49:00,218.5,4.432,1.22,overnight_deep_charge,2,23.23,13739.0,COMPLETED,False,0,EU
VF8VNF_0019,2_39_139_28_2018-08-05 00:34:52.933199,VG_STA_0002_caltech,CA-303,2026-01-03T18:05:00,157.75,6.115,2.33,overnight_deep_charge,3,48.11,18956.0,COMPLETED,False,0,EU
VF8VNF_0019,2_39_126_20_2018-07-08 16:49:54.294804,VG_STA_0002_caltech,CA-310,2026-01-04T11:23:00,20.133333333333333,2.041,6.08,opportunity_fast_charge,3,50.94,6327.0,COMPLETED,False,1,EU
VF8VNF_0019,2_39_138_29_2018-08-05 21:05:25.338827,VG_STA_0002_caltech,CA-304,2026-01-04T20:58:00,277.18333333333334,13.877,3.0,overnight_deep_charge,4,63.74,43019.0,COMPLETED,False,0,EU
VF8VNF_0019,2_39_91_441_2018-08-05 22:00:59.906977,VG_STA_0002_caltech,CA-499,2026-01-05T21:58:00,129.65,11.884,5.5,overnight_deep_charge,5,31.92,36840.0,COMPLETED,False,0,EU
VF8VNF_0019,2_39_123_23_2018-07-08 23:23:26.195932,VG_STA_0002_caltech,CA-313,2026-01-06T10:55:00,15.833333333333334,0.896,3.4,opportunity_fast_charge,5,37.21,2778.0,COMPLETED,False,1,EU
VF8VNF_0019,2_39_91_441_2018-08-06 00:17:40.774813,VG_STA_0002_caltech,CA-499,2026-01-06T19:07:00,243.86666666666667,13.87,3.41,overnight_deep_charge,6,33.9,42997.0,COMPLETED,False,0,EU
