record_id,vehicle_vin,day_idx,sample_idx,timestamp,speed_kmh,motor_rpm,battery_soc,battery_voltage,battery_current,battery_temp_c,state_at_sample,assigned_day_index,ved_reference_veh_id,synthetic_gap_indicator,event_sequence_index,latitude,longitude,accel_z,telemetry_coverage
EV_REC_21665,VF8VNF_0016,0,65,2026-01-01T16:15:00,50.25,3537,62.48,362.1,0.0,21.09,DRIVING_PASSENGER,0,550,False,65,21.020602,105.846482,0.104,full
EV_REC_21666,VF8VNF_0016,0,66,2026-01-01T16:30:00,67.04,4885,60.72,349.62,18.31,36.77,DRIVING_PASSENGER,0,550,False,66,20.990319,105.803805,0.259,full
EV_REC_21667,VF8VNF_0016,0,67,2026-01-01T16:45:00,0.0,0,42.72,362.57,-3.16,34.37,IDLE,0,550,False,67,21.033735,105.826324,0.0,full
EV_REC_21668,VF8VNF_0016,0,68,2026-01-01T17:00:00,0.0,0,42.28,361.05,2.34,32.53,IDLE,0,550,False,68,21.025164,105.82011,0.0,full
EV_REC_21669,VF8VNF_0016,0,69,2026-01-01T17:15:00,0.0,0,42.12,354.07,1.04,31.24,IDLE,0,550,False,69,21.031085,105.826858,0.0,full
EV_REC_21670,VF8VNF_0016,0,70,2026-01-01T17:30:00,0.0,0,41.08,349.68,2.39,27.99,IDLE,0,550,False,70,21.025466,105.823858,0.0,full
EV_REC_21671,VF8VNF_0016,0,71,2026-01-01T17:45:00,0.0,0,40.46,360.63,0.57,29.67,IDLE,0,550,False,71,21.029004,105.821722,0.0,full
EV_REC_21672,VF8VNF_0016,0,72,2026-01-01T18:00:00,0.0,0,41.13,349.08,1.75,36.16,IDLE,0,550,False,72,21.026693,105.824399,0.0,full
EV_REC_21673,VF8VNF_0016,0,73,2026-01-01T18:15:00,0.0,0,41.2,359.88,1.6,30.24,IDLE,0,550,False,73,21.027738,105.822409,0.0,full
EV_REC_21674,VF8VNF_0016,0,74,2026-01-01T18:30:00,0.0,0,40.72,356.42,-3.15,34.09,IDLE,0,550,False,74,21.026549,105.815464,0.0,full
EV_REC_21675,VF8VNF_0016,0,75,2026-01-01T18:45:00,0.0,0,41.41,357.48,-0.48,36.33,IDLE,0,550,False,75,21.02771,105.820301,0.0,full
EV_REC_21676,VF8VNF_0016,0,76,2026-01-01T19:00:00,0.0,0,41.26,348.83,-0.15,24.4,IDLE,0,550,False,76,21.03456,105.825091,0.0,full
EV_REC_21677,VF8VNF_0016,0,77,2026-01-01T19:15:00,0.0,0,41.6,358.94,2.88,37.78,IDLE,0,550,False,77,21.030472,105.831864,0.0,full
EV_REC_21678,VF8VNF_0016,0,78,2026-01-01T19:30:00,0.0,0,41.13,359.75,-0.1,33.34,IDLE,0,550,False,78,21.023868,105.831859,0.0,full
EV_REC_21679,VF8VNF_0016,0,79,2026-01-01T19:45:00,0.0,0,42.34,359.71,2.04,33.76,IDLE,0,550,False,79,21.024277,105.834775,0.0,full
EV_REC_21680,VF8VNF_0016,0,80,2026-01-01T20:00:00,0.0,0,42.72,352.92,-1.98,37.25,IDLE,0,550,False,80,21.02025,105.816268,0.0,full
EV_REC_21681,VF8VNF_0016,0,81,2026-01-01T20:15:00,0.0,0,43.09,369.45,-0.54,28.59,IDLE,0,550,False,81,21.021226,105.829355,0.0,full
EV_REC_21682,VF8VNF_0016,0,82,2026-01-01T20:30:00,0.0,0,39.11,356.43,-2.3,31.99,IDLE,0,550,False,82,21.021696,105.828927,0.0,full
EV_REC_21683,VF8VNF_0016,0,83,2026-01-01T20:45:00,0.0,0,40.36,360.16,-2.68,29.49,IDLE,0,550,False,83,21.019728,105.821281,0.0,full
EV_REC_21684,VF8VNF_0016,0,84,2026-01-01T21:00:00,0.0,0,40.2,355.61,3.46,35.9,IDLE,0,550,False,84,21.029543,105.821317,0.0,full
EV_REC_21685,VF8VNF_0016,0,85,2026-01-01T21:15:00,0.0,0,40.37,363.2,-2.86,33.14,IDLE,0,550,False,85,21.029508,105.826669,0.0,full
EV_REC_21686,VF8VNF_0016,0,86,2026-01-01T21:30:00,0.0,0,41.59,350.4,-37.84,27.41,CHARGING,0,550,False,86,21.027606,105.828938,0.0,full
EV_REC_21687,VF8VNF_0016,0,87,2026-01-01T21:45:00,0.0,0,45.34,353.36,-25.57,32.53,CHARGING,0,550,False,87,21.031584,105.8324,0.0,full
EV_REC_21688,VF8VNF_0016,0,88,2026-01-01T22:00:00,0.0,0,46.92,356.7,-59.89,22.88,CHARGING,0,550,False,88,21.03736,105.824386,0.0,full
EV_REC_21689,VF8VNF_0016,0,89,2026-01-01T22:15:00,0.0,0,47.98,359.77,-38.72,34.33,CHARGING,0,550,False,89,21.012763,105.820642,0.0,full
EV_REC_21690,VF8VNF_0016,0,90,2026-01-01T22:30:00,0.0,0,51.65,359.89,-33.19,36.23,CHARGING,0,550,False,90,21.018458,105.817314,0.0,full
EV_REC_21691,VF8VNF_0016,0,91,2026-01-01T22:45:00,0.0,0,51.04,359.35,-43.85,32.24,CHARGING,0,550,False,91,21.027026,105.825994,0.0,full
EV_REC_21692,VF8VNF_0016,0,92,2026-01-01T23:00:00,0.0,0,53.33,366.19,-60.95,31.87,CHARGING,0,550,False,92,21.024944,105.820953,0.0,full
EV_REC_21693,VF8VNF_0016,0,93,2026-01-01T23:15:00,0.0,0,55.24,357.93,-39.44,39.26,CHARGING,0,550,False,93,21.025167,105.824684,0.0,full
EV_REC_21694,VF8VNF_0016,0,94,2026-01-01T23:30:00,0.0,0,59.55,362.9,-33.83,30.88,CHARGING,0,550,False,94,21.015739,105.823261,0.0,full
EV_REC_21695,VF8VNF_0016,0,95,2026-01-01T23:45:00,0.0,0,61.51,366.3,-42.22,30.48,CHARGING,0,550,False,95,21.025987,105.830086,0.0,full
EV_REC_21696,VF8VNF_0016,1,0,2026-01-02T00:00:00,0.0,0,67.96,357.53,-38.24,31.41,CHARGING,1,550,False,0,21.030071,105.82606,0.0,full
EV_REC_21697,VF8VNF_0016,1,1,2026-01-02T00:15:00,0.0,0,68.24,358.83,-31.79,20.21,CHARGING,1,550,False,1,21.019163,105.826882,0.0,full
EV_REC_21698,VF8VNF_0016,1,2,2026-01-02T00:30:00,0.0,0,69.44,358.84,-63.0,34.66,CHARGING,1,550,False,2,21.028815,105.832632,0.0,full
EV_REC_21699,VF8VNF_0016,1,3,2026-01-02T00:45:00,0.0,0,73.34,368.58,-24.85,33.2,CHARGING,1,550,False,3,21.027819,105.823694,0.0,full
EV_REC_21700,VF8VNF_0016,1,4,2026-01-02T01:00:00,0.0,0,75.6,358.48,-38.93,21.46,CHARGING,1,550,False,4,21.017952,105.827727,0.0,full
EV_REC_21701,VF8VNF_0016,1,5,2026-01-02T01:15:00,0.0,0,76.78,365.24,-38.43,26.66,CHARGING,1,550,False,5,21.025381,105.823477,0.0,full
EV_REC_21702,VF8VNF_0016,1,6,2026-01-02T01:30:00,0.0,0,77.41,359.61,-40.72,26.89,CHARGING,1,550,False,6,21.023312,105.817772,0.0,full
EV_REC_21703,VF8VNF_0016,1,7,2026-01-02T01:45:00,0.0,0,76.45,358.51,-19.63,35.06,CHARGING,1,550,False,7,21.027272,105.81787,0.0,full
EV_REC_21704,VF8VNF_0016,1,8,2026-01-02T02:00:00,0.0,0,80.43,360.95,-20.93,31.67,CHARGING,1,550,False,8,21.026071,105.820328,0.0,full
EV_REC_21705,VF8VNF_0016,1,9,2026-01-02T02:15:00,0.0,0,80.66,370.54,-30.35,34.89,CHARGING,1,550,False,9,21.029624,105.825223,0.0,full
EV_REC_21706,VF8VNF_0016,1,10,2026-01-02T02:30:00,0.0,0,82.55,370.42,-44.01,38.47,CHARGING,1,550,False,10,21.02625,105.832087,0.0,full
EV_REC_21707,VF8VNF_0016,1,11,2026-01-02T02:45:00,0.0,0,84.45,369.4,-49.36,40.99,CHARGING,1,550,False,11,21.018462,105.826108,0.0,full
EV_REC_21708,VF8VNF_0016,1,12,2026-01-02T03:00:00,0.0,0,85.83,360.13,-46.31,40.72,CHARGING,1,550,False,12,21.028627,105.822281,0.0,full
EV_REC_21709,VF8VNF_0016,1,13,2026-01-02T03:15:00,0.0,0,87.2,367.61,-43.52,34.61,CHARGING,1,550,False,13,21.015042,105.829006,0.0,full
EV_REC_21710,VF8VNF_0016,1,14,2026-01-02T03:30:00,0.0,0,89.71,356.75,-46.9,28.59,CHARGING,1,550,False,14,21.027486,105.821197,0.0,full
EV_REC_21711,VF8VNF_0016,1,15,2026-01-02T03:45:00,0.0,0,91.84,374.98,-25.79,24.82,CHARGING,1,550,False,15,21.018399,105.825968,0.0,full
EV_REC_21712,VF8VNF_0016,1,16,2026-01-02T04:00:00,0.0,0,91.56,361.14,0.55,23.48,IDLE,1,550,False,16,21.029557,105.827148,0.0,full
EV_REC_21713,VF8VNF_0016,1,17,2026-01-02T04:15:00,0.0,0,91.2,368.98,1.57,35.7,IDLE,1,550,False,17,21.021215,105.827068,0.0,full
EV_REC_21714,VF8VNF_0016,1,18,2026-01-02T04:30:00,0.0,0,92.0,365.31,-1.44,26.45,IDLE,1,550,False,18,21.026855,105.828795,0.0,full
EV_REC_21715,VF8VNF_0016,1,19,2026-01-02T04:45:00,0.0,0,91.24,363.0,2.63,33.29,IDLE,1,550,False,19,21.031273,105.825453,0.0,full
EV_REC_21716,VF8VNF_0016,1,20,2026-01-02T05:00:00,0.0,0,92.84,367.5,0.56,36.39,IDLE,1,550,False,20,21.026204,105.824638,0.0,full
EV_REC_21717,VF8VNF_0016,1,21,2026-01-02T05:15:00,0.0,0,91.05,363.13,-3.98,33.44,IDLE,1,550,False,21,21.015929,105.828273,0.0,full
EV_REC_21718,VF8VNF_0016,1,22,2026-01-02T05:30:00,0.0,0,91.77,365.39,0.35,29.91,IDLE,1,550,False,22,21.027594,105.824003,0.0,full
EV_REC_21719,VF8VNF_0016,1,23,2026-01-02T05:45:00,0.0,0,91.29,364.28,-0.07,32.56,IDLE,1,550,False,23,21.021046,105.829206,0.0,full
EV_REC_21720,VF8VNF_0016,1,24,2026-01-02T06:00:00,33.21,2388,91.22,370.99,47.74,27.56,DRIVING_PASSENGER,1,550,False,24,21.032556,105.831531,0.205,full
EV_REC_21721,VF8VNF_0016,1,25,2026-01-02T06:15:00,36.38,2556,91.74,360.47,10.84,39.02,DRIVING_PASSENGER,1,550,False,25,21.024474,105.824381,-0.017,full
EV_REC_21722,VF8VNF_0016,1,26,2026-01-02T06:30:00,93.91,7013,91.21,366.89,8.17,36.93,DRIVING_PASSENGER,1,550,False,26,21.022828,105.805837,-0.373,full
EV_REC_21723,VF8VNF_0016,1,27,2026-01-02T06:45:00,0.0,0,35.75,351.58,-0.78,28.79,IDLE,1,550,False,27,21.032176,105.822315,0.0,full
EV_REC_21724,VF8VNF_0016,1,28,2026-01-02T07:00:00,76.27,5664,87.92,366.77,24.43,28.2,DRIVING_PASSENGER,1,550,False,28,21.004529,105.866099,0.117,full
EV_REC_21725,VF8VNF_0016,1,29,2026-01-02T07:15:00,71.7,5284,86.46,367.38,6.82,37.43,DRIVING_PASSENGER,1,550,False,29,21.037674,105.852751,-0.154,full
EV_REC_21726,VF8VNF_0016,1,30,2026-01-02T07:30:00,58.83,4143,86.51,360.7,0.74,28.69,DRIVING_PASSENGER,1,550,False,30,21.011948,105.797773,0.429,full
EV_REC_21727,VF8VNF_0016,1,31,2026-01-02T07:45:00,46.9,3434,86.35,358.06,0.0,31.89,DEADHEAD,1,550,False,31,21.036582,105.818263,-0.385,full
EV_REC_21728,VF8VNF_0016,1,32,2026-01-02T08:00:00,0.0,0,36.77,360.65,-1.26,36.5,IDLE,1,550,False,32,21.020719,105.831812,0.0,full
EV_REC_21729,VF8VNF_0016,1,33,2026-01-02T08:15:00,87.13,6340,82.48,361.8,59.42,23.44,DRIVING_PASSENGER,1,550,False,33,20.999329,105.820512,-0.438,full
EV_REC_21730,VF8VNF_0016,1,34,2026-01-02T08:30:00,0.0,0,84.39,362.26,-2.35,28.97,IDLE,1,550,False,34,21.023774,105.819201,0.0,full
EV_REC_21731,VF8VNF_0016,1,35,2026-01-02T08:45:00,0.0,0,36.7,350.39,-0.86,34.07,IDLE,1,550,False,35,21.021355,105.829151,0.0,full
EV_REC_21732,VF8VNF_0016,1,36,2026-01-02T09:00:00,0.0,0,37.43,359.28,-2.04,33.76,IDLE,1,550,False,36,21.026379,105.8269,0.0,full
EV_REC_21733,VF8VNF_0016,1,37,2026-01-02T09:15:00,0.0,0,36.48,351.75,0.44,37.85,IDLE,1,550,False,37,21.028634,105.819115,0.0,full
EV_REC_21734,VF8VNF_0016,1,38,2026-01-02T09:30:00,0.0,0,36.02,353.51,-0.66,31.4,IDLE,1,550,False,38,21.020282,105.822612,0.0,full
EV_REC_21735,VF8VNF_0016,1,39,2026-01-02T09:45:00,0.0,0,37.66,347.07,0.95,40.68,IDLE,1,550,False,39,21.025739,105.826141,0.0,full
EV_REC_21736,VF8VNF_0016,1,40,2026-01-02T10:00:00,0.0,0,36.92,363.75,0.59,35.19,IDLE,1,550,False,40,21.025835,105.82774,0.0,full
EV_REC_21737,VF8VNF_0016,1,41,2026-01-02T10:15:00,0.0,0,36.42,360.24,-1.35,34.23,IDLE,1,550,False,41,21.031095,105.826466,0.0,full
EV_REC_21738,VF8VNF_0016,1,42,2026-01-02T10:30:00,0.0,0,37.96,361.53,-1.0,36.66,IDLE,1,550,False,42,21.023259,105.824354,0.0,full
EV_REC_21739,VF8VNF_0016,1,43,2026-01-02T10:45:00,0.0,0,38.03,356.22,0.97,32.46,IDLE,1,550,False,43,21.029071,105.819711,0.0,full
EV_REC_21740,VF8VNF_0016,1,44,2026-01-02T11:00:00,0.0,0,37.13,363.66,-2.84,33.45,IDLE,1,550,False,44,21.022471,105.827754,0.0,full
EV_REC_21741,VF8VNF_0016,1,45,2026-01-02T11:15:00,0.0,0,34.8,355.69,0.79,37.7,IDLE,1,550,False,45,21.028721,105.825722,0.0,full
EV_REC_21742,VF8VNF_0016,1,46,2026-01-02T11:30:00,0.0,0,42.34,360.18,-39.77,34.23,CHARGING,1,550,False,46,21.032029,105.820292,0.0,full
EV_REC_21743,VF8VNF_0016,1,47,2026-01-02T11:45:00,0.0,0,60.96,351.27,-51.58,33.76,CHARGING,1,550,False,47,21.020699,105.825521,0.0,full
EV_REC_21744,VF8VNF_0016,1,48,2026-01-02T12:00:00,0.0,0,76.39,357.95,-42.65,26.92,CHARGING,1,550,False,48,21.022528,105.816691,0.0,full
EV_REC_21745,VF8VNF_0016,1,49,2026-01-02T12:15:00,60.57,4555,69.84,359.53,0.26,35.26,DRIVING_PASSENGER,1,550,False,49,21.022227,105.791209,0.342,full
EV_REC_21746,VF8VNF_0016,1,50,2026-01-02T12:30:00,0.0,0,36.47,351.11,-4.41,35.82,IDLE,1,550,False,50,21.019511,105.827581,0.0,full
EV_REC_21747,VF8VNF_0016,1,51,2026-01-02T12:45:00,42.42,3063,66.91,368.33,25.5,29.56,DEADHEAD,1,550,False,51,20.99148,105.850892,-0.513,full
EV_REC_21748,VF8VNF_0016,1,52,2026-01-02T13:00:00,52.39,3977,69.74,362.6,34.36,30.55,DEADHEAD,1,550,False,52,21.010802,105.810414,-0.115,full
EV_REC_21749,VF8VNF_0016,1,53,2026-01-02T13:15:00,0.0,0,36.02,362.27,-0.92,31.03,IDLE,1,550,False,53,21.021905,105.828534,0.0,full
EV_REC_21750,VF8VNF_0016,1,54,2026-01-02T13:30:00,68.15,5004,67.18,358.49,55.61,41.0,DRIVING_PASSENGER,1,550,False,54,21.015971,105.834804,0.244,full
EV_REC_21751,VF8VNF_0016,1,55,2026-01-02T13:45:00,0.0,0,65.78,363.23,1.07,36.3,IDLE,1,550,False,55,21.020197,105.828239,0.0,full
EV_REC_21752,VF8VNF_0016,1,56,2026-01-02T14:00:00,45.06,3398,65.02,362.31,20.61,36.6,DEADHEAD,1,550,False,56,21.034435,105.814271,-0.254,full
EV_REC_21753,VF8VNF_0016,1,57,2026-01-02T14:15:00,0.0,0,37.17,355.26,-0.27,32.47,IDLE,1,550,False,57,21.026362,105.829903,0.0,full
EV_REC_21754,VF8VNF_0016,1,58,2026-01-02T14:30:00,52.14,3774,62.04,356.96,79.8,39.4,DRIVING_PASSENGER,1,550,False,58,21.022412,105.779698,0.685,full
EV_REC_21755,VF8VNF_0016,1,59,2026-01-02T14:45:00,70.07,5158,62.12,365.68,97.0,34.26,DRIVING_PASSENGER,1,550,False,59,21.051323,105.776892,0.186,full
EV_REC_21756,VF8VNF_0016,1,60,2026-01-02T15:00:00,82.12,5913,62.62,354.08,0.0,30.15,DRIVING_PASSENGER,1,550,False,60,21.011465,105.838009,-0.339,full
EV_REC_21757,VF8VNF_0016,1,61,2026-01-02T15:15:00,70.37,5205,60.91,353.51,0.0,40.31,DRIVING_PASSENGER,1,550,False,61,20.998305,105.852438,-0.268,full
EV_REC_21758,VF8VNF_0016,1,62,2026-01-02T15:30:00,68.1,5183,58.5,360.85,0.0,26.15,DRIVING_PASSENGER,1,550,False,62,21.008101,105.857917,-0.734,full
EV_REC_21759,VF8VNF_0016,1,63,2026-01-02T15:45:00,70.5,5434,59.14,356.53,49.18,35.94,DRIVING_PASSENGER,1,550,False,63,21.019006,105.777752,0.354,full
EV_REC_21760,VF8VNF_0016,1,64,2026-01-02T16:00:00,0.0,0,36.85,359.17,3.98,36.6,IDLE,1,550,False,64,21.023221,105.821359,0.0,full
EV_REC_21761,VF8VNF_0016,1,65,2026-01-02T16:15:00,47.7,3721,56.05,355.6,4.77,36.51,DEADHEAD,1,550,False,65,21.023946,105.841689,-0.017,full
EV_REC_21762,VF8VNF_0016,1,66,2026-01-02T16:30:00,0.0,0,55.54,367.24,-0.39,34.16,IDLE,1,550,False,66,21.032013,105.82461,0.0,full
EV_REC_21763,VF8VNF_0016,1,67,2026-01-02T16:45:00,75.26,5897,54.48,353.55,52.27,27.79,DRIVING_PASSENGER,1,550,False,67,21.05982,105.82856,-0.557,full
EV_REC_21764,VF8VNF_0016,1,68,2026-01-02T17:00:00,0.0,0,53.84,367.95,-2.71,28.35,IDLE,1,550,False,68,21.021023,105.830275,0.0,full
EV_REC_21765,VF8VNF_0016,1,69,2026-01-02T17:15:00,58.27,4110,52.67,353.98,56.83,20.69,DRIVING_PASSENGER,1,550,False,69,21.058327,105.847452,-0.173,full
EV_REC_21766,VF8VNF_0016,1,70,2026-01-02T17:30:00,42.41,2747,53.07,365.49,0.0,29.45,DRIVING_PASSENGER,1,550,False,70,21.047589,105.82654,-0.227,full
EV_REC_21767,VF8VNF_0016,1,71,2026-01-02T17:45:00,0.0,0,51.47,357.42,-0.89,37.3,IDLE,1,550,False,71,21.021547,105.822204,0.0,full
EV_REC_21768,VF8VNF_0016,1,72,2026-01-02T18:00:00,0.0,0,37.22,353.92,1.01,36.47,IDLE,1,550,False,72,21.024812,105.828468,0.0,full
EV_REC_21769,VF8VNF_0016,1,73,2026-01-02T18:15:00,0.0,0,36.22,355.15,2.44,37.5,IDLE,1,550,False,73,21.017804,105.824333,0.0,full
EV_REC_21770,VF8VNF_0016,1,74,2026-01-02T18:30:00,0.0,0,36.99,366.29,-3.48,35.01,IDLE,1,550,False,74,21.022409,105.829706,0.0,full
EV_REC_21771,VF8VNF_0016,1,75,2026-01-02T18:45:00,0.0,0,38.8,355.66,-49.1,38.29,CHARGING,1,550,False,75,21.023963,105.825112,0.0,full
EV_REC_21772,VF8VNF_0016,1,76,2026-01-02T19:00:00,0.0,0,41.15,351.94,-50.87,31.74,CHARGING,1,550,False,76,21.022181,105.816722,0.0,full
EV_REC_21773,VF8VNF_0016,1,77,2026-01-02T19:15:00,0.0,0,44.0,352.2,-37.59,31.56,CHARGING,1,550,False,77,21.028002,105.827052,0.0,full
EV_REC_21774,VF8VNF_0016,1,78,2026-01-02T19:30:00,0.0,0,43.92,349.37,-46.9,33.81,CHARGING,1,550,False,78,21.041468,105.822245,0.0,full
EV_REC_21775,VF8VNF_0016,1,79,2026-01-02T19:45:00,0.0,0,45.62,357.15,-48.43,42.06,CHARGING,1,550,False,79,21.023123,105.831239,0.0,full
EV_REC_21776,VF8VNF_0016,1,80,2026-01-02T20:00:00,0.0,0,46.64,357.64,-35.85,33.56,CHARGING,1,550,False,80,21.021738,105.819691,0.0,full
EV_REC_21777,VF8VNF_0016,1,81,2026-01-02T20:15:00,0.0,0,50.04,366.65,-47.11,29.55,CHARGING,1,550,False,81,21.020898,105.815491,0.0,full
EV_REC_21778,VF8VNF_0016,1,82,2026-01-02T20:30:00,0.0,0,51.92,355.58,-45.13,25.61,CHARGING,1,550,False,82,21.027877,105.82674,0.0,full
EV_REC_21779,VF8VNF_0016,1,83,2026-01-02T20:45:00,0.0,0,53.27,354.92,-28.55,22.83,CHARGING,1,550,False,83,21.018948,105.824627,0.0,full
EV_REC_21780,VF8VNF_0016,1,84,2026-01-02T21:00:00,0.0,0,56.97,353.45,-33.48,30.38,CHARGING,1,550,False,84,21.0324,105.819049,0.0,full
EV_REC_21781,VF8VNF_0016,1,85,2026-01-02T21:15:00,0.0,0,57.08,363.11,-40.21,32.07,CHARGING,1,550,False,85,21.02173,105.840837,0.0,full
EV_REC_21782,VF8VNF_0016,1,86,2026-01-02T21:30:00,0.0,0,60.36,351.08,-27.99,25.75,CHARGING,1,550,False,86,21.019676,105.836058,0.0,full
EV_REC_21783,VF8VNF_0016,1,87,2026-01-02T21:45:00,0.0,0,62.81,359.51,-43.21,27.13,CHARGING,1,550,False,87,21.019303,105.825838,0.0,full
EV_REC_21784,VF8VNF_0016,1,88,2026-01-02T22:00:00,0.0,0,63.3,354.73,-33.75,28.38,CHARGING,1,550,False,88,21.02532,105.818949,0.0,full
EV_REC_21785,VF8VNF_0016,1,89,2026-01-02T22:15:00,0.0,0,65.12,362.29,-56.95,39.01,CHARGING,1,550,False,89,21.026697,105.816291,0.0,full
EV_REC_21786,VF8VNF_0016,1,90,2026-01-02T22:30:00,0.0,0,68.94,348.31,-39.39,31.31,CHARGING,1,550,False,90,21.019406,105.829946,0.0,full
EV_REC_21787,VF8VNF_0016,1,91,2026-01-02T22:45:00,0.0,0,68.54,363.28,-49.9,42.06,CHARGING,1,550,False,91,21.024614,105.812566,0.0,full
EV_REC_21788,VF8VNF_0016,1,92,2026-01-02T23:00:00,0.0,0,72.1,365.03,-37.04,39.52,CHARGING,1,550,False,92,21.025741,105.82533,0.0,full
EV_REC_21789,VF8VNF_0016,1,93,2026-01-02T23:15:00,0.0,0,72.87,363.05,-41.64,26.49,CHARGING,1,550,False,93,21.029456,105.827212,0.0,full
EV_REC_21790,VF8VNF_0016,1,94,2026-01-02T23:30:00,0.0,0,76.78,366.56,-42.48,32.52,CHARGING,1,550,False,94,21.029026,105.822762,0.0,full
EV_REC_21791,VF8VNF_0016,1,95,2026-01-02T23:45:00,0.0,0,78.4,363.23,-51.39,37.56,CHARGING,1,550,False,95,21.029904,105.816754,0.0,full
EV_REC_21792,VF8VNF_0016,2,0,2026-01-03T00:00:00,0.0,0,66.08,365.48,-49.79,27.05,CHARGING,2,550,False,0,21.03327,105.820288,0.0,full
EV_REC_21793,VF8VNF_0016,2,1,2026-01-03T00:15:00,0.0,0,69.18,361.6,-42.53,42.27,CHARGING,2,550,False,1,21.030315,105.825157,0.0,full
EV_REC_21794,VF8VNF_0016,2,2,2026-01-03T00:30:00,0.0,0,68.79,361.87,-35.25,36.9,CHARGING,2,550,False,2,21.023087,105.825368,0.0,full
EV_REC_21795,VF8VNF_0016,2,3,2026-01-03T00:45:00,0.0,0,72.65,371.99,-50.08,37.64,CHARGING,2,550,False,3,21.023572,105.828551,0.0,full
EV_REC_21796,VF8VNF_0016,2,4,2026-01-03T01:00:00,0.0,0,74.59,361.68,-27.27,34.01,CHARGING,2,550,False,4,21.019318,105.82073,0.0,full
EV_REC_21797,VF8VNF_0016,2,5,2026-01-03T01:15:00,0.0,0,76.2,364.92,-30.16,33.32,CHARGING,2,550,False,5,21.028392,105.828157,0.0,full
EV_REC_21798,VF8VNF_0016,2,6,2026-01-03T01:30:00,0.0,0,79.24,361.13,-39.28,29.81,CHARGING,2,550,False,6,21.028784,105.829108,0.0,full
EV_REC_21799,VF8VNF_0016,2,7,2026-01-03T01:45:00,0.0,0,79.54,360.45,-38.69,30.29,CHARGING,2,550,False,7,21.025068,105.82359,0.0,full
EV_REC_21800,VF8VNF_0016,2,8,2026-01-03T02:00:00,0.0,0,81.54,361.14,-38.06,24.82,CHARGING,2,550,False,8,21.024048,105.825519,0.0,full
EV_REC_21801,VF8VNF_0016,2,9,2026-01-03T02:15:00,0.0,0,84.63,363.25,-40.53,34.67,CHARGING,2,550,False,9,21.031326,105.819668,0.0,full
EV_REC_21802,VF8VNF_0016,2,10,2026-01-03T02:30:00,0.0,0,85.38,364.19,-52.09,29.97,CHARGING,2,550,False,10,21.025661,105.832752,0.0,full
EV_REC_21803,VF8VNF_0016,2,11,2026-01-03T02:45:00,0.0,0,88.61,362.07,-30.46,29.34,CHARGING,2,550,False,11,21.031037,105.818208,0.0,full
EV_REC_21804,VF8VNF_0016,2,12,2026-01-03T03:00:00,0.0,0,89.38,361.07,-38.09,33.98,CHARGING,2,550,False,12,21.033637,105.835533,0.0,full
EV_REC_21805,VF8VNF_0016,2,13,2026-01-03T03:15:00,0.0,0,92.28,364.65,-50.8,32.87,CHARGING,2,550,False,13,21.025528,105.832837,0.0,full
EV_REC_21806,VF8VNF_0016,2,14,2026-01-03T03:30:00,0.0,0,96.3,364.9,-40.26,31.19,CHARGING,2,550,False,14,21.031032,105.816318,0.0,full
EV_REC_21807,VF8VNF_0016,2,15,2026-01-03T03:45:00,0.0,0,95.36,360.52,-25.46,37.26,CHARGING,2,550,False,15,21.024519,105.820957,0.0,full
EV_REC_21808,VF8VNF_0016,2,16,2026-01-03T04:00:00,0.0,0,97.56,367.93,0.77,34.97,IDLE,2,550,False,16,21.023607,105.824259,0.0,full
EV_REC_21809,VF8VNF_0016,2,17,2026-01-03T04:15:00,0.0,0,96.14,376.1,-1.48,27.25,IDLE,2,550,False,17,21.026068,105.837618,0.0,full
EV_REC_21810,VF8VNF_0016,2,18,2026-01-03T04:30:00,0.0,0,98.16,375.0,-0.31,26.33,IDLE,2,550,False,18,21.026804,105.834426,0.0,full
EV_REC_21811,VF8VNF_0016,2,19,2026-01-03T04:45:00,0.0,0,98.53,366.0,-5.19,29.65,IDLE,2,550,False,19,21.02051,105.817869,0.0,full
EV_REC_21812,VF8VNF_0016,2,20,2026-01-03T05:00:00,0.0,0,96.8,361.33,-0.05,35.96,IDLE,2,550,False,20,21.024671,105.828005,0.0,full
EV_REC_21813,VF8VNF_0016,2,21,2026-01-03T05:15:00,0.0,0,95.64,361.78,-2.12,28.98,IDLE,2,550,False,21,21.022964,105.821232,0.0,full
EV_REC_21814,VF8VNF_0016,2,22,2026-01-03T05:30:00,0.0,0,97.64,364.77,1.51,27.27,IDLE,2,550,False,22,21.029721,105.828313,0.0,full
EV_REC_21815,VF8VNF_0016,2,23,2026-01-03T05:45:00,0.0,0,97.72,353.53,-0.49,25.69,IDLE,2,550,False,23,21.023156,105.827447,0.0,full
EV_REC_21816,VF8VNF_0016,2,24,2026-01-03T06:00:00,40.86,2859,96.44,370.32,62.5,38.7,DEADHEAD,2,550,False,24,21.002109,105.843099,0.245,full
EV_REC_21817,VF8VNF_0016,2,25,2026-01-03T06:15:00,0.0,0,29.14,361.0,1.93,28.22,IDLE,2,550,False,25,21.030656,105.823335,0.0,full
EV_REC_21818,VF8VNF_0016,2,26,2026-01-03T06:30:00,0.0,0,94.43,369.17,3.27,26.87,IDLE,2,550,False,26,21.021097,105.831141,0.0,full
